,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,SFO,-4.5,0.0,"W, 24-7",Won,Over,1978
1,2,CIN,-5.5,0.0,"W, 13-10",Lost,Over,1978
2,3,@ATL,0.0,0.0,"W, 24-16",Won,Over,1978
3,4,@PIT,4.5,0.0,"L, 9-15",Lost,Over,1978
4,5,HOU,-5.0,0.0,"L, 13-16",Lost,Over,1978
5,6,@NOR,-3.5,0.0,"W, 24-16",Won,Over,1978
6,7,PIT,4.0,0.0,"L, 14-34",Lost,Over,1978
7,8,@KAN,-5.5,0.0,"L, 3-17",Lost,Over,1978
8,9,BUF,-6.0,0.0,"W, 41-20",Won,Over,1978
9,10,@HOU,4.0,0.0,"L, 10-14",Push,Over,1978
10,11,DEN,1.0,0.0,"L, 7-19",Lost,Over,1978
11,12,@BAL,6.0,0.0,"W, 45-24",Won,Over,1978
12,13,RAM,4.5,0.0,"W, 30-19",Won,Over,1978
13,14,@SEA,3.0,0.0,"L, 24-47",Lost,Over,1978
14,15,NYJ,0.0,0.0,"W, 37-34",Won,Over,1978
15,16,@CIN,3.5,0.0,"L, 16-48",Lost,Over,1978
16,1,@NYJ,2.0,41.0,"W, 25-22",Won,Over,1979
17,2,@KAN,0.0,36.0,"W, 27-24",Won,Over,1979
18,3,BAL,-7.0,42.0,"W, 13-10",Lost,Under,1979
19,4,DAL,3.0,40.0,"W, 26-7",Won,Under,1979
20,5,@HOU,6.0,39.0,"L, 10-31",Lost,Over,1979
21,6,PIT,4.0,36.0,"L, 35-51",Lost,Over,1979
22,7,WAS,-4.0,34.0,"L, 9-13",Lost,Under,1979
23,8,CIN,-3.0,39.0,"W, 28-27",Lost,Over,1979
24,9,@STL,3.0,42.0,"W, 38-20",Won,Over,1979
25,10,@PHI,3.0,41.0,"W, 24-19",Won,Over,1979
26,11,SEA,-6.0,43.0,"L, 24-29",Lost,Over,1979
27,12,MIA,0.0,40.0,"W, 30-24",Won,Over,1979
28,13,@PIT,10.0,42.0,"L, 30-33",Won,Over,1979
29,14,HOU,-1.0,44.0,"W, 14-7",Won,Under,1979
30,15,@OAK,3.0,44.5,"L, 14-19",Lost,Under,1979
31,16,@CIN,1.0,41.0,"L, 12-16",Lost,Under,1979
32,1,@NWE,6.0,38.0,"L, 17-34",Lost,Over,1980
33,2,HOU,4.0,44.0,"L, 7-16",Lost,Under,1980
34,3,KAN,-4.0,38.0,"W, 20-13",Won,Under,1980
35,4,@TAM,3.0,35.0,"W, 34-27",Won,Over,1980
36,5,DEN,-4.0,42.0,"L, 16-19",Lost,Under,1980
37,6,@SEA,4.0,40.0,"W, 27-3",Won,Under,1980
38,7,GNB,-9.0,37.0,"W, 26-21",Lost,Over,1980
39,8,PIT,3.0,44.0,"W, 27-26",Won,Over,1980
40,9,CHI,-5.0,40.0,"W, 27-21",Won,Over,1980
41,10,@BAL,4.0,42.0,"W, 28-27",Won,Over,1980
42,11,@PIT,6.0,44.0,"L, 13-16",Won,Under,1980
43,12,CIN,-7.0,37.0,"W, 31-7",Won,Over,1980
44,13,@HOU,3.0,39.0,"W, 17-14",Won,Under,1980
45,14,NYJ,-9.0,43.0,"W, 17-14",Lost,Under,1980
46,15,@MIN,-3.0,39.0,"L, 23-28",Lost,Over,1980
47,16,@CIN,-3.0,38.0,"W, 27-24",Push,Over,1980
48,17,OAK,-3.5,38.0,"L, 12-14",Lost,Under,1980
49,1,SDG,-2.0,45.0,"L, 14-44",Lost,Over,1981
