,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,MIN,6.5,0.0,"W, 31-24",Won,Over,1978
1,2,@GNB,-1.5,0.0,"L, 17-28",Lost,Over,1978
2,3,PHI,0.0,0.0,"L, 17-24",Lost,Over,1978
3,4,@CIN,7.0,0.0,"W, 20-18",Won,Over,1978
4,5,RAM,9.5,0.0,"L, 20-26",Won,Over,1978
5,6,CLE,3.5,0.0,"L, 16-24",Lost,Over,1978
6,7,@SFO,4.0,0.0,"W, 14-7",Won,Over,1978
7,8,@RAM,13.5,0.0,"W, 10-3",Won,Over,1978
8,9,NYG,-2.0,0.0,"W, 28-17",Won,Over,1978
9,10,@PIT,10.5,0.0,"L, 14-20",Won,Over,1978
10,11,ATL,-3.0,0.0,"L, 17-20",Lost,Over,1978
11,12,@DAL,13.0,0.0,"L, 7-27",Lost,Over,1978
12,13,@ATL,3.5,0.0,"L, 17-20",Won,Over,1978
13,14,SFO,-7.0,0.0,"W, 24-13",Won,Over,1978
14,15,HOU,3.0,0.0,"L, 12-17",Lost,Over,1978
15,16,@TAM,-3.5,0.0,"W, 17-10",Won,Over,1978
16,1,ATL,-5.0,32.0,"L, 34-40",Lost,Over,1979
17,2,@GNB,3.0,35.0,"L, 19-28",Lost,Over,1979
18,3,PHI,-3.0,42.0,"L, 14-26",Lost,Under,1979
19,4,@SFO,0.0,42.0,"W, 30-21",Won,Over,1979
20,5,NYG,-6.0,39.0,"W, 24-14",Won,Under,1979
21,6,RAM,4.0,39.0,"L, 17-35",Lost,Over,1979
22,7,@TAM,8.0,38.0,"W, 42-14",Won,Over,1979
23,8,DET,-7.0,42.0,"W, 17-7",Won,Under,1979
24,9,@WAS,6.0,40.0,"W, 14-10",Won,Under,1979
25,10,@DEN,6.0,37.0,"L, 3-10",Lost,Under,1979
26,11,SFO,-7.0,42.0,"W, 31-20",Won,Over,1979
27,12,@SEA,3.0,42.0,"L, 24-38",Lost,Over,1979
28,13,@ATL,-2.0,43.0,"W, 37-6",Won,Push,1979
29,14,OAK,-3.0,43.0,"L, 35-42",Lost,Over,1979
30,15,SDG,-4.0,45.0,"L, 0-35",Lost,Under,1979
31,16,@RAM,6.0,42.0,"W, 29-14",Won,Over,1979
32,1,SFO,-4.0,45.0,"L, 23-26",Lost,Over,1980
33,2,@CHI,4.0,37.0,"L, 3-22",Lost,Under,1980
34,3,BUF,-2.0,40.0,"L, 26-35",Lost,Over,1980
35,4,@MIA,7.0,39.0,"L, 16-21",Won,Under,1980
36,5,STL,1.0,45.0,"L, 7-40",Lost,Over,1980
37,6,@DET,11.0,45.0,"L, 13-24",Push,Under,1980
38,7,ATL,3.0,44.0,"L, 14-41",Lost,Over,1980
39,8,@WAS,10.0,38.0,"L, 14-22",Won,Under,1980
40,9,@RAM,14.0,45.0,"L, 31-45",Push,Over,1980
41,10,PHI,9.0,43.0,"L, 21-34",Lost,Over,1980
42,11,@ATL,12.0,46.0,"L, 13-31",Lost,Under,1980
