,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,@DAL,10.5,0.0,"L, 0-38",Lost,Over,1978
1,2,MIA,3.0,0.0,"L, 0-42",Lost,Over,1978
2,3,@NWE,17.5,0.0,"W, 34-27",Won,Over,1978
3,4,@BUF,2.5,0.0,"L, 17-24",Lost,Over,1978
4,5,PHI,5.5,0.0,"L, 14-17",Won,Over,1978
5,6,@STL,2.5,0.0,"W, 30-17",Won,Over,1978
6,7,NYJ,-6.5,0.0,"L, 10-33",Lost,Over,1978
7,8,DEN,6.5,0.0,"W, 7-6",Won,Over,1978
8,9,@MIA,12.5,0.0,"L, 8-26",Lost,Over,1978
9,10,WAS,3.5,0.0,"W, 21-17",Won,Over,1978
10,11,@SEA,3.5,0.0,"W, 17-14",Won,Over,1978
11,12,CLE,-6.0,0.0,"L, 24-45",Lost,Over,1978
12,13,NWE,7.0,0.0,"L, 14-35",Lost,Over,1978
13,14,@NYJ,7.0,0.0,"L, 16-24",Lost,Over,1978
14,15,@PIT,10.5,0.0,"L, 13-35",Lost,Over,1978
15,16,BUF,-3.0,0.0,"L, 14-21",Lost,Over,1978
16,1,@KAN,1.0,37.0,"L, 0-14",Lost,Under,1979
17,2,TAM,0.0,33.0,"L, 26-29",Lost,Over,1979
18,3,@CLE,7.0,42.0,"L, 10-13",Won,Under,1979
19,4,@PIT,14.0,38.0,"L, 13-17",Won,Under,1979
20,5,BUF,-2.0,42.0,"L, 13-31",Lost,Over,1979
21,6,NYJ,3.0,42.0,"W, 10-8",Won,Under,1979
22,7,HOU,6.0,36.0,"L, 16-28",Lost,Over,1979
23,8,@BUF,6.0,39.0,"W, 14-13",Won,Under,1979
24,9,NWE,4.0,37.0,"W, 31-26",Won,Over,1979
25,10,CIN,-3.0,42.0,"W, 38-28",Won,Over,1979
26,11,@MIA,6.0,38.0,"L, 0-19",Lost,Under,1979
27,12,@NWE,10.0,40.0,"L, 21-50",Lost,Over,1979
28,13,MIA,4.0,37.0,"L, 24-28",Push,Over,1979
29,14,@NYJ,6.0,38.0,"L, 17-30",Lost,Over,1979
30,15,KAN,0.0,36.0,"L, 7-10",Lost,Under,1979
31,16,@NYG,6.0,37.0,"W, 31-7",Won,Over,1979
32,1,@NYJ,6.0,41.0,"W, 17-14",Won,Under,1980
33,2,PIT,7.0,40.0,"L, 17-20",Won,Under,1980
34,3,@HOU,7.0,35.0,"L, 16-21",Won,Over,1980
35,4,NYJ,-4.0,38.0,"W, 35-21",Won,Over,1980
36,5,@MIA,1.0,36.0,"W, 30-17",Won,Over,1980
37,6,@BUF,3.0,40.0,"W, 17-12",Won,Under,1980
38,7,NWE,-3.0,43.0,"L, 21-37",Lost,Over,1980
39,8,STL,-8.0,41.0,"L, 10-17",Lost,Under,1980
40,9,@KAN,1.0,39.0,"W, 31-24",Won,Over,1980
41,10,CLE,-4.0,42.0,"L, 27-28",Lost,Over,1980
42,11,@DET,-2.0,41.0,"W, 10-9",Lost,Under,1980
43,12,@NWE,6.0,45.0,"L, 21-47",Lost,Over,1980
44,13,BUF,3.0,40.0,"W, 28-24",Won,Over,1980
45,14,@CIN,-2.0,38.0,"L, 33-34",Lost,Over,1980
46,15,MIA,-3.0,40.0,"L, 14-24",Lost,Under,1980
47,16,KAN,-3.0,42.0,"L, 28-38",Lost,Over,1980
48,1,@NWE,6.0,45.0,"W, 29-28",Won,Over,1981
49,2,BUF,2.0,43.0,"L, 3-35",Lost,Under,1981
50,3,@DEN,3.0,36.0,"L, 10-28",Lost,Over,1981
51,4,MIA,3.0,38.0,"L, 28-31",Push,Over,1981
52,5,@BUF,7.0,43.0,"L, 17-23",Won,Under,1981
53,6,CIN,-2.0,41.0,"L, 19-41",Lost,Over,1981
54,7,SDG,4.5,51.0,"L, 14-43",Lost,Over,1981
55,8,@CLE,7.0,46.0,"L, 28-42",Lost,Over,1981
56,9,@MIA,7.0,48.0,"L, 10-27",Lost,Under,1981
57,10,NYJ,3.0,48.0,"L, 14-41",Lost,Over,1981
58,11,@PHI,14.0,48.0,"L, 13-38",Lost,Over,1981
59,12,STL,2.0,41.0,"L, 24-35",Lost,Over,1981
60,13,@NYJ,11.0,50.0,"L, 0-25",Lost,Under,1981
61,14,DAL,13.5,45.0,"L, 13-37",Lost,Over,1981
62,15,@WAS,14.0,45.0,"L, 14-38",Lost,Over,1981
63,16,NWE,6.0,47.0,"W, 23-21",Won,Under,1981
64,1,NWE,2.0,45.0,"L, 13-24",Lost,Under,1982
65,2,@MIA,12.5,45.0,"L, 20-24",Won,Under,1982
66,3,@NYJ,8.0,39.0,"L, 0-37",Lost,Under,1982
67,4,@BUF,13.0,36.0,"L, 0-20",Lost,Under,1982
68,5,CIN,14.5,38.0,"L, 17-20",Won,Under,1982
69,6,@MIN,12.0,38.0,"L, 10-13",Won,Under,1982
70,7,GNB,7.0,36.0,"T, 20-20",Won,Over,1982
71,8,@SDG,13.5,45.0,"L, 26-44",Lost,Over,1982
72,9,MIA,8.0,36.0,"L, 7-34",Lost,Over,1982
73,1,@NWE,6.0,38.0,"W, 29-23",Won,Over,1983
74,2,DEN,3.0,35.0,"L, 10-17",Lost,Under,1983
75,3,@BUF,5.0,33.0,"L, 23-28",Push,Over,1983
76,4,CHI,2.0,37.0,"W, 22-19",Won,Over,1983
77,5,@CIN,6.0,40.0,"W, 34-31",Won,Over,1983
78,6,NWE,0.0,44.5,"W, 12-7",Won,Under,1983
79,7,BUF,1.0,39.5,"L, 7-30",Lost,Under,1983
80,8,MIA,3.5,39.0,"L, 7-21",Lost,Under,1983
81,9,@PHI,5.5,38.0,"W, 22-21",Won,Over,1983
82,10,@NYJ,6.5,43.0,"W, 17-14",Won,Under,1983
83,11,PIT,3.5,36.5,"L, 13-24",Lost,Over,1983
84,12,@MIA,8.5,38.0,"L, 0-37",Lost,Under,1983
85,13,@CLE,6.0,36.0,"L, 23-41",Lost,Over,1983
86,14,NYJ,3.5,39.0,"L, 6-10",Lost,Under,1983
87,15,@DEN,8.5,36.5,"L, 19-21",Won,Over,1983
88,16,HOU,-4.0,40.5,"W, 20-10",Won,Under,1983
89,1,NYJ,2.0,35.0,"L, 14-23",Lost,Over,1984
90,2,@HOU,5.5,40.0,"W, 35-21",Won,Over,1984
91,3,STL,5.5,44.5,"L, 33-34",Won,Over,1984
92,4,@MIA,11.0,45.0,"L, 7-44",Lost,Over,1984
93,5,BUF,-2.5,43.0,"W, 31-17",Won,Over,1984
94,6,WAS,7.5,47.5,"L, 7-35",Lost,Under,1984
95,7,@PHI,5.5,42.0,"L, 7-16",Lost,Under,1984
96,8,PIT,5.0,39.5,"W, 17-16",Won,Under,1984
97,9,@DAL,10.0,43.0,"L, 3-22",Lost,Under,1984
98,10,SDG,6.0,46.0,"L, 10-38",Lost,Over,1984
99,11,@NYJ,9.0,41.5,"W, 9-5",Won,Under,1984
100,12,NWE,6.5,43.0,"L, 17-50",Lost,Over,1984
101,13,@RAI,14.5,36.5,"L, 7-21",Won,Under,1984
102,14,@BUF,1.0,36.5,"L, 15-21",Lost,Under,1984
103,15,MIA,12.0,46.0,"L, 17-35",Lost,Over,1984
104,16,@NWE,11.0,41.0,"L, 10-16",Won,Under,1984
105,1,@PIT,10.0,40.5,"L, 3-45",Lost,Over,1985
106,2,@MIA,17.0,45.0,"L, 13-30",Push,Under,1985
107,3,DET,5.0,43.0,"W, 14-6",Won,Under,1985
108,4,@NYJ,10.0,39.0,"L, 20-25",Won,Over,1985
109,5,BUF,-3.5,38.5,"W, 49-17",Won,Over,1985
110,6,DEN,6.0,47.5,"L, 10-15",Won,Under,1985
111,7,@BUF,0.0,40.0,"L, 9-21",Lost,Under,1985
112,8,GNB,2.0,42.0,"W, 37-10",Won,Over,1985
113,9,NYJ,3.5,39.0,"L, 17-35",Lost,Over,1985
114,10,@NWE,9.5,39.5,"L, 15-34",Lost,Over,1985
115,11,MIA,7.5,47.0,"L, 20-34",Lost,Over,1985
116,12,@KAN,4.0,41.0,"L, 7-20",Lost,Under,1985
117,13,NWE,7.0,39.0,"L, 31-38",Push,Over,1985
118,14,@CHI,19.5,42.0,"L, 10-17",Won,Under,1985
119,15,@TAM,3.5,44.0,"W, 31-23",Won,Over,1985
120,16,HOU,-5.5,40.0,"W, 34-16",Won,Over,1985
121,1,@NWE,9.5,42.0,"L, 3-33",Lost,Under,1986
122,2,@MIA,14.0,43.0,"L, 10-30",Lost,Under,1986
123,3,RAM,7.5,40.0,"L, 7-24",Lost,Under,1986
124,4,NYJ,9.5,44.0,"L, 7-26",Lost,Under,1986
125,5,@SFO,17.5,40.0,"L, 14-35",Lost,Over,1986
126,6,NOR,4.0,37.5,"L, 14-17",Won,Under,1986
127,7,@BUF,10.5,41.0,"L, 13-24",Lost,Under,1986
128,8,MIA,9.0,45.0,"L, 13-17",Won,Under,1986
129,9,CLE,6.5,39.5,"L, 9-24",Lost,Under,1986
130,10,NWE,13.0,39.0,"L, 21-30",Won,Over,1986
131,11,@NYJ,16.0,42.5,"L, 16-31",Won,Over,1986
132,12,@HOU,7.0,41.0,"L, 17-31",Lost,Over,1986
133,13,SDG,6.5,43.0,"L, 3-17",Lost,Under,1986
134,14,@ATL,11.0,37.0,"W, 28-23",Won,Over,1986
135,15,BUF,4.0,38.0,"W, 24-14",Won,Push,1986
136,16,@RAI,9.0,40.0,"W, 30-24",Won,Over,1986
137,1,CIN,5.5,44.0,"L, 21-23",Won,Push,1987
138,2,MIA,5.0,46.5,"L, 10-23",Lost,Under,1987
139,3,@BUF,-3.5,0.0,"W, 47-6",Won,Over,1987
140,4,NYJ,-11.0,0.0,"W, 6-0",Lost,Over,1987
141,5,@PIT,11.5,0.0,"L, 7-21",Lost,Over,1987
142,6,NWE,6.5,43.0,"W, 30-16",Won,Over,1987
143,7,@NYJ,7.0,44.0,"W, 19-14",Won,Under,1987
144,8,SDG,0.0,45.0,"L, 13-16",Lost,Under,1987
145,9,@MIA,7.0,46.0,"W, 40-21",Won,Over,1987
146,10,@NWE,1.0,39.0,"L, 0-24",Lost,Under,1987
147,11,HOU,-3.5,42.0,"W, 51-27",Won,Over,1987
148,12,@CLE,8.0,42.0,"W, 9-7",Won,Under,1987
149,13,BUF,-3.5,44.5,"L, 3-27",Lost,Under,1987
150,14,@SDG,3.5,42.0,"W, 20-7",Won,Under,1987
151,15,TAM,-10.5,42.0,"W, 24-6",Won,Under,1987
152,16,@CLE,8.0,37.0,"L, 21-38",Lost,Over,1987
153,1,HOU,-3.0,41.0,"L, 14-17",Lost,Under,1988
154,2,CHI,1.5,42.0,"L, 13-17",Lost,Under,1988
155,3,@CLE,2.0,37.0,"L, 17-23",Lost,Over,1988
156,4,MIA,-2.5,42.0,"W, 15-13",Lost,Under,1988
157,5,@NWE,2.0,37.0,"L, 17-21",Lost,Over,1988
158,6,@BUF,4.5,36.0,"L, 23-34",Lost,Over,1988
159,7,TAM,-6.0,38.0,"W, 35-31",Lost,Over,1988
160,8,@SDG,0.0,39.0,"W, 16-0",Won,Under,1988
161,9,DEN,-1.0,40.0,"W, 55-23",Won,Over,1988
162,10,NYJ,-4.0,41.0,"W, 38-14",Won,Over,1988
163,11,@GNB,-5.0,38.0,"W, 20-13",Won,Under,1988
164,12,@MIN,4.5,45.0,"L, 3-12",Lost,Under,1988
165,13,NWE,-5.5,37.0,"W, 24-21",Lost,Over,1988
166,14,@MIA,-1.0,42.0,"W, 31-28",Won,Over,1988
167,15,@NYJ,-3.0,42.0,"L, 16-34",Lost,Over,1988
168,16,BUF,3.0,39.0,"W, 17-14",Won,Under,1988
169,1,SFO,3.0,42.5,"L, 24-30",Lost,Over,1989
170,2,@RAM,6.0,43.5,"L, 17-31",Lost,Over,1989
171,3,ATL,-7.5,45.0,"W, 13-9",Lost,Under,1989
172,4,@NYJ,3.0,44.0,"W, 17-10",Won,Under,1989
173,5,BUF,0.0,40.0,"W, 37-14",Won,Over,1989
174,6,@DEN,3.5,41.0,"L, 3-14",Lost,Under,1989
175,7,@CIN,6.5,40.5,"W, 23-12",Won,Under,1989
