schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
9/2/1966,1966,1,FALSE,MIA,14,23,RAI,,,,Orange Bowl,FALSE,83,6,71,
9/3/1966,1966,1,FALSE,OTI,45,7,DEN,,,,Rice Stadium,FALSE,81,7,70,
9/4/1966,1966,1,FALSE,SDG,27,7,BUF,,,,Balboa Stadium,FALSE,70,7,82,
9/9/1966,1966,2,FALSE,MIA,14,19,NYJ,,,,Orange Bowl,FALSE,82,11,78,
9/10/1966,1966,1,FALSE,GNB,24,3,CLT,,,,Lambeau Field,FALSE,64,8,62,
9/10/1966,1966,2,FALSE,OTI,31,0,RAI,,,,Rice Stadium,FALSE,77,6,82,
9/10/1966,1966,2,FALSE,SDG,24,0,NWE,,,,Balboa Stadium,FALSE,69,9,81,
9/11/1966,1966,1,FALSE,ATL,14,19,RAM,,,,Atlanta-Fulton County Stadium,FALSE,71,7,57,
9/11/1966,1966,2,FALSE,BUF,20,42,KAN,,,,War Memorial Stadium,FALSE,63,11,73,
9/11/1966,1966,1,FALSE,DET,14,3,CHI,,,,Tiger Stadium,FALSE,67,7,73,
9/11/1966,1966,1,FALSE,PIT,34,34,NYG,,,,Pitt Stadium,FALSE,64,5,70,
9/11/1966,1966,1,FALSE,SFO,20,20,MIN,,,,Kezar Stadium,FALSE,60,25,75,
9/11/1966,1966,1,FALSE,CRD,16,13,PHI,,,,Busch Memorial Stadium,FALSE,72,5,70,
9/11/1966,1966,1,FALSE,WAS,14,38,CLE,,,,RFK Memorial Stadium,FALSE,65,8,52,
9/16/1966,1966,2,FALSE,RAM,31,17,CHI,,,,Los Angeles Memorial Coliseum,FALSE,72,10,52,
9/18/1966,1966,3,FALSE,BUF,58,24,MIA,,,,War Memorial Stadium,FALSE,61,3,67,
9/18/1966,1966,2,FALSE,CLE,20,21,GNB,,,,Cleveland Municipal Stadium,FALSE,62,6,57,
9/18/1966,1966,2,FALSE,DAL,52,7,NYG,,,,Cotton Bowl,FALSE,72,9,82,
9/18/1966,1966,3,FALSE,DEN,10,24,NWE,,,,Mile High Stadium,FALSE,59,7,53,
9/18/1966,1966,2,FALSE,MIN,23,38,CLT,,,,Metropolitan Stadium,FALSE,60,4,64,
9/18/1966,1966,3,FALSE,NYJ,52,13,OTI,,,,Shea Stadium,FALSE,68,9,58,
9/18/1966,1966,3,FALSE,RAI,10,32,KAN,,,,Oakland Coliseum,FALSE,65,11,82,
9/18/1966,1966,2,FALSE,PHI,23,10,ATL,,,,Franklin Field,FALSE,61,5,74,
9/18/1966,1966,2,FALSE,PIT,17,3,DET,,,,Pitt Stadium,FALSE,62,4,67,
9/18/1966,1966,2,FALSE,CRD,23,7,WAS,,,,Busch Memorial Stadium,FALSE,63,5,72,
9/25/1966,1966,3,FALSE,CLT,36,14,SFO,,,,Memorial Stadium (Baltimore),FALSE,56,7,68,
9/25/1966,1966,4,FALSE,NWE,24,43,KAN,,,,Fenway Park,FALSE,55,20,53,
9/25/1966,1966,4,FALSE,BUF,27,20,OTI,,,,War Memorial Stadium,FALSE,51,13,67,
9/25/1966,1966,3,FALSE,CLE,28,34,CRD,,,,Cleveland Municipal Stadium,FALSE,53,9,72,
9/25/1966,1966,3,FALSE,DAL,28,17,MIN,,,,Cotton Bowl,FALSE,76,12,60,
9/25/1966,1966,4,FALSE,DEN,7,16,NYJ,,,,Mile High Stadium,FALSE,66,9,50,
9/25/1966,1966,3,FALSE,DET,28,10,ATL,,,,Tiger Stadium,FALSE,56,9,58,
9/25/1966,1966,3,FALSE,GNB,24,13,RAM,,,,Lambeau Field,FALSE,46,9,56,
9/25/1966,1966,4,FALSE,RAI,20,29,SDG,,,,Oakland Coliseum,FALSE,64,12,80,
9/25/1966,1966,3,FALSE,PHI,35,17,NYG,,,,Franklin Field,FALSE,55,11,74,
9/25/1966,1966,3,FALSE,PIT,27,33,WAS,,,,Pitt Stadium,FALSE,53,10,80,
9/30/1966,1966,4,FALSE,RAM,34,3,SFO,,,,Los Angeles Memorial Coliseum,FALSE,70,9,76,
10/2/1966,1966,4,FALSE,ATL,14,47,DAL,,,,Atlanta-Fulton County Stadium,FALSE,53,12,63,
10/2/1966,1966,5,FALSE,NWE,24,24,NYJ,,,,Fenway Park,FALSE,53,15,66,
10/2/1966,1966,5,FALSE,DEN,40,38,OTI,,,,Mile High Stadium,FALSE,63,8,31,
10/2/1966,1966,4,FALSE,GNB,23,14,DET,,,,Lambeau Field,FALSE,49,10,63,
10/2/1966,1966,5,FALSE,KAN,14,29,BUF,,,,Kansas City Municipal Stadium,FALSE,,,,
10/2/1966,1966,4,FALSE,MIN,10,13,CHI,,,,Metropolitan Stadium,FALSE,50,12,62,
10/2/1966,1966,4,FALSE,NYG,7,28,CLE,,,,Yankee Stadium,FALSE,52,13,70,
10/2/1966,1966,4,FALSE,PHI,10,41,CRD,,,,Franklin Field,FALSE,50,10,74,
10/2/1966,1966,5,FALSE,SDG,44,10,MIA,,,,Balboa Stadium,FALSE,71,9,76,
10/2/1966,1966,4,FALSE,WAS,24,10,PIT,,,,RFK Memorial Stadium,FALSE,48,5,74,
10/8/1966,1966,6,FALSE,BUF,10,20,NWE,,,,War Memorial Stadium,FALSE,,,,
10/8/1966,1966,5,FALSE,CLE,41,10,PIT,,,,Cleveland Municipal Stadium,FALSE,58,12,46,
10/8/1966,1966,6,FALSE,KAN,37,10,DEN,,,,Kansas City Municipal Stadium,FALSE,,,,
10/8/1966,1966,6,FALSE,NYJ,17,16,SDG,,,,Shea Stadium,FALSE,,,,
10/9/1966,1966,5,FALSE,CHI,27,17,CLT,,,,Wrigley Field,FALSE,67,12,54,
10/9/1966,1966,5,FALSE,DAL,56,7,PHI,,,,Cotton Bowl,FALSE,74,8,59,
10/9/1966,1966,5,FALSE,DET,7,14,RAM,,,,Tiger Stadium,FALSE,62,12,63,
10/9/1966,1966,6,FALSE,RAI,21,10,MIA,,,,Oakland Coliseum,FALSE,,,,
10/9/1966,1966,5,FALSE,SFO,21,20,GNB,,,,Kezar Stadium,FALSE,64,10,62,
10/9/1966,1966,5,FALSE,CRD,24,19,NYG,,,,Busch Memorial Stadium,FALSE,64,10,84,
10/9/1966,1966,5,FALSE,WAS,33,20,ATL,,,,RFK Memorial Stadium,FALSE,59,4,77,
10/16/1966,1966,6,FALSE,ATL,7,44,SFO,,,,Atlanta-Fulton County Stadium,FALSE,66,9,76,
10/16/1966,1966,6,FALSE,CLT,45,14,DET,,,,Memorial Stadium (Baltimore),FALSE,64,12,73,
10/16/1966,1966,7,FALSE,BUF,17,17,SDG,,,,War Memorial Stadium,FALSE,,,,
10/16/1966,1966,6,FALSE,CHI,0,17,GNB,,,,Wrigley Field,FALSE,43,11,66,
10/16/1966,1966,7,FALSE,OTI,24,0,NYJ,,,,Rice Stadium,FALSE,,,,
10/16/1966,1966,7,FALSE,KAN,13,34,RAI,,,,Kansas City Municipal Stadium,FALSE,,,,
10/16/1966,1966,7,FALSE,MIA,24,7,DEN,,,,Orange Bowl,FALSE,,,,
10/16/1966,1966,6,FALSE,MIN,35,7,RAM,,,,Metropolitan Stadium,FALSE,36,9,77,
10/16/1966,1966,6,FALSE,NYG,13,10,WAS,,,,Yankee Stadium,FALSE,64,14,81,
10/16/1966,1966,6,FALSE,PIT,14,31,PHI,,,,Pitt Stadium,FALSE,51,15,66,
10/16/1966,1966,6,FALSE,CRD,10,10,DAL,,,,Busch Memorial Stadium,FALSE,44,13,74,
10/23/1966,1966,7,FALSE,CLT,20,17,MIN,,,,Memorial Stadium (Baltimore),FALSE,56,6,81,
10/23/1966,1966,8,FALSE,NWE,35,17,SDG,,,,Fenway Park,FALSE,58,12,71,
10/23/1966,1966,7,FALSE,CHI,17,10,RAM,,,,Wrigley Field,FALSE,48,10,41,
10/23/1966,1966,7,FALSE,CLE,30,21,DAL,,,,Cleveland Municipal Stadium,FALSE,51,10,64,
10/23/1966,1966,8,FALSE,DEN,10,56,KAN,,,,Mile High Stadium,FALSE,,,,
10/23/1966,1966,7,FALSE,GNB,56,3,ATL,,,,Lambeau Field,FALSE,46,14,43,
10/23/1966,1966,8,FALSE,OTI,13,20,MIA,,,,Rice Stadium,FALSE,,,,
10/23/1966,1966,7,FALSE,NYG,3,31,PHI,,,,Yankee Stadium,FALSE,59,10,78,
10/23/1966,1966,8,FALSE,NYJ,21,24,RAI,,,,Shea Stadium,FALSE,,,,
10/23/1966,1966,7,FALSE,SFO,27,24,DET,,,,Kezar Stadium,FALSE,60,9,72,
10/23/1966,1966,7,FALSE,WAS,26,20,CRD,,,,RFK Memorial Stadium,FALSE,58,6,83,
10/30/1966,1966,8,FALSE,ATL,17,49,CLE,,,,Atlanta-Fulton County Stadium,FALSE,58,10,62,
10/30/1966,1966,9,FALSE,NWE,24,21,RAI,,,,Fenway Park,FALSE,41,23,36,
10/30/1966,1966,8,FALSE,DAL,52,21,PIT,,,,Cotton Bowl,FALSE,64,6,58,
10/30/1966,1966,8,FALSE,DET,7,31,GNB,,,,Tiger Stadium,FALSE,37,9,59,
10/30/1966,1966,9,FALSE,KAN,48,23,OTI,,,,Kansas City Municipal Stadium,FALSE,,,,
10/30/1966,1966,8,FALSE,RAM,3,17,CLT,,,,Los Angeles Memorial Coliseum,FALSE,64,9,76,
10/30/1966,1966,8,FALSE,MIN,28,3,SFO,,,,Metropolitan Stadium,FALSE,39,13,62,
10/30/1966,1966,9,FALSE,NYJ,23,33,BUF,,,,Shea Stadium,FALSE,,,,
10/30/1966,1966,8,FALSE,PHI,13,27,WAS,,,,Franklin Field,FALSE,43,13,42,
10/30/1966,1966,9,FALSE,SDG,24,17,DEN,,,,Balboa Stadium,FALSE,,,,
10/31/1966,1966,8,FALSE,CRD,24,17,CHI,,,,Busch Memorial Stadium,FALSE,53,12,59,
11/6/1966,1966,9,FALSE,CLT,37,10,WAS,,,,Memorial Stadium (Baltimore),FALSE,47,15,52,
11/6/1966,1966,10,FALSE,NWE,10,17,DEN,,,,Fenway Park,FALSE,44,25,73,
11/6/1966,1966,9,FALSE,CHI,10,10,DET,,,,Wrigley Field,FALSE,38,11,73,
11/6/1966,1966,9,FALSE,GNB,17,20,MIN,,,,Lambeau Field,FALSE,31,13,80,
11/6/1966,1966,10,FALSE,KAN,24,14,SDG,,,,Kansas City Municipal Stadium,FALSE,,,,
11/6/1966,1966,10,FALSE,MIA,0,29,BUF,,,,Orange Bowl,FALSE,,,,
11/6/1966,1966,9,FALSE,NYG,17,20,CRD,,,,Yankee Stadium,FALSE,48,14,66,
11/6/1966,1966,10,FALSE,RAI,38,23,OTI,,,,Oakland Coliseum,FALSE,,,,
11/6/1966,1966,9,FALSE,PHI,24,23,DAL,,,,Franklin Field,FALSE,46,14,62,
11/6/1966,1966,9,FALSE,PIT,16,6,CLE,,,,Pitt Stadium,FALSE,35,11,83,
11/6/1966,1966,9,FALSE,SFO,21,13,RAM,,,,Kezar Stadium,FALSE,54,15,79,
11/13/1966,1966,10,FALSE,ATL,7,19,CLT,,,,Atlanta-Fulton County Stadium,FALSE,58,12,80,
11/13/1966,1966,11,FALSE,NWE,27,21,OTI,,,,Fenway Park,FALSE,46,18,55,
11/13/1966,1966,11,FALSE,BUF,14,3,NYJ,,,,War Memorial Stadium,FALSE,,,,
11/13/1966,1966,10,FALSE,CHI,30,30,SFO,,,,Wrigley Field,FALSE,34,7,70,
11/13/1966,1966,10,FALSE,CLE,27,7,PHI,,,,Cleveland Municipal Stadium,FALSE,38,8,78,
11/13/1966,1966,11,FALSE,KAN,34,16,MIA,,,,Kansas City Municipal Stadium,FALSE,,,,
11/13/1966,1966,10,FALSE,RAM,55,14,NYG,,,,Los Angeles Memorial Coliseum,FALSE,62,9,77,
11/13/1966,1966,10,FALSE,MIN,31,32,DET,,,,Metropolitan Stadium,FALSE,30,13,74,
11/13/1966,1966,10,FALSE,PIT,30,9,CRD,,,,Pitt Stadium,FALSE,39,9,64,
11/13/1966,1966,11,FALSE,SDG,19,41,RAI,,,,Balboa Stadium,FALSE,,,,
11/13/1966,1966,10,FALSE,WAS,30,31,DAL,,,,RFK Memorial Stadium,FALSE,40,8,71,
11/20/1966,1966,11,FALSE,CLE,14,3,WAS,,,,Cleveland Municipal Stadium,FALSE,32,8,69,
11/20/1966,1966,12,FALSE,DEN,3,17,RAI,,,,Mile High Stadium,FALSE,,,,
11/20/1966,1966,11,FALSE,DET,20,14,CLT,,,,Tiger Stadium,FALSE,32,7,77,
11/20/1966,1966,11,FALSE,GNB,13,6,CHI,,,,Lambeau Field,FALSE,32,8,76,
11/20/1966,1966,12,FALSE,OTI,20,42,BUF,,,,Rice Stadium,FALSE,,,,
11/20/1966,1966,12,FALSE,KAN,27,27,NWE,,,,Kansas City Municipal Stadium,FALSE,,,,
11/20/1966,1966,11,FALSE,RAM,21,6,MIN,,,,Los Angeles Memorial Coliseum,FALSE,63,8,79,
11/20/1966,1966,11,FALSE,NYG,16,27,ATL,,,,Yankee Stadium,FALSE,36,16,44,
11/20/1966,1966,12,FALSE,NYJ,30,13,MIA,,,,Shea Stadium,FALSE,,,,
11/20/1966,1966,11,FALSE,PIT,7,20,DAL,,,,Pitt Stadium,FALSE,30,8,60,
11/20/1966,1966,11,FALSE,SFO,34,35,PHI,,,,Kezar Stadium,FALSE,58,20,79,
11/24/1966,1966,12,FALSE,DAL,26,14,CLE,,,,Cotton Bowl,FALSE,71,15,68,
11/24/1966,1966,12,FALSE,DET,14,41,SFO,,,,Tiger Stadium,FALSE,55,11,80,
11/24/1966,1966,13,FALSE,RAI,10,31,BUF,,,,Oakland Coliseum,FALSE,,,,
11/27/1966,1966,12,FALSE,CLT,7,23,RAM,,,,Memorial Stadium (Baltimore),FALSE,44,8,70,
11/27/1966,1966,12,FALSE,CHI,23,6,ATL,,,,Wrigley Field,FALSE,49,11,90,
11/27/1966,1966,13,FALSE,DEN,20,17,SDG,,,,Mile High Stadium,FALSE,,,,
11/27/1966,1966,13,FALSE,MIA,14,20,NWE,,,,Orange Bowl,FALSE,,,,
11/27/1966,1966,12,FALSE,MIN,16,28,GNB,,,,Metropolitan Stadium,FALSE,33,19,78,
11/27/1966,1966,13,FALSE,NYJ,24,32,KAN,,,,Shea Stadium,FALSE,,,,
11/27/1966,1966,12,FALSE,CRD,6,3,PIT,,,,Busch Memorial Stadium,FALSE,50,19,94,
11/27/1966,1966,12,FALSE,WAS,72,41,NYG,,,,RFK Memorial Stadium,FALSE,42,5,83,
12/3/1966,1966,14,FALSE,RAI,28,28,NYJ,,,,Oakland Coliseum,FALSE,,,,
12/4/1966,1966,13,FALSE,CLT,21,16,CHI,,,,Memorial Stadium (Baltimore),FALSE,21,10,40,
12/4/1966,1966,14,FALSE,NWE,14,3,BUF,,,,Fenway Park,FALSE,21,15,42,
12/4/1966,1966,13,FALSE,CLE,49,40,NYG,,,,Cleveland Municipal Stadium,FALSE,18,8,78,
12/4/1966,1966,13,FALSE,DAL,31,17,CRD,,,,Cotton Bowl,FALSE,43,9,90,
12/4/1966,1966,14,FALSE,DEN,17,7,MIA,,,,Mile High Stadium,FALSE,,,,
12/4/1966,1966,13,FALSE,GNB,20,7,SFO,,,,Lambeau Field,FALSE,20,12,72,
12/4/1966,1966,14,FALSE,OTI,22,28,SDG,,,,Rice Stadium,FALSE,,,,
12/4/1966,1966,13,FALSE,RAM,23,3,DET,,,,Los Angeles Memorial Coliseum,FALSE,57,8,86,
12/4/1966,1966,13,FALSE,MIN,13,20,ATL,,,,Metropolitan Stadium,FALSE,20,14,75,
12/4/1966,1966,13,FALSE,PHI,27,23,PIT,,,,Franklin Field,FALSE,20,12,39,
12/10/1966,1966,14,FALSE,CLT,10,14,GNB,,,,Memorial Stadium (Baltimore),FALSE,58,11,82,
12/11/1966,1966,14,FALSE,ATL,16,10,CRD,,,,Atlanta-Fulton County Stadium,FALSE,41,14,79,
12/11/1966,1966,14,FALSE,DAL,31,34,WAS,,,,Cotton Bowl,FALSE,30,8,57,
12/11/1966,1966,14,FALSE,DET,16,28,MIN,,,,Tiger Stadium,FALSE,28,13,76,
12/11/1966,1966,15,FALSE,OTI,14,38,NWE,,,,Rice Stadium,FALSE,,,,
12/11/1966,1966,15,FALSE,MIA,18,19,KAN,,,,Orange Bowl,FALSE,,,,
12/11/1966,1966,14,FALSE,NYG,28,47,PIT,,,,Yankee Stadium,FALSE,54,15,79,
12/11/1966,1966,15,FALSE,RAI,28,10,DEN,,,,Oakland Coliseum,FALSE,,,,
12/11/1966,1966,14,FALSE,PHI,33,21,CLE,,,,Franklin Field,FALSE,53,15,74,
12/11/1966,1966,15,FALSE,SDG,42,27,NYJ,,,,Balboa Stadium,FALSE,,,,
12/11/1966,1966,14,FALSE,SFO,41,14,CHI,,,,Kezar Stadium,FALSE,52,6,71,
12/17/1966,1966,16,FALSE,NYJ,38,28,NWE,,,,Shea Stadium,FALSE,,,,
12/17/1966,1966,15,FALSE,CRD,10,38,CLE,,,,Busch Memorial Stadium,FALSE,39,8,79,
12/18/1966,1966,15,FALSE,ATL,33,57,PIT,,,,Atlanta-Fulton County Stadium,FALSE,47,8,77,
12/18/1966,1966,16,FALSE,BUF,38,21,DEN,,,,War Memorial Stadium,FALSE,,,,
12/18/1966,1966,15,FALSE,CHI,41,28,MIN,,,,Wrigley Field,FALSE,35,10,82,
12/18/1966,1966,15,FALSE,RAM,23,27,GNB,,,,Los Angeles Memorial Coliseum,FALSE,58,8,61,
12/18/1966,1966,16,FALSE,MIA,29,28,OTI,,,,Orange Bowl,FALSE,,,,
12/18/1966,1966,15,FALSE,NYG,7,17,DAL,,,,Yankee Stadium,FALSE,50,14,49,
12/18/1966,1966,16,FALSE,SDG,17,27,KAN,,,,Balboa Stadium,FALSE,,,,
12/18/1966,1966,15,FALSE,SFO,14,30,CLT,,,,Kezar Stadium,FALSE,46,7,86,
12/18/1966,1966,15,FALSE,WAS,28,37,PHI,,,,RFK Memorial Stadium,FALSE,44,8,66,
1/1/1967,1966,Conference,TRUE,BUF,7,31,KAN,,,,War Memorial Stadium,FALSE,,,,
1/1/1967,1966,Conference,TRUE,DAL,27,34,GNB,,,,Cotton Bowl,FALSE,40,8,75,
1/15/1967,1966,Superbowl,TRUE,GNB,35,10,KAN,GB,-14,,Los Angeles Memorial Coliseum,TRUE,54,7,90,
9/3/1967,1967,1,FALSE,DEN,26,21,NWE,,,,Mile High Stadium,FALSE,,,,
9/9/1967,1967,2,FALSE,OTI,20,25,KAN,,,,Rice Stadium,FALSE,,,,
9/9/1967,1967,2,FALSE,SDG,28,14,NWE,,,,Qualcomm Stadium,FALSE,,,,
9/10/1967,1967,2,FALSE,BUF,20,17,NYJ,,,,War Memorial Stadium,FALSE,,,,
9/10/1967,1967,2,FALSE,RAI,51,0,DEN,,,,Oakland Coliseum,FALSE,,,,
9/17/1967,1967,1,FALSE,CLT,38,31,ATL,,,,Memorial Stadium (Baltimore),FALSE,70,12,80,
9/17/1967,1967,3,FALSE,BUF,3,20,OTI,,,,War Memorial Stadium,FALSE,,,,
9/17/1967,1967,1,FALSE,CLE,14,21,DAL,,,,Cleveland Municipal Stadium,FALSE,68,7,71,
9/17/1967,1967,1,FALSE,GNB,17,17,DET,,,,Lambeau Field,FALSE,69,6,77,
9/17/1967,1967,3,FALSE,MIA,35,21,DEN,,,,Orange Bowl,FALSE,,,,
9/17/1967,1967,1,FALSE,MIN,21,27,SFO,,,,Metropolitan Stadium,FALSE,67,6,79,
9/17/1967,1967,1,FALSE,NOR,13,27,RAM,,,,Tulane Stadium,FALSE,75,7,66,
9/17/1967,1967,3,FALSE,RAI,35,7,NWE,,,,Oakland Coliseum,FALSE,,,,
9/17/1967,1967,1,FALSE,PHI,35,24,WAS,,,,Franklin Field,FALSE,69,12,78,
9/17/1967,1967,1,FALSE,PIT,41,13,CHI,,,,Pitt Stadium,FALSE,71,5,71,
9/17/1967,1967,1,FALSE,CRD,20,37,NYG,,,,Busch Memorial Stadium,FALSE,72,5,90,
9/22/1967,1967,2,FALSE,RAM,39,3,MIN,,,,Los Angeles Memorial Coliseum,FALSE,70,11,72,
9/24/1967,1967,4,FALSE,BUF,0,23,NWE,,,,War Memorial Stadium,FALSE,,,,
9/24/1967,1967,2,FALSE,DAL,38,24,NYG,,,,Cotton Bowl,FALSE,77,4,65,
9/24/1967,1967,4,FALSE,DEN,24,38,NYJ,,,,Mile High Stadium,FALSE,,,,
9/24/1967,1967,2,FALSE,DET,31,14,CLE,,,,Tiger Stadium,FALSE,55,14,57,
9/24/1967,1967,2,FALSE,GNB,13,10,CHI,,,,Lambeau Field,FALSE,49,9,60,
9/24/1967,1967,4,FALSE,MIA,0,24,KAN,,,,Orange Bowl,FALSE,,,,
9/24/1967,1967,2,FALSE,NOR,10,30,WAS,,,,Tulane Stadium,FALSE,72,6,63,
9/24/1967,1967,2,FALSE,PHI,6,38,CLT,,,,Franklin Field,FALSE,54,11,73,
9/24/1967,1967,2,FALSE,PIT,14,28,CRD,,,,Pitt Stadium,FALSE,54,14,63,
9/24/1967,1967,4,FALSE,SDG,13,3,OTI,,,,Qualcomm Stadium,FALSE,,,,
9/24/1967,1967,2,FALSE,SFO,38,7,ATL,,,,Kezar Stadium,FALSE,62,14,78,
10/1/1967,1967,3,FALSE,CLT,41,7,SFO,,,,Memorial Stadium (Baltimore),FALSE,56,12,64,
10/1/1967,1967,5,FALSE,BUF,17,37,SDG,,,,War Memorial Stadium,FALSE,,,,
10/1/1967,1967,3,FALSE,DAL,13,35,RAM,,,,Cotton Bowl,FALSE,71,12,57,
10/1/1967,1967,3,FALSE,GNB,23,0,ATL,,,,Lambeau Field,FALSE,53,8,81,
10/1/1967,1967,5,FALSE,OTI,10,6,DEN,,,,Rice Stadium,FALSE,,,,
10/1/1967,1967,3,FALSE,MIN,7,17,CHI,,,,Metropolitan Stadium,FALSE,65,15,56,
10/1/1967,1967,3,FALSE,NOR,7,42,CLE,,,,Tulane Stadium,FALSE,61,8,68,
10/1/1967,1967,5,FALSE,NYJ,29,7,MIA,,,,Shea Stadium,FALSE,,,,
10/1/1967,1967,5,FALSE,RAI,23,21,KAN,,,,Oakland Coliseum,FALSE,,,,
10/1/1967,1967,3,FALSE,PHI,34,24,PIT,,,,Franklin Field,FALSE,58,11,64,
10/1/1967,1967,3,FALSE,CRD,38,28,DET,,,,Busch Memorial Stadium,FALSE,68,12,62,
10/1/1967,1967,3,FALSE,WAS,38,34,NYG,,,,RFK Memorial Stadium,FALSE,56,9,66,
10/7/1967,1967,4,FALSE,CLE,21,10,PIT,,,,Cleveland Municipal Stadium,FALSE,50,9,72,
10/7/1967,1967,6,FALSE,NYJ,27,14,RAI,,,,Shea Stadium,FALSE,,,,
10/8/1967,1967,4,FALSE,ATL,7,38,PHI,,,,Atlanta-Fulton County Stadium,FALSE,61,12,88,
10/8/1967,1967,4,FALSE,CHI,3,24,CLT,,,,Wrigley Field,FALSE,61,12,78,
10/8/1967,1967,6,FALSE,DEN,16,17,BUF,,,,Mile High Stadium,FALSE,,,,
10/8/1967,1967,4,FALSE,DET,17,27,GNB,,,,Tiger Stadium,FALSE,60,14,82,
10/8/1967,1967,6,FALSE,KAN,41,0,MIA,,,,Kansas City Municipal Stadium,FALSE,,,,
10/8/1967,1967,4,FALSE,RAM,24,27,SFO,,,,Los Angeles Memorial Coliseum,FALSE,72,9,33,
10/8/1967,1967,4,FALSE,MIN,24,34,CRD,,,,Metropolitan Stadium,FALSE,44,15,93,
10/8/1967,1967,4,FALSE,NYG,27,21,NOR,,,,Yankee Stadium,FALSE,55,10,60,
10/8/1967,1967,6,FALSE,SDG,31,31,NWE,,,,Qualcomm Stadium,FALSE,,,,
10/8/1967,1967,4,FALSE,WAS,14,17,DAL,,,,RFK Memorial Stadium,FALSE,57,7,86,
10/15/1967,1967,5,FALSE,ATL,20,20,WAS,,,,Atlanta-Fulton County Stadium,FALSE,67,6,64,
10/15/1967,1967,5,FALSE,CLT,24,24,RAM,,,,Memorial Stadium (Baltimore),FALSE,55,7,87,
10/15/1967,1967,7,FALSE,NWE,41,10,MIA,,,,Alumni Stadium,FALSE,54,11,75,
10/15/1967,1967,7,FALSE,BUF,20,24,RAI,,,,War Memorial Stadium,FALSE,,,,
10/15/1967,1967,5,FALSE,CHI,14,3,DET,,,,Wrigley Field,FALSE,58,8,79,
10/15/1967,1967,5,FALSE,CLE,20,16,CRD,,,,Cleveland Municipal Stadium,FALSE,59,13,76,
10/15/1967,1967,5,FALSE,DAL,14,10,NOR,,,,Cotton Bowl,FALSE,72,13,83,
10/15/1967,1967,5,FALSE,GNB,7,10,MIN,,,,Lambeau Field,FALSE,56,6,84,
10/15/1967,1967,7,FALSE,NYJ,28,28,OTI,,,,Shea Stadium,FALSE,,,,
10/15/1967,1967,5,FALSE,PHI,27,28,SFO,,,,Franklin Field,FALSE,58,6,70,
10/15/1967,1967,5,FALSE,PIT,24,27,NYG,,,,Pitt Stadium,FALSE,54,6,77,
10/15/1967,1967,7,FALSE,SDG,45,31,KAN,,,,Qualcomm Stadium,FALSE,,,,
10/22/1967,1967,8,FALSE,NWE,14,48,RAI,,,,Fenway Park,FALSE,52,16,53,
10/22/1967,1967,6,FALSE,CLE,24,0,CHI,,,,Cleveland Municipal Stadium,FALSE,44,4,70,
10/22/1967,1967,8,FALSE,DEN,21,38,SDG,,,,Mile High Stadium,FALSE,,,,
10/22/1967,1967,6,FALSE,DET,24,3,ATL,,,,Tiger Stadium,FALSE,40,8,68,
10/22/1967,1967,8,FALSE,KAN,19,24,OTI,,,,Kansas City Municipal Stadium,FALSE,,,,
10/22/1967,1967,6,FALSE,RAM,28,28,WAS,,,,Los Angeles Memorial Coliseum,FALSE,63,10,73,
10/22/1967,1967,8,FALSE,MIA,14,33,NYJ,,,,Orange Bowl,FALSE,,,,
10/22/1967,1967,6,FALSE,MIN,20,20,CLT,,,,Metropolitan Stadium,FALSE,54,17,51,
10/22/1967,1967,6,FALSE,NYG,21,48,GNB,,,,Yankee Stadium,FALSE,54,10,46,
10/22/1967,1967,6,FALSE,PIT,21,24,DAL,,,,Pitt Stadium,FALSE,43,5,59,
10/22/1967,1967,6,FALSE,SFO,27,13,NOR,,,,Kezar Stadium,FALSE,61,11,87,
10/22/1967,1967,6,FALSE,CRD,48,14,PHI,,,,Busch Memorial Stadium,FALSE,59,12,39,
10/29/1967,1967,7,FALSE,ATL,21,20,MIN,,,,Atlanta-Fulton County Stadium,FALSE,49,8,49,
10/29/1967,1967,7,FALSE,CHI,17,28,RAM,,,,Wrigley Field,FALSE,42,13,70,
10/29/1967,1967,9,FALSE,OTI,10,3,BUF,,,,Rice Stadium,FALSE,,,,
10/29/1967,1967,9,FALSE,KAN,52,9,DEN,,,,Kansas City Municipal Stadium,FALSE,,,,
10/29/1967,1967,7,FALSE,NOR,10,14,PIT,,,,Tulane Stadium,FALSE,66,12,75,
10/29/1967,1967,7,FALSE,NYG,38,34,CLE,,,,Yankee Stadium,FALSE,46,12,47,
10/29/1967,1967,9,FALSE,NYJ,30,23,NWE,,,,Shea Stadium,FALSE,,,,
10/29/1967,1967,9,FALSE,RAI,51,10,SDG,,,,Oakland Coliseum,FALSE,,,,
10/29/1967,1967,7,FALSE,PHI,21,14,DAL,,,,Franklin Field,FALSE,46,8,51,
10/29/1967,1967,7,FALSE,SFO,3,45,DET,,,,Kezar Stadium,FALSE,58,15,52,
10/29/1967,1967,7,FALSE,WAS,13,17,CLT,,,,RFK Memorial Stadium,FALSE,43,5,69,
10/30/1967,1967,7,FALSE,CRD,23,31,GNB,,,,Busch Memorial Stadium,FALSE,60,13,63,
