schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
10/29/1990,1990,8,FALSE,PIT,41,10,RAM,PIT,-1,44,Three Rivers Stadium,FALSE,42,10,54,
11/4/1990,1990,9,FALSE,CIN,7,21,NOR,CIN,-7,44,Cinergy Field,FALSE,61,12,64,
11/4/1990,1990,9,FALSE,CLE,0,42,BUF,BUF,-3,39,Cleveland Municipal Stadium,FALSE,58,12,68,
11/4/1990,1990,9,FALSE,DET,38,41,WAS,WAS,-3,43,Pontiac Silverdome,FALSE,72,0,,DOME
11/4/1990,1990,9,FALSE,GNB,20,24,SFO,SF,-7,43,Lambeau Field,FALSE,38,10,77,
11/4/1990,1990,9,FALSE,KAN,9,7,RAI,KC,-2,38,Arrowhead Stadium,FALSE,36,22,89,
11/4/1990,1990,9,FALSE,RAM,17,13,OTI,LAR,-4,51,Anaheim Stadium,FALSE,62,8,42,
11/4/1990,1990,9,FALSE,MIA,23,3,CRD,MIA,-9.5,39,Sun Life Stadium,FALSE,77,11,67,
11/4/1990,1990,9,FALSE,MIN,27,22,DEN,DEN,-1,44,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
11/4/1990,1990,9,FALSE,NYJ,24,9,DAL,NYJ,-4.5,38,Giants Stadium,FALSE,67,11,50,
11/4/1990,1990,9,FALSE,PHI,48,20,NWE,PHI,-9,38,Veterans Stadium,FALSE,60,8,78,
11/4/1990,1990,9,FALSE,PIT,21,9,ATL,PIT,-4,44,Three Rivers Stadium,FALSE,58,8,60,
11/4/1990,1990,9,FALSE,SEA,14,31,SDG,SEA,-5,39,Seattle Kingdome,FALSE,72,0,,DOME
11/4/1990,1990,9,FALSE,TAM,6,26,CHI,CHI,-5,39,Houlihan's Stadium,FALSE,74,8,72,
11/5/1990,1990,9,FALSE,CLT,7,24,NYG,NYG,-10,37,RCA Dome,FALSE,72,0,,DOME
11/11/1990,1990,10,FALSE,BUF,45,14,CRD,BUF,-12.5,38,Ralph Wilson Stadium,FALSE,37,27,66,
11/11/1990,1990,10,FALSE,CHI,30,24,ATL,CHI,-9,41,Soldier Field,FALSE,35,14,58,
11/11/1990,1990,10,FALSE,DAL,6,24,SFO,SF,-10,40,Texas Stadium,FALSE,58,8,57,
11/11/1990,1990,10,FALSE,DET,7,17,MIN,DET,-2.5,46,Pontiac Silverdome,FALSE,72,0,,DOME
11/11/1990,1990,10,FALSE,KAN,16,17,SEA,KC,-6.5,38,Arrowhead Stadium,FALSE,50,11,64,
11/11/1990,1990,10,FALSE,RAI,16,29,GNB,LVR,-7,38,Los Angeles Memorial Coliseum,FALSE,70,8,32,
11/11/1990,1990,10,FALSE,RAM,7,31,NYG,NYG,-4,44,Anaheim Stadium,FALSE,70,8,32,
11/11/1990,1990,10,FALSE,NWE,10,13,CLT,NE,-2,37,Foxboro Stadium,FALSE,46,28,59,
11/11/1990,1990,10,FALSE,NOR,35,7,TAM,NO,-7,38,Louisiana Superdome,FALSE,72,0,,DOME
11/11/1990,1990,10,FALSE,NYJ,3,17,MIA,MIA,-3.5,38,Giants Stadium,FALSE,47,25,51,
11/11/1990,1990,10,FALSE,SDG,19,7,DEN,LAC,-2.5,40,Qualcomm Stadium,FALSE,69,5,39,
11/12/1990,1990,10,FALSE,PHI,28,14,WAS,PHI,-3,44,Veterans Stadium,FALSE,44,26,49,
11/18/1990,1990,11,FALSE,ATL,23,24,PHI,ATL,-1,47,Atlanta-Fulton County Stadium,FALSE,49,8,50,
11/18/1990,1990,11,FALSE,BUF,14,0,NWE,BUF,-15,39,Ralph Wilson Stadium,FALSE,31,8,64,
11/18/1990,1990,11,FALSE,CIN,27,3,PIT,CIN,-2.5,42,Cinergy Field,FALSE,39,8,66,
11/18/1990,1990,11,FALSE,CLE,23,35,OTI,TEN,-3.5,38,Cleveland Municipal Stadium,FALSE,37,6,69,
11/18/1990,1990,11,FALSE,DEN,13,16,CHI,CHI,-2.5,40,Mile High Stadium,FALSE,47,6,45,
11/18/1990,1990,11,FALSE,CLT,17,14,NYJ,NYJ,-3,37,RCA Dome,FALSE,72,0,,DOME
11/18/1990,1990,11,FALSE,KAN,27,10,SDG,KC,-3.5,35,Arrowhead Stadium,FALSE,49,11,54,
11/18/1990,1990,11,FALSE,RAM,21,24,DAL,LAR,-9,42,Anaheim Stadium,FALSE,62,8,80,
11/18/1990,1990,11,FALSE,NYG,20,0,DET,NYG,-12.5,40,Giants Stadium,FALSE,40,25,62,
11/18/1990,1990,11,FALSE,CRD,21,24,GNB,GB,-5,41,Sun Devil Stadium,FALSE,70,5,35,
11/18/1990,1990,11,FALSE,SFO,31,7,TAM,SF,-14.5,43,Candlestick Park,FALSE,55,11,85,
11/18/1990,1990,11,FALSE,SEA,21,24,MIN,SEA,-3.5,39,Seattle Kingdome,FALSE,72,0,,DOME
11/18/1990,1990,11,FALSE,WAS,31,17,NOR,WAS,-3.5,38,RFK Memorial Stadium,FALSE,42,16,47,
11/19/1990,1990,11,FALSE,MIA,10,13,RAI,MIA,-3.5,37,Sun Life Stadium,FALSE,70,8,61,
11/22/1990,1990,12,FALSE,DAL,27,17,WAS,WAS,-5.5,39,Texas Stadium,FALSE,63,10,96,
11/22/1990,1990,12,FALSE,DET,40,27,DEN,DET,-1,45,Pontiac Silverdome,FALSE,72,0,,DOME
11/25/1990,1990,12,FALSE,CIN,20,34,CLT,CIN,-11.5,41,Cinergy Field,FALSE,56,11,56,
11/25/1990,1990,12,FALSE,CLE,13,30,MIA,MIA,-5,36,Cleveland Municipal Stadium,FALSE,48,12,63,
11/25/1990,1990,12,FALSE,GNB,20,10,TAM,GB,-7.5,39,Lambeau Field,FALSE,44,14,49,
11/25/1990,1990,12,FALSE,RAI,24,27,KAN,LVR,-4,36,Los Angeles Memorial Coliseum,FALSE,60,7,86,
11/25/1990,1990,12,FALSE,MIN,41,13,CHI,CHI,-2.5,38,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
11/25/1990,1990,12,FALSE,NOR,10,7,ATL,NO,-4.5,43,Louisiana Superdome,FALSE,72,0,,DOME
11/25/1990,1990,12,FALSE,NYJ,7,24,PIT,PIT,-3.5,37,Giants Stadium,FALSE,52,14,47,
11/25/1990,1990,12,FALSE,PHI,31,13,NYG,NYG,-3,37,Veterans Stadium,FALSE,52,13,63,
11/25/1990,1990,12,FALSE,CRD,34,14,NWE,CRD,-5,38,Sun Devil Stadium,FALSE,68,6,43,
11/25/1990,1990,12,FALSE,SDG,10,13,SEA,LAC,-3.5,37,Qualcomm Stadium,FALSE,60,5,76,
11/25/1990,1990,12,FALSE,SFO,17,28,RAM,SF,-11.5,47,Candlestick Park,FALSE,55,16,82,
11/26/1990,1990,12,FALSE,OTI,27,24,BUF,TEN,-3,47,Houston Astrodome,FALSE,72,0,,DOME
12/2/1990,1990,13,FALSE,BUF,30,23,PHI,BUF,-3,40,Ralph Wilson Stadium,FALSE,42,16,62,
12/2/1990,1990,13,FALSE,CHI,23,17,DET,CHI,-8.5,38,Soldier Field,FALSE,34,16,58,
12/2/1990,1990,13,FALSE,CLE,23,38,RAM,LAR,-3.5,41,Cleveland Municipal Stadium,FALSE,42,10,65,
12/2/1990,1990,13,FALSE,DAL,17,13,NOR,NO,-1,36,Texas Stadium,FALSE,52,7,72,
12/2/1990,1990,13,FALSE,DEN,20,23,RAI,LVR,-2.5,38,Mile High Stadium,FALSE,25,11,67,
12/2/1990,1990,13,FALSE,MIN,23,7,GNB,MIN,-6,42,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
12/2/1990,1990,13,FALSE,NWE,7,37,KAN,KC,-8.5,37,Foxboro Stadium,FALSE,48,13,42,
12/2/1990,1990,13,FALSE,CRD,20,17,CLT,CRD,-2,40,Sun Devil Stadium,FALSE,56,5,40,
12/2/1990,1990,13,FALSE,PIT,12,16,CIN,PIT,-4.5,41,Three Rivers Stadium,FALSE,44,7,50,
12/2/1990,1990,13,FALSE,SDG,38,17,NYJ,LAC,-7,37,Qualcomm Stadium,FALSE,58,7,57,
12/2/1990,1990,13,FALSE,SEA,13,10,OTI,TEN,-1.5,42,Seattle Kingdome,FALSE,72,0,,DOME
12/2/1990,1990,13,FALSE,TAM,23,17,ATL,ATL,-2.5,42,Houlihan's Stadium,FALSE,68,8,72,
12/2/1990,1990,13,FALSE,WAS,42,20,MIA,WAS,-3,39,RFK Memorial Stadium,FALSE,47,8,59,
12/3/1990,1990,13,FALSE,SFO,7,3,NYG,SF,-3.5,42,Candlestick Park,FALSE,49,3,60,
12/9/1990,1990,14,FALSE,ATL,13,24,CRD,ATL,-5,42,Atlanta-Fulton County Stadium,FALSE,45,12,40,
12/9/1990,1990,14,FALSE,CIN,17,20,SFO,SF,-3.5,45,Cinergy Field,FALSE,36,7,71,
12/9/1990,1990,14,FALSE,GNB,14,20,SEA,GB,-3.5,37,Lambeau Field,FALSE,38,17,71,
12/9/1990,1990,14,FALSE,OTI,58,14,CLE,TEN,-13,44,Houston Astrodome,FALSE,72,0,,DOME
12/9/1990,1990,14,FALSE,CLT,7,31,BUF,BUF,-5.5,40,RCA Dome,FALSE,72,0,,DOME
12/9/1990,1990,14,FALSE,KAN,31,20,DEN,KC,-7,38,Arrowhead Stadium,FALSE,44,11,53,
12/9/1990,1990,14,FALSE,RAM,20,24,NOR,LAR,-5,43,Anaheim Stadium,FALSE,64,8,21,
12/9/1990,1990,14,FALSE,MIA,23,20,PHI,MIA,-1,42,Sun Life Stadium,FALSE,59,11,67,
12/9/1990,1990,14,FALSE,NYG,23,15,MIN,NYG,-6.5,36,Giants Stadium,FALSE,43,14,55,
12/9/1990,1990,14,FALSE,PIT,24,3,NWE,PIT,-13.5,36,Three Rivers Stadium,FALSE,35,11,78,
12/9/1990,1990,14,FALSE,WAS,10,9,CHI,WAS,-4.5,41,RFK Memorial Stadium,FALSE,43,11,54,
12/10/1990,1990,14,FALSE,DET,31,38,RAI,LVR,-3.5,43,Pontiac Silverdome,FALSE,72,0,,DOME
12/15/1990,1990,15,FALSE,NWE,10,25,WAS,WAS,-14,38,Foxboro Stadium,FALSE,33,10,59,
12/15/1990,1990,15,FALSE,NYG,13,17,BUF,NYG,-4,37,Giants Stadium,FALSE,37,10,60,
12/16/1990,1990,15,FALSE,CLE,13,10,ATL,PICK,0,39,Cleveland Municipal Stadium,FALSE,39,15,79,
12/16/1990,1990,15,FALSE,DAL,41,10,CRD,DAL,-4.5,37,Texas Stadium,FALSE,48,10,67,
12/16/1990,1990,15,FALSE,DEN,20,10,SDG,DEN,-2.5,38,Mile High Stadium,FALSE,32,4,38,
12/16/1990,1990,15,FALSE,DET,38,21,CHI,CHI,-3,44,Pontiac Silverdome,FALSE,72,0,,DOME
12/16/1990,1990,15,FALSE,KAN,10,27,OTI,KC,-3.5,42,Arrowhead Stadium,FALSE,33,9,79,
12/16/1990,1990,15,FALSE,RAI,24,7,CIN,LVR,-6.5,39,Los Angeles Memorial Coliseum,FALSE,53,12,53,
12/16/1990,1990,15,FALSE,MIA,24,17,SEA,MIA,-4.5,37,Sun Life Stadium,FALSE,71,7,70,
12/16/1990,1990,15,FALSE,NOR,6,9,PIT,NO,-3,36,Louisiana Superdome,FALSE,72,0,,DOME
12/16/1990,1990,15,FALSE,NYJ,21,29,CLT,NYJ,-3.5,37,Giants Stadium,FALSE,45,19,74,
12/16/1990,1990,15,FALSE,PHI,31,0,GNB,PHI,-10,40,Veterans Stadium,FALSE,45,15,83,
12/16/1990,1990,15,FALSE,TAM,26,13,MIN,MIN,-6.5,38,Houlihan's Stadium,FALSE,67,6,74,
12/17/1990,1990,15,FALSE,RAM,10,26,SFO,SF,-6,46,Anaheim Stadium,FALSE,52,11,43,
12/22/1990,1990,16,FALSE,GNB,17,24,DET,DET,-3,36,Lambeau Field,FALSE,14,14,82,
12/22/1990,1990,16,FALSE,CLT,35,28,WAS,WAS,-5.5,41,RCA Dome,FALSE,72,0,,DOME
12/22/1990,1990,16,FALSE,MIN,24,28,RAI,LVR,-1,41,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
12/23/1990,1990,16,FALSE,ATL,20,13,RAM,LAR,-3,41,Atlanta-Fulton County Stadium,FALSE,67,17,86,
12/23/1990,1990,16,FALSE,BUF,24,14,MIA,BUF,-3.5,35,Ralph Wilson Stadium,FALSE,39,12,95,
12/23/1990,1990,16,FALSE,CHI,27,14,TAM,CHI,-6.5,35,Soldier Field,FALSE,8,12,68,
12/23/1990,1990,16,FALSE,CIN,40,20,OTI,TEN,-3,44,Cinergy Field,FALSE,31,10,92,
12/23/1990,1990,16,FALSE,NYJ,42,7,NWE,NYJ,-7,37,Giants Stadium,FALSE,59,12,92,
12/23/1990,1990,16,FALSE,PHI,17,3,DAL,PHI,-7,37,Veterans Stadium,FALSE,63,15,99,
12/23/1990,1990,16,FALSE,CRD,21,24,NYG,NYG,-6.5,36,Sun Devil Stadium,FALSE,36,8,31,
12/23/1990,1990,16,FALSE,PIT,35,0,CLE,PIT,-11,35,Three Rivers Stadium,FALSE,47,20,93,
12/23/1990,1990,16,FALSE,SDG,21,24,KAN,KC,-3,37,Qualcomm Stadium,FALSE,45,7,35,
12/23/1990,1990,16,FALSE,SFO,10,13,NOR,SF,-9,38,Candlestick Park,FALSE,34,10,49,
12/23/1990,1990,16,FALSE,SEA,17,12,DEN,SEA,-5,42,Seattle Kingdome,FALSE,72,0,,DOME
12/29/1990,1990,17,FALSE,CHI,10,21,KAN,KC,-1.5,36,Soldier Field,FALSE,38,13,91,
12/29/1990,1990,17,FALSE,CRD,21,23,PHI,PHI,-7.5,43,Sun Devil Stadium,FALSE,49,5,89,
12/30/1990,1990,17,FALSE,ATL,26,7,DAL,ATL,-2,36,Atlanta-Fulton County Stadium,FALSE,57,11,96,
12/30/1990,1990,17,FALSE,CIN,21,14,CLE,CIN,-16,39,Cinergy Field,FALSE,52,13,92,
12/30/1990,1990,17,FALSE,DEN,22,13,GNB,DEN,-7,37,Mile High Stadium,FALSE,9,8,57,
12/30/1990,1990,17,FALSE,OTI,34,14,PIT,PIT,-2,38,Houston Astrodome,FALSE,72,0,,DOME
12/30/1990,1990,17,FALSE,RAI,17,12,SDG,LVR,-10.5,39,Los Angeles Memorial Coliseum,FALSE,53,5,42,
12/30/1990,1990,17,FALSE,MIA,23,17,CLT,MIA,-8,41,Sun Life Stadium,FALSE,77,14,79,
12/30/1990,1990,17,FALSE,MIN,17,20,SFO,SF,-4,41,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
12/30/1990,1990,17,FALSE,NWE,10,13,NYG,NYG,-14,36,Foxboro Stadium,FALSE,49,21,88,
12/30/1990,1990,17,FALSE,SEA,30,10,DET,SEA,-3,47,Seattle Kingdome,FALSE,72,0,,DOME
12/30/1990,1990,17,FALSE,TAM,14,16,NYJ,TB,-3.5,41,Houlihan's Stadium,FALSE,75,8,82,
12/30/1990,1990,17,FALSE,WAS,29,14,BUF,WAS,-4,40,RFK Memorial Stadium,FALSE,58,17,87,
12/31/1990,1990,17,FALSE,NOR,20,17,RAM,NO,-6.5,40,Louisiana Superdome,FALSE,72,0,,DOME
1/5/1991,1990,Wildcard,TRUE,MIA,17,16,KAN,MIA,-2.5,41,Sun Life Stadium,FALSE,,,,
1/5/1991,1990,Wildcard,TRUE,PHI,6,20,WAS,PHI,-4.5,40,Veterans Stadium,FALSE,,,,
1/6/1991,1990,Wildcard,TRUE,CHI,16,6,NOR,CHI,-6.5,32,Soldier Field,FALSE,,,,
1/6/1991,1990,Wildcard,TRUE,CIN,41,14,OTI,CIN,-3.5,42,Cinergy Field,FALSE,,,,
1/12/1991,1990,Division,TRUE,BUF,44,34,MIA,BUF,-7,34,Ralph Wilson Stadium,FALSE,,,,
1/12/1991,1990,Division,TRUE,SFO,28,10,WAS,SF,-8,41,Candlestick Park,FALSE,,,,
1/13/1991,1990,Division,TRUE,RAI,20,10,CIN,LVR,-6,43,Los Angeles Memorial Coliseum,FALSE,,,,
1/13/1991,1990,Division,TRUE,NYG,31,3,CHI,NYG,-7,33,Giants Stadium,FALSE,,,,
1/20/1991,1990,Conference,TRUE,BUF,51,3,RAI,BUF,-7,37,Ralph Wilson Stadium,FALSE,,,,
1/20/1991,1990,Conference,TRUE,SFO,13,15,NYG,SF,-8,37,Candlestick Park,FALSE,,,,
1/27/1991,1990,Superbowl,TRUE,BUF,19,20,NYG,BUF,-7,40.5,Tampa Stadium,TRUE,71,,,
9/1/1991,1991,1,FALSE,BUF,35,31,MIA,BUF,-7,42,Ralph Wilson Stadium,FALSE,59,9,58,
9/1/1991,1991,1,FALSE,CHI,10,6,MIN,CHI,-2,36,Soldier Field,FALSE,67,14,69,
9/1/1991,1991,1,FALSE,CLE,14,26,DAL,DAL,-2.5,36,Cleveland Municipal Stadium,FALSE,65,14,62,
9/1/1991,1991,1,FALSE,DEN,45,14,CIN,DEN,-2,45,Mile High Stadium,FALSE,71,10,40,
9/1/1991,1991,1,FALSE,GNB,3,20,PHI,PHI,-2,44,Lambeau Field,FALSE,60,11,66,
9/1/1991,1991,1,FALSE,OTI,47,17,RAI,TEN,-2.5,44,Houston Astrodome,FALSE,72,0,,DOME
9/1/1991,1991,1,FALSE,CLT,7,16,NWE,IND,-9,37,RCA Dome,FALSE,72,0,,DOME
9/1/1991,1991,1,FALSE,KAN,14,3,ATL,KC,-7,42,Arrowhead Stadium,FALSE,75,10,80,
9/1/1991,1991,1,FALSE,RAM,14,24,CRD,LAR,-7,42,Anaheim Stadium,FALSE,66,9,77,
9/1/1991,1991,1,FALSE,NOR,27,24,SEA,NO,-4,35,Louisiana Superdome,FALSE,72,0,,DOME
9/1/1991,1991,1,FALSE,NYJ,16,13,TAM,NYJ,-2.5,40,Giants Stadium,FALSE,66,18,47,
9/1/1991,1991,1,FALSE,PIT,26,20,SDG,PIT,-6,36,Three Rivers Stadium,FALSE,68,13,46,
9/1/1991,1991,1,FALSE,WAS,45,0,DET,WAS,-7.5,44,RFK Memorial Stadium,FALSE,76,15,50,
9/2/1991,1991,1,FALSE,NYG,16,14,SFO,NYG,-1.5,37,Giants Stadium,FALSE,65,12,53,
9/8/1991,1991,2,FALSE,ATL,19,20,MIN,ATL,-1.5,41,Atlanta-Fulton County Stadium,FALSE,78,10,76,
9/8/1991,1991,2,FALSE,BUF,52,34,PIT,BUF,-7,42,Ralph Wilson Stadium,FALSE,73,8,55,
9/8/1991,1991,2,FALSE,CIN,7,30,OTI,CIN,-2.5,51,Cinergy Field,FALSE,73,8,61,
9/8/1991,1991,2,FALSE,DET,23,14,GNB,DET,-2,44,Pontiac Silverdome,FALSE,72,0,,DOME
9/8/1991,1991,2,FALSE,KAN,10,17,NOR,KC,-6.5,36,Arrowhead Stadium,FALSE,77,17,83,
9/8/1991,1991,2,FALSE,RAI,16,13,DEN,LVR,-4,40,Los Angeles Memorial Coliseum,FALSE,65,9,78,
9/8/1991,1991,2,FALSE,MIA,17,6,CLT,MIA,-8,42,Sun Life Stadium,FALSE,82,8,77,
9/8/1991,1991,2,FALSE,NWE,0,20,CLE,CLE,-1,36,Foxboro Stadium,FALSE,70,10,62,
9/8/1991,1991,2,FALSE,NYG,13,19,RAM,NYG,-7,38,Giants Stadium,FALSE,78,8,52,
9/8/1991,1991,2,FALSE,PHI,10,26,CRD,PHI,-6.5,36.5,Veterans Stadium,FALSE,76,8,56,
9/8/1991,1991,2,FALSE,SFO,34,14,SDG,SF,-12,38,Candlestick Park,FALSE,62,12,75,
9/8/1991,1991,2,FALSE,SEA,20,13,NYJ,SEA,-5,36,Seattle Kingdome,FALSE,72,0,,DOME
9/8/1991,1991,2,FALSE,TAM,20,21,CHI,CHI,-3.5,36,Houlihan's Stadium,FALSE,80,12,82,
9/9/1991,1991,2,FALSE,DAL,31,33,WAS,WAS,-2,40,Texas Stadium,FALSE,81,11,68,
9/15/1991,1991,3,FALSE,CHI,20,17,NYG,NYG,-1.5,34,Soldier Field,FALSE,82,15,65,
9/15/1991,1991,3,FALSE,CLE,14,13,CIN,CIN,-3.5,40,Cleveland Municipal Stadium,FALSE,81,14,64,
9/15/1991,1991,3,FALSE,DAL,0,24,PHI,DAL,-3.5,38,Texas Stadium,FALSE,81,13,77,
9/15/1991,1991,3,FALSE,DEN,16,10,SEA,DEN,-6,38,Mile High Stadium,FALSE,58,9,43,
9/15/1991,1991,3,FALSE,DET,17,13,MIA,MIA,-3,44,Pontiac Silverdome,FALSE,72,0,,DOME
9/15/1991,1991,3,FALSE,GNB,15,13,TAM,GB,-3.5,38,Lambeau Field,FALSE,75,14,88,
9/15/1991,1991,3,FALSE,RAI,16,0,CLT,LVR,-8.5,36,Los Angeles Memorial Coliseum,FALSE,66,9,77,
9/15/1991,1991,3,FALSE,MIN,17,14,SFO,SF,-3,42,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
9/15/1991,1991,3,FALSE,NOR,24,7,RAM,NO,-3,37,Louisiana Superdome,FALSE,72,0,,DOME
9/15/1991,1991,3,FALSE,NYJ,20,23,BUF,BUF,-9.5,46,Giants Stadium,FALSE,70,10,81,
9/15/1991,1991,3,FALSE,PIT,20,6,NWE,PIT,-13.5,36,Three Rivers Stadium,FALSE,78,10,71,
9/15/1991,1991,3,FALSE,SDG,10,13,ATL,LAC,-2,40,Qualcomm Stadium,FALSE,67,9,74,
9/15/1991,1991,3,FALSE,WAS,34,0,CRD,WAS,-9,41,RFK Memorial Stadium,FALSE,76,8,81,
9/16/1991,1991,3,FALSE,OTI,17,7,KAN,TEN,-4.5,43,Houston Astrodome,FALSE,72,0,,DOME
9/22/1991,1991,4,FALSE,ATL,21,17,RAI,LVR,-2.5,36,Atlanta-Fulton County Stadium,FALSE,64,11,57,
9/22/1991,1991,4,FALSE,CIN,27,34,WAS,WAS,-3.5,43,Cinergy Field,FALSE,59,10,64,
9/22/1991,1991,4,FALSE,DEN,27,19,SDG,DEN,-8,38,Mile High Stadium,FALSE,53,10,46,
9/22/1991,1991,4,FALSE,CLT,24,33,DET,DET,-1,37,RCA Dome,FALSE,72,0,,DOME
9/22/1991,1991,4,FALSE,KAN,20,13,SEA,KC,-7.5,36,Arrowhead Stadium,FALSE,58,13,68,
9/22/1991,1991,4,FALSE,MIA,16,13,GNB,MIA,-7,38,Sun Life Stadium,FALSE,82,7,82,
9/22/1991,1991,4,FALSE,NWE,24,20,OTI,TEN,-12.5,38,Foxboro Stadium,FALSE,55,9,59,
9/22/1991,1991,4,FALSE,NOR,26,0,MIN,NO,-3,36,Louisiana Superdome,FALSE,72,0,,DOME
9/22/1991,1991,4,FALSE,NYG,13,10,CLE,NYG,-12,36,Giants Stadium,FALSE,61,10,51,
9/22/1991,1991,4,FALSE,PHI,23,14,PIT,PHI,-3,36,Veterans Stadium,FALSE,59,9,55,
9/22/1991,1991,4,FALSE,CRD,9,17,DAL,CRD,-1,36,Sun Devil Stadium,FALSE,86,7,43,
9/22/1991,1991,4,FALSE,SFO,27,10,RAM,SF,-7.5,38,Candlestick Park,FALSE,61,13,81,
9/22/1991,1991,4,FALSE,TAM,10,17,BUF,BUF,-8,44,Houlihan's Stadium,FALSE,80,10,78,
9/23/1991,1991,4,FALSE,CHI,19,13,NYJ,CHI,-7.5,36,Soldier Field,FALSE,55,12,63,
9/29/1991,1991,5,FALSE,ATL,6,27,NOR,NO,-2.5,35,Atlanta-Fulton County Stadium,FALSE,66,11,51,
9/29/1991,1991,5,FALSE,BUF,35,20,CHI,BUF,-8,44,Ralph Wilson Stadium,FALSE,47,11,66,
9/29/1991,1991,5,FALSE,DAL,21,16,NYG,NYG,-2.5,36,Texas Stadium,FALSE,66,6,61,
9/29/1991,1991,5,FALSE,DET,31,3,TAM,DET,-6,40,Pontiac Silverdome,FALSE,72,0,,DOME
9/29/1991,1991,5,FALSE,RAI,12,6,SFO,SF,-3,36,Los Angeles Memorial Coliseum,FALSE,66,10,86,
9/29/1991,1991,5,FALSE,RAM,23,21,GNB,LAR,-4.5,38,Anaheim Stadium,FALSE,66,10,86,
9/29/1991,1991,5,FALSE,MIN,6,13,DEN,MIN,-5,40,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
9/29/1991,1991,5,FALSE,NYJ,41,23,MIA,MIA,-2,38,Giants Stadium,FALSE,61,12,52,
9/29/1991,1991,5,FALSE,CRD,24,10,NWE,CRD,-6,36,Sun Devil Stadium,FALSE,87,6,25,
9/29/1991,1991,5,FALSE,SDG,13,14,KAN,KC,-3.5,36,Qualcomm Stadium,FALSE,68,9,81,
9/29/1991,1991,5,FALSE,SEA,31,3,CLT,SEA,-8,36,Seattle Kingdome,FALSE,72,0,,DOME
9/30/1991,1991,5,FALSE,WAS,23,0,PHI,WAS,-6,40,RFK Memorial Stadium,FALSE,64,8,62,
10/6/1991,1991,6,FALSE,CHI,7,20,WAS,WAS,-3,37,Soldier Field,FALSE,43,16,64,
10/6/1991,1991,6,FALSE,CIN,7,13,SEA,CIN,-3.5,40,Cinergy Field,FALSE,45,12,69,
10/6/1991,1991,6,FALSE,CLE,14,17,NYJ,NYJ,-1.5,34,Cleveland Municipal Stadium,FALSE,46,16,66,
10/6/1991,1991,6,FALSE,DET,24,20,MIN,DET,-3,40,Pontiac Silverdome,FALSE,72,0,,DOME
10/6/1991,1991,6,FALSE,GNB,17,20,DAL,DAL,-2.5,35,Lambeau Field,FALSE,44,17,60,
10/6/1991,1991,6,FALSE,OTI,42,14,DEN,TEN,-7.5,44,Houston Astrodome,FALSE,72,0,,DOME
10/6/1991,1991,6,FALSE,CLT,3,21,PIT,PIT,-6,36,RCA Dome,FALSE,72,0,,DOME
10/6/1991,1991,6,FALSE,RAI,13,21,SDG,LVR,-7.5,34,Los Angeles Memorial Coliseum,FALSE,65,9,84,
10/6/1991,1991,6,FALSE,NWE,10,20,MIA,MIA,-6.5,35,Foxboro Stadium,FALSE,64,13,94,
10/6/1991,1991,6,FALSE,NYG,20,9,CRD,NYG,-9.5,34,Giants Stadium,FALSE,64,17,88,
10/6/1991,1991,6,FALSE,TAM,14,13,PHI,PHI,-3,32,Houlihan's Stadium,FALSE,77,8,89,
10/7/1991,1991,6,FALSE,KAN,33,6,BUF,BUF,-3,40,Arrowhead Stadium,FALSE,52,13,46,
10/13/1991,1991,7,FALSE,BUF,42,6,CLT,BUF,-20,41,Ralph Wilson Stadium,FALSE,44,10,78,
10/13/1991,1991,7,FALSE,DAL,35,23,CIN,DAL,-6.5,40,Texas Stadium,FALSE,74,7,48,
10/13/1991,1991,7,FALSE,KAN,42,7,MIA,KC,-7,35,Arrowhead Stadium,FALSE,62,14,46,
10/13/1991,1991,7,FALSE,RAM,30,24,SDG,LAR,-3.5,38,Anaheim Stadium,FALSE,68,7,81,
10/13/1991,1991,7,FALSE,MIN,34,7,CRD,MIN,-6.5,36,Hubert H. Humphrey Metrodome,FALSE,72,0,,DOME
10/13/1991,1991,7,FALSE,NYJ,20,23,OTI,TEN,-3,40,Giants Stadium,FALSE,55,11,58,
10/13/1991,1991,7,FALSE,PHI,6,13,NOR,NO,-6,30,Veterans Stadium,FALSE,53,11,68,
10/13/1991,1991,7,FALSE,SFO,34,39,ATL,SF,-10.5,36,Candlestick Park,FALSE,60,12,78,
10/13/1991,1991,7,FALSE,SEA,20,23,RAI,SEA,-2.5,34,Seattle Kingdome,FALSE,72,0,,DOME
10/13/1991,1991,7,FALSE,WAS,42,17,CLE,WAS,-14,37,RFK Memorial Stadium,FALSE,55,9,66,
10/14/1991,1991,7,FALSE,PIT,20,23,NYG,NYG,-3.5,34,Three Rivers Stadium,FALSE,47,10,65,
