,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,@DEN,-4.0,0.0,"L, 6-14",Lost,Over,1978
1,2,@SDG,-5.5,0.0,"W, 21-20",Lost,Over,1978
2,3,@GNB,-9.5,0.0,"W, 28-3",Won,Over,1978
3,4,NWE,-6.5,0.0,"L, 14-21",Lost,Over,1978
4,5,@CHI,-6.5,0.0,"W, 25-19",Lost,Over,1978
5,6,HOU,-7.5,0.0,"W, 21-17",Lost,Over,1978
6,7,KAN,-13.5,0.0,"W, 28-6",Won,Over,1978
7,8,@SEA,-7.0,0.0,"L, 7-27",Lost,Over,1978
8,9,SDG,-6.5,0.0,"L, 23-27",Lost,Over,1978
9,10,@KAN,-6.5,0.0,"W, 20-10",Won,Over,1978
10,11,@CIN,-6.0,0.0,"W, 34-21",Won,Over,1978
11,12,DET,-7.0,0.0,"W, 29-17",Won,Over,1978
12,13,SEA,-8.0,0.0,"L, 16-17",Lost,Over,1978
13,14,DEN,-4.0,0.0,"L, 6-21",Lost,Over,1978
14,15,@MIA,6.0,0.0,"L, 6-23",Lost,Over,1978
15,16,MIN,-3.0,0.0,"W, 27-20",Won,Over,1978
16,1,@RAM,4.0,36.5,"W, 24-17",Won,Over,1979
17,2,@SDG,3.0,42.0,"L, 10-30",Lost,Under,1979
18,3,@SEA,3.0,44.0,"L, 10-27",Lost,Under,1979
19,4,@KAN,-3.0,41.0,"L, 7-35",Lost,Over,1979
20,5,DEN,3.0,36.0,"W, 27-3",Won,Under,1979
21,6,MIA,1.0,39.0,"W, 13-3",Won,Under,1979
22,7,ATL,-10.0,37.0,"W, 50-19",Won,Over,1979
23,8,@NYJ,-3.0,42.0,"L, 19-28",Lost,Over,1979
24,9,SDG,1.0,41.0,"W, 45-22",Won,Over,1979
25,10,SFO,-12.0,44.0,"W, 23-10",Won,Under,1979
26,11,@HOU,1.0,40.0,"L, 17-31",Lost,Over,1979
27,12,KAN,-12.0,38.0,"L, 21-24",Lost,Over,1979
28,13,@DEN,4.0,37.0,"W, 14-10",Won,Under,1979
29,14,@NOR,3.0,43.0,"W, 42-35",Won,Over,1979
30,15,CLE,-3.0,44.5,"W, 19-14",Won,Under,1979
31,16,SEA,-8.0,45.0,"L, 24-29",Lost,Over,1979
32,1,@KAN,3.0,42.0,"W, 27-14",Won,Under,1980
33,2,@SDG,7.0,44.0,"L, 24-30",Won,Over,1980
34,3,WAS,-4.0,40.0,"W, 24-21",Lost,Over,1980
35,4,@BUF,2.0,42.0,"L, 7-24",Lost,Under,1980
