,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,OAK,4.0,0.0,"W, 14-6",Won,Over,1978
1,2,@MIN,0.0,0.0,"L, 9-12",Lost,Over,1978
2,3,SDG,-4.5,0.0,"W, 27-14",Won,Over,1978
3,4,@KAN,-7.0,0.0,"W, 23-17",Lost,Over,1978
4,5,SEA,-9.0,0.0,"W, 28-7",Won,Over,1978
5,6,@SDG,-1.0,0.0,"L, 0-23",Lost,Over,1978
6,7,CHI,-7.0,0.0,"W, 16-7",Won,Over,1978
7,8,@BAL,-6.5,0.0,"L, 6-7",Lost,Over,1978
8,9,@SEA,-3.0,0.0,"W, 20-17",Push,Over,1978
9,10,NYJ,-9.0,0.0,"L, 28-31",Lost,Over,1978
10,11,@CLE,-1.0,0.0,"W, 19-7",Won,Over,1978
11,12,GNB,-9.0,0.0,"W, 16-3",Won,Over,1978
12,13,@DET,-3.5,0.0,"L, 14-17",Lost,Over,1978
13,14,@OAK,4.0,0.0,"W, 21-6",Won,Over,1978
14,15,KAN,-8.0,0.0,"W, 24-3",Won,Over,1978
15,16,PIT,-1.5,0.0,"L, 17-21",Lost,Over,1978
16,17,@PIT,7.0,0.0,"L, 10-33",Lost,Over,1978
17,1,CIN,-3.0,31.5,"W, 10-0",Won,Under,1979
18,2,RAM,-2.0,31.5,"L, 9-13",Lost,Under,1979
19,3,@ATL,-3.0,32.0,"W, 20-17",Push,Over,1979
20,4,SEA,-6.0,37.0,"W, 37-34",Lost,Over,1979
21,5,@OAK,-3.0,36.0,"L, 3-27",Lost,Under,1979
22,6,SDG,1.0,37.0,"W, 7-0",Won,Under,1979
23,7,@KAN,-1.0,34.0,"W, 24-10",Won,Push,1979
24,8,@PIT,7.0,37.0,"L, 7-42",Lost,Over,1979
25,9,KAN,-7.0,34.0,"W, 20-3",Won,Under,1979
26,10,NOR,-6.0,37.0,"W, 10-3",Won,Under,1979
27,11,NWE,1.0,34.0,"W, 45-10",Won,Over,1979
28,12,@SFO,-9.0,39.0,"W, 38-28",Won,Over,1979
29,13,OAK,-4.0,37.0,"L, 10-14",Lost,Under,1979
30,14,@BUF,-2.0,36.0,"W, 19-16",Won,Under,1979
31,15,@SEA,-3.0,39.0,"L, 23-28",Lost,Over,1979
32,16,@SDG,6.0,38.0,"L, 7-17",Lost,Under,1979
33,17,@HOU,7.0,0.0,"L, 7-13",Won,Over,1979
34,1,@PHI,3.0,38.0,"L, 6-27",Lost,Under,1980
35,2,DAL,-2.0,40.0,"W, 41-20",Won,Over,1980
36,3,SDG,-2.0,47.0,"L, 13-30",Lost,Under,1980
37,4,@NWE,4.0,48.0,"L, 14-23",Lost,Under,1980
38,5,@CLE,4.0,42.0,"W, 19-16",Won,Under,1980
39,6,WAS,-6.0,35.0,"W, 20-17",Lost,Over,1980
40,7,KAN,-4.0,40.0,"L, 17-23",Lost,Push,1980
41,8,@NYG,-6.0,40.0,"W, 14-9",Lost,Under,1980
42,9,HOU,4.0,37.0,"L, 16-20",Push,Under,1980
43,10,@SDG,9.0,45.0,"W, 20-13",Won,Under,1980
44,11,NYJ,-6.0,40.0,"W, 31-24",Won,Over,1980
45,12,SEA,-4.0,40.0,"W, 36-20",Won,Over,1980
46,13,@OAK,5.0,42.0,"L, 3-9",Lost,Under,1980
47,14,@KAN,-2.0,39.0,"L, 14-31",Lost,Over,1980
48,15,OAK,3.0,38.0,"L, 21-24",Push,Over,1980
49,16,@SEA,2.0,42.0,"W, 25-17",Won,Push,1980
50,1,OAK,3.0,38.0,"W, 9-7",Won,Under,1981
51,2,@SEA,0.0,41.0,"L, 10-13",Lost,Under,1981
52,3,BAL,-3.0,36.0,"W, 28-10",Won,Over,1981
53,4,SDG,3.0,42.0,"W, 42-24",Won,Over,1981
54,5,@OAK,4.0,37.0,"W, 17-0",Won,Under,1981
55,6,DET,-7.0,36.0,"W, 27-21",Lost,Over,1981
56,7,@KAN,0.0,37.0,"L, 14-28",Lost,Over,1981
57,8,@BUF,5.0,39.0,"L, 7-9",Won,Under,1981
