,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,@SEA,-6.0,0.0,"W, 24-20",Lost,Over,1978
1,2,OAK,5.5,0.0,"L, 20-21",Won,Over,1978
2,3,@DEN,4.5,0.0,"L, 14-27",Lost,Over,1978
3,4,GNB,-10.0,0.0,"L, 3-24",Lost,Over,1978
4,5,@NWE,7.5,0.0,"L, 23-28",Won,Over,1978
5,6,DEN,1.0,0.0,"W, 23-0",Won,Over,1978
6,7,MIA,-4.0,0.0,"L, 21-28",Lost,Over,1978
7,8,@DET,-6.5,0.0,"L, 14-31",Lost,Over,1978
8,9,@OAK,6.5,0.0,"W, 27-23",Won,Over,1978
9,10,CIN,-7.0,0.0,"W, 22-13",Won,Over,1978
10,11,KAN,-9.5,0.0,"W, 29-23",Lost,Over,1978
11,12,@MIN,3.5,0.0,"W, 13-7",Won,Over,1978
12,13,@KAN,-4.5,0.0,"L, 0-23",Lost,Over,1978
13,14,CHI,-6.0,0.0,"W, 40-7",Won,Over,1978
14,15,SEA,-3.0,0.0,"W, 37-10",Won,Over,1978
15,16,@HOU,3.5,0.0,"W, 45-24",Won,Over,1978
16,1,@SEA,2.0,42.5,"W, 33-16",Won,Over,1979
17,2,OAK,-3.0,42.0,"W, 30-10",Won,Under,1979
18,3,BUF,-9.0,44.0,"W, 27-19",Lost,Over,1979
19,4,@NWE,3.0,44.0,"L, 21-27",Lost,Over,1979
20,5,SFO,-13.0,44.0,"W, 31-9",Won,Under,1979
21,6,@DEN,-1.0,37.0,"L, 0-7",Lost,Under,1979
22,7,SEA,-10.0,44.0,"W, 20-10",Push,Under,1979
23,8,@RAM,-1.0,37.0,"W, 40-16",Won,Over,1979
24,9,@OAK,-1.0,41.0,"L, 22-45",Lost,Over,1979
25,10,@KAN,-6.0,37.0,"W, 20-14",Push,Under,1979
26,11,@CIN,-4.0,43.0,"W, 26-24",Lost,Over,1979
27,12,PIT,4.0,39.0,"W, 35-7",Won,Over,1979
28,13,KAN,-10.0,38.0,"W, 28-7",Won,Under,1979
29,14,ATL,-14.0,42.0,"L, 26-28",Lost,Over,1979
30,15,@NOR,4.0,45.0,"W, 35-0",Won,Under,1979
31,16,DEN,-6.0,38.0,"W, 17-7",Won,Under,1979
32,17,HOU,-8.0,0.0,"L, 14-17",Lost,Over,1979
33,1,@SEA,-2.0,45.0,"W, 34-13",Won,Over,1980
34,2,OAK,-7.0,44.0,"W, 30-24",Lost,Over,1980
35,3,@DEN,2.0,47.0,"W, 30-13",Won,Under,1980
36,4,@KAN,-6.0,42.0,"W, 24-7",Won,Under,1980
37,5,BUF,-7.0,44.0,"L, 24-26",Lost,Over,1980
38,6,@OAK,-6.0,45.0,"L, 24-38",Lost,Over,1980
39,7,NYG,-15.0,47.0,"W, 44-7",Won,Over,1980
40,8,@DAL,2.0,45.0,"L, 31-42",Lost,Over,1980
41,9,@CIN,-3.0,43.0,"W, 31-14",Won,Over,1980
42,10,DEN,-9.0,45.0,"L, 13-20",Lost,Under,1980
43,11,KAN,-8.0,46.0,"W, 20-7",Won,Under,1980
44,12,@MIA,-4.0,40.0,"W, 27-24",Lost,Over,1980
45,13,PHI,-3.0,42.0,"W, 22-21",Lost,Over,1980
46,14,@WAS,-7.0,40.0,"L, 17-40",Lost,Over,1980
47,15,SEA,-11.0,46.0,"W, 21-14",Lost,Under,1980
48,16,PIT,-4.0,44.0,"W, 26-17",Won,Under,1980
49,17,BUF,-6.0,41.0,"W, 20-14",Push,Under,1980
50,18,OAK,-4.0,45.0,"L, 27-34",Lost,Over,1980
51,1,@CLE,2.0,45.0,"W, 44-14",Won,Over,1981
52,2,DET,-7.0,43.0,"W, 28-23",Lost,Over,1981
53,3,@KAN,-4.0,41.0,"W, 42-31",Won,Over,1981
54,4,@DEN,-3.0,42.0,"L, 24-42",Lost,Over,1981
55,5,SEA,-9.0,46.0,"W, 24-10",Won,Under,1981
56,6,MIN,-7.0,46.0,"L, 31-33",Lost,Over,1981
57,7,@BAL,-4.5,51.0,"W, 43-14",Won,Over,1981
58,8,@CHI,-11.0,47.0,"L, 17-20",Lost,Under,1981
59,9,KAN,-6.0,49.0,"W, 22-20",Lost,Under,1981
60,10,CIN,-4.0,48.0,"L, 17-40",Lost,Over,1981
