,Division Placement,Points For,Points for Per Game,Points For Ranking,Points Against,Points Against Per Game,Points Against Ranking,Expected Wins,Expected Losses,Team Rating SRS,SRS rank,Strength of Schedule
1995,5,275,17.2,27,404,25.3,28,4.6,11.4,-8.06,29,.01
1996,2,325,20.3,14,335,20.9,19,7.7,8.3,-1.54,18,-0.92
1997,2,394,24.6,3,318,19.9,15,10.0,6.0,5.47,4,.72
1998,1,392,24.5,8,338,21.1,17,9.4,6.6,2.47,11,-0.91
1999,1,396,24.8,6,217,13.6,1,12.9,3.1,6.36,5,-4.83
2000,4,367,22.9,8,327,20.4,16,9.1,6.9,1.14,16,-1.36
2001,5,294,18.4,21,286,17.9,10,8.3,7.7,.85,12,.35
2002,3,328,20.5,21,315,19.7,9,8.4,7.6,-0.20,18,-1.01
2003,3,276,17.3,25,331,20.7,18,6.3,9.7,-2.42,22,1.01
2004,2,261,16.3,29,280,17.5,7,7.3,8.7,.75,12,1.94
2005,2,361,22.6,12,269,16.8,6,10.7,5.3,4.76,10,-0.99
2006,3,371,23.2,9,274,17.1,4,10.8,5.2,7.49,5,1.43
2007,2,411,25.7,6,304,19.0,10,10.7,5.3,6.83,6,.14
2008,4,302,18.9,24,367,22.9,21,6.2,9.8,-2.51,22,1.56
2009,4,290,18.1,24,380,23.8,24,5.5,10.5,-6.49,26,-0.87
2010,2,353,22.1,18,419,26.2,27,6.4,9.6,-4.51,25,-0.39
2011,3,243,15.2,28,329,20.6,11,5.2,10.8,-5.64,27,-0.27
2012,4,255,15.9,30,444,27.8,29,3.4,12.6,-12.96,31,-1.15
2013,3,247,15.4,32,449,28.1,28,3.1,12.9,-11.10,32,1.53
2014,3,249,15.6,32,412,25.8,26,3.7,12.3,-10.46,31,-0.28
2015,3,376,23.5,14,448,28.0,31,6.4,9.6,-7.54,30,-3.04
2016,4,318,19.9,25,400,25.0,25,5.9,10.1,-4.97,27,.16
2017,1,417,26.1,5,268,16.8,2,11.8,4.2,6.54,6,-2.77
2018,4,245,15.3,31,316,19.8,4,5.7,10.3,-4.02,25,.41
2019,4,300,18.8,26,397,24.8,21,5.4,10.6,-6.69,26,-0.62
2020,4,306,19.1,30,492,30.8,31,3.9,12.1,-11.72,32,-0.10
2021,3,34,17.0,28,60,30.0,26,0.4,1.6,-8.62,22,4.38
