,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,@DET,8.0,0.0,"W, 13-7",Won,Over,1978
1,2,NOR,1.5,0.0,"W, 28-17",Won,Over,1978
2,3,OAK,9.5,0.0,"L, 3-28",Lost,Over,1978
3,4,@SDG,10.0,0.0,"W, 24-3",Won,Over,1978
4,5,DET,-5.0,0.0,"W, 35-14",Won,Over,1978
5,6,CHI,1.5,0.0,"W, 24-14",Won,Over,1978
6,7,SEA,-4.5,0.0,"W, 45-28",Won,Over,1978
7,8,@MIN,3.5,0.0,"L, 7-21",Lost,Over,1978
8,9,TAM,-5.0,0.0,"W, 9-7",Lost,Over,1978
9,10,@PHI,3.5,0.0,"L, 3-10",Lost,Over,1978
10,11,DAL,7.0,0.0,"L, 14-42",Lost,Over,1978
11,12,@DEN,9.0,0.0,"L, 3-16",Lost,Over,1978
12,13,MIN,3.5,0.0,"T, 10-10",Won,Over,1978
13,14,@TAM,1.5,0.0,"W, 17-7",Won,Over,1978
14,15,@CHI,-1.5,0.0,"L, 0-14",Lost,Over,1978
15,16,@RAM,8.0,0.0,"L, 14-31",Lost,Over,1978
16,1,@CHI,3.0,31.0,"L, 3-6",Push,Under,1979
17,2,NOR,-3.0,35.0,"W, 28-19",Won,Over,1979
18,3,TAM,-2.0,36.0,"L, 10-21",Lost,Under,1979
19,4,@MIN,1.0,34.0,"L, 21-27",Lost,Over,1979
20,5,NWE,7.0,39.0,"W, 27-14",Won,Over,1979
21,6,@ATL,6.0,35.0,"L, 7-25",Lost,Under,1979
22,7,DET,-4.0,36.0,"W, 24-16",Won,Over,1979
23,8,@TAM,5.0,37.0,"L, 3-21",Lost,Under,1979
24,9,@MIA,11.0,36.0,"L, 7-27",Lost,Under,1979
25,10,NYJ,4.0,39.0,"L, 22-27",Lost,Over,1979
26,11,MIN,-2.0,37.0,"W, 19-7",Won,Under,1979
27,12,@BUF,7.0,37.0,"L, 12-19",Push,Under,1979
28,13,PHI,4.0,36.0,"L, 10-21",Lost,Under,1979
29,14,@WAS,9.0,34.0,"L, 21-38",Lost,Over,1979
30,15,CHI,4.0,36.0,"L, 14-15",Won,Under,1979
31,16,@DET,3.0,34.0,"W, 18-13",Won,Under,1979
32,1,CHI,6.0,35.0,"W, 12-6",Won,Under,1980
33,2,DET,4.0,38.0,"L, 7-29",Lost,Under,1980
34,3,@RAM,14.0,38.0,"L, 21-51",Lost,Over,1980
35,4,DAL,10.0,42.0,"L, 7-28",Lost,Under,1980
36,5,CIN,7.0,38.0,"W, 14-9",Won,Under,1980
37,6,@TAM,8.0,36.0,"T, 14-14",Won,Under,1980
38,7,@CLE,9.0,37.0,"L, 21-26",Won,Over,1980
39,8,MIN,-1.0,36.0,"W, 16-3",Won,Under,1980
40,9,@PIT,13.0,41.0,"L, 20-22",Won,Over,1980
41,10,SFO,-3.0,42.0,"W, 23-16",Won,Under,1980
42,11,@NYG,-2.0,41.0,"L, 21-27",Lost,Over,1980
43,12,@MIN,7.0,38.0,"W, 25-13",Won,Push,1980
44,13,TAM,-4.0,38.0,"L, 17-20",Lost,Under,1980
45,14,@CHI,6.0,35.0,"L, 7-61",Lost,Over,1980
46,15,HOU,6.0,37.0,"L, 3-22",Lost,Under,1980
47,16,@DET,6.0,38.0,"L, 3-24",Lost,Under,1980
48,1,@CHI,4.0,37.0,"W, 16-9",Won,Under,1981
49,2,ATL,4.0,39.0,"L, 17-31",Lost,Over,1981
50,3,@RAM,7.0,38.0,"L, 23-35",Lost,Over,1981
51,4,MIN,-3.0,41.0,"L, 13-30",Lost,Over,1981
52,5,@NYG,3.0,37.0,"W, 27-14",Won,Over,1981
53,6,TAM,-4.0,38.0,"L, 10-21",Lost,Under,1981
54,7,SFO,1.0,44.0,"L, 3-13",Lost,Under,1981
55,8,@DET,5.5,38.0,"L, 27-31",Won,Over,1981
56,9,SEA,-4.0,39.0,"W, 34-24",Won,Over,1981
57,10,NYG,-3.0,38.0,"W, 26-24",Lost,Over,1981
58,11,CHI,-3.0,38.0,"W, 21-17",Won,Push,1981
