,Week,Day,Date,Time,Outcome,OT,Rec,Home,Opp,Score_Tm,Score_Opp,Offense_1stD,Offense_TotYd,Offense_PassY,Offense_RushY,Offense_TO,Defense_1stD,Defense_TotYd,Defense_PassY,Defense_RushY,Defense_TO,Year,Expected Points_Offense,Expected Points_Defense,Expected Points_Sp. Tms
474,2,Sat,October 5,,L,False,0-2,False,Baltimore Colts,10.0,21.0,8.0,162.0,133.0,29.0,2.0,22.0,339.0,162.0,177.0,2.0,1957,,,
475,3,Sun,October 13,,L,False,0-3,True,San Francisco 49ers,17.0,21.0,14.0,293.0,77.0,216.0,3.0,18.0,374.0,269.0,105.0,3.0,1957,,,
476,4,Sun,October 20,,W,False,1-3,True,Los Angeles Rams,34.0,26.0,22.0,441.0,223.0,218.0,3.0,13.0,221.0,142.0,79.0,1.0,1957,,,
477,5,Sun,October 27,,L,False,1-4,False,San Francisco 49ers,17.0,21.0,19.0,305.0,202.0,103.0,6.0,14.0,196.0,102.0,94.0,2.0,1957,,,
478,6,Sun,November 3,,W,False,2-4,False,Los Angeles Rams,16.0,10.0,17.0,301.0,227.0,74.0,2.0,17.0,154.0,70.0,84.0,4.0,1957,,,
479,7,Sun,November 10,,W,False,3-4,True,Green Bay Packers,21.0,14.0,18.0,352.0,198.0,154.0,4.0,11.0,275.0,138.0,137.0,1.0,1957,,,
480,8,Sun,November 17,,L,False,3-5,True,Baltimore Colts,14.0,29.0,16.0,209.0,70.0,139.0,7.0,12.0,228.0,180.0,48.0,,1957,,,
481,9,Sun,November 24,,W,False,4-5,False,Detroit Lions,27.0,7.0,17.0,279.0,79.0,200.0,1.0,14.0,216.0,110.0,106.0,4.0,1957,,,
482,10,Sun,December 1,,L,False,4-6,True,Washington Redskins,3.0,14.0,9.0,162.0,27.0,135.0,4.0,15.0,292.0,80.0,212.0,3.0,1957,,,
483,11,Sun,December 8,,W,False,5-6,False,Chicago Cardinals,14.0,6.0,15.0,374.0,151.0,223.0,3.0,10.0,195.0,125.0,70.0,2.0,1957,,,
484,12,Sun,December 15,,L,False,5-7,True,Detroit Lions,13.0,21.0,14.0,214.0,160.0,54.0,2.0,23.0,329.0,155.0,174.0,4.0,1957,,,
485,1,Sun,September 28,,W,False,1-0,False,Green Bay Packers,34.0,20.0,16.0,300.0,154.0,146.0,3.0,12.0,217.0,94.0,123.0,3.0,1958,,,
486,2,Sat,October 4,,L,False,1-1,False,Baltimore Colts,38.0,51.0,20.0,316.0,176.0,140.0,6.0,17.0,325.0,178.0,147.0,2.0,1958,,,
487,3,Sun,October 12,,W,False,2-1,True,San Francisco 49ers,28.0,6.0,21.0,334.0,115.0,219.0,,19.0,228.0,127.0,101.0,4.0,1958,,,
488,4,Sun,October 19,,W,False,3-1,True,Los Angeles Rams,31.0,10.0,15.0,306.0,192.0,114.0,3.0,11.0,215.0,142.0,73.0,6.0,1958,,,
489,5,Sun,October 26,,W,False,4-1,False,San Francisco 49ers,27.0,14.0,17.0,348.0,236.0,112.0,1.0,20.0,319.0,251.0,68.0,3.0,1958,,,
490,6,Sun,November 2,,L,False,4-2,False,Los Angeles Rams,35.0,41.0,26.0,338.0,167.0,171.0,2.0,14.0,317.0,172.0,145.0,3.0,1958,,,
491,7,Sun,November 9,,W,False,5-2,True,Green Bay Packers,24.0,10.0,15.0,362.0,89.0,273.0,4.0,9.0,145.0,93.0,52.0,4.0,1958,,,
492,8,Sun,November 16,,L,False,5-3,True,Baltimore Colts,0.0,17.0,8.0,161.0,54.0,107.0,5.0,14.0,285.0,126.0,159.0,2.0,1958,,,
493,9,Sun,November 23,,W,False,6-3,False,Detroit Lions,20.0,7.0,15.0,307.0,169.0,138.0,1.0,13.0,171.0,104.0,67.0,,1958,,,
494,10,Sun,November 30,,L,False,6-4,False,Pittsburgh Steelers,10.0,24.0,19.0,270.0,143.0,127.0,5.0,12.0,396.0,202.0,194.0,3.0,1958,,,
495,11,Sun,December 7,,W,False,7-4,True,Chicago Cardinals,30.0,14.0,17.0,313.0,162.0,151.0,8.0,12.0,134.0,84.0,50.0,8.0,1958,,,
496,12,Sun,December 14,,W,False,8-4,True,Detroit Lions,21.0,16.0,13.0,226.0,154.0,72.0,5.0,15.0,314.0,196.0,118.0,2.0,1958,,,
497,1,Sun,September 27,,L,False,0-1,False,Green Bay Packers,6.0,9.0,10.0,164.0,89.0,75.0,2.0,16.0,262.0,85.0,177.0,2.0,1959,,,
498,2,Sat,October 3,,W,False,1-1,False,Baltimore Colts,26.0,21.0,13.0,265.0,155.0,110.0,2.0,19.0,257.0,183.0,74.0,3.0,1959,,,
499,3,Sun,October 11,,L,False,1-2,True,Los Angeles Rams,21.0,28.0,16.0,306.0,285.0,21.0,4.0,22.0,420.0,175.0,245.0,1.0,1959,,,
500,4,Sun,October 18,,L,False,1-3,True,Baltimore Colts,7.0,21.0,18.0,340.0,237.0,103.0,6.0,18.0,330.0,208.0,122.0,2.0,1959,,,
501,5,Sun,October 25,,L,False,1-4,False,San Francisco 49ers,17.0,20.0,17.0,320.0,230.0,90.0,4.0,18.0,332.0,157.0,175.0,1.0,1959,,,
502,6,Sun,November 1,,W,False,2-4,False,Los Angeles Rams,26.0,21.0,20.0,339.0,196.0,143.0,1.0,17.0,403.0,237.0,166.0,3.0,1959,,,
503,7,Sun,November 8,,W,False,3-4,True,Green Bay Packers,28.0,17.0,15.0,279.0,107.0,172.0,1.0,16.0,230.0,72.0,158.0,3.0,1959,,,
504,8,Sun,November 15,,W,False,4-4,True,San Francisco 49ers,14.0,3.0,14.0,357.0,142.0,215.0,4.0,16.0,263.0,181.0,82.0,6.0,1959,,,
505,9,Sun,November 22,,W,False,5-4,False,Detroit Lions,24.0,14.0,13.0,130.0,14.0,116.0,3.0,18.0,339.0,196.0,143.0,8.0,1959,,,
506,10,Sun,November 29,,W,False,6-4,False,Chicago Cardinals,31.0,7.0,15.0,273.0,180.0,93.0,1.0,13.0,270.0,99.0,171.0,7.0,1959,,,
507,11,Sun,December 6,,W,False,7-4,True,Pittsburgh Steelers,27.0,21.0,24.0,391.0,230.0,161.0,3.0,18.0,314.0,166.0,148.0,1.0,1959,,,
508,12,Sun,December 13,,W,False,8-4,True,Detroit Lions,25.0,14.0,15.0,347.0,208.0,139.0,1.0,17.0,256.0,134.0,122.0,2.0,1959,,,
509,1,Sun,September 25,,W,False,1-0,False,Green Bay Packers,17.0,14.0,19.0,306.0,151.0,155.0,4.0,15.0,230.0,77.0,153.0,3.0,1960,,,
510,2,Sun,October 2,,L,False,1-1,False,Baltimore Colts,7.0,42.0,20.0,318.0,158.0,160.0,8.0,17.0,375.0,290.0,85.0,,1960,,,
511,3,Sun,October 9,,W,False,2-1,True,Los Angeles Rams,34.0,27.0,21.0,457.0,312.0,145.0,3.0,16.0,102.0,19.0,83.0,2.0,1960,,,
512,4,Sun,October 16,,W,False,3-1,True,San Francisco 49ers,27.0,10.0,6.0,231.0,81.0,150.0,,23.0,298.0,69.0,229.0,2.0,1960,,,
513,5,Sun,October 23,,T,False,3-1-1,False,Los Angeles Rams,24.0,24.0,20.0,337.0,252.0,85.0,2.0,13.0,220.0,84.0,136.0,1.0,1960,,,
514,6,Sun,October 30,,L,False,3-2-1,False,San Francisco 49ers,7.0,25.0,14.0,255.0,83.0,172.0,2.0,18.0,320.0,96.0,224.0,,1960,,,
515,8,Sun,November 13,,L,False,3-3-1,True,Baltimore Colts,20.0,24.0,17.0,292.0,133.0,159.0,5.0,18.0,298.0,222.0,76.0,4.0,1960,,,
516,9,Sun,November 20,,W,False,4-3-1,True,Detroit Lions,28.0,7.0,12.0,333.0,204.0,129.0,2.0,11.0,147.0,14.0,133.0,2.0,1960,,,
517,10,Sun,November 27,,W,False,5-3-1,True,Dallas Cowboys,17.0,7.0,16.0,279.0,58.0,221.0,3.0,12.0,218.0,174.0,44.0,2.0,1960,,,
518,11,Sun,December 4,,L,False,5-4-1,True,Green Bay Packers,13.0,41.0,15.0,321.0,239.0,82.0,3.0,28.0,443.0,218.0,225.0,,1960,,,
519,12,Sun,December 11,,L,False,5-5-1,False,Cleveland Browns,0.0,42.0,12.0,193.0,90.0,103.0,8.0,15.0,215.0,84.0,131.0,1.0,1960,,,
520,13,Sun,December 18,,L,False,5-6-1,False,Detroit Lions,0.0,36.0,11.0,143.0,65.0,78.0,2.0,16.0,201.0,41.0,160.0,2.0,1960,,,
521,1,Sun,September 17,,L,False,0-1,False,Minnesota Vikings,13.0,37.0,20.0,270.0,136.0,134.0,5.0,17.0,336.0,257.0,79.0,1.0,1961,,,
522,2,Sat,September 23,,W,False,1-1,False,Los Angeles Rams,21.0,17.0,15.0,328.0,194.0,134.0,2.0,13.0,299.0,219.0,80.0,3.0,1961,,,
523,3,Sun,October 1,,L,False,1-2,False,Green Bay Packers,0.0,24.0,16.0,255.0,131.0,124.0,4.0,18.0,281.0,83.0,198.0,3.0,1961,,,
524,4,Sun,October 8,,W,False,2-2,False,Detroit Lions,31.0,17.0,15.0,454.0,281.0,173.0,2.0,13.0,339.0,174.0,165.0,4.0,1961,,,
525,5,Sun,October 15,,W,False,3-2,True,Baltimore Colts,24.0,10.0,14.0,284.0,194.0,90.0,1.0,20.0,362.0,256.0,106.0,1.0,1961,,,
526,6,Sun,October 22,,W,False,4-2,True,San Francisco 49ers,31.0,0.0,17.0,305.0,156.0,149.0,1.0,6.0,132.0,40.0,92.0,6.0,1961,,,
527,7,Sun,October 29,,W,False,5-2,False,Baltimore Colts,21.0,20.0,17.0,341.0,199.0,142.0,3.0,19.0,372.0,292.0,80.0,2.0,1961,,,
528,8,Sun,November 5,,L,False,5-3,False,Philadelphia Eagles,14.0,16.0,9.0,215.0,89.0,126.0,,19.0,342.0,237.0,105.0,3.0,1961,,,
529,9,Sun,November 12,,L,False,5-4,True,Green Bay Packers,28.0,31.0,15.0,242.0,169.0,73.0,2.0,20.0,322.0,160.0,162.0,1.0,1961,,,
530,10,Sun,November 19,,L,False,5-5,False,San Francisco 49ers,31.0,41.0,21.0,428.0,295.0,133.0,4.0,15.0,536.0,318.0,218.0,,1961,,,
531,11,Sun,November 26,,W,False,6-5,True,Los Angeles Rams,28.0,24.0,24.0,371.0,199.0,172.0,3.0,19.0,357.0,287.0,70.0,4.0,1961,,,
532,12,Sun,December 3,,L,False,6-6,True,Detroit Lions,15.0,16.0,12.0,193.0,66.0,127.0,3.0,17.0,245.0,172.0,73.0,4.0,1961,,,
533,13,Sun,December 10,,W,False,7-6,True,Cleveland Browns,17.0,14.0,19.0,324.0,216.0,108.0,4.0,15.0,320.0,245.0,75.0,2.0,1961,,,
534,14,Sun,December 17,,W,False,8-6,True,Minnesota Vikings,52.0,35.0,25.0,552.0,347.0,205.0,4.0,12.0,206.0,57.0,149.0,3.0,1961,,,
535,1,Sun,September 16,,W,False,1-0,False,San Francisco 49ers,30.0,14.0,12.0,271.0,13.0,258.0,,14.0,193.0,72.0,121.0,2.0,1962,,,
536,2,Sun,September 23,,W,False,2-0,False,Los Angeles Rams,27.0,23.0,18.0,364.0,227.0,137.0,,18.0,398.0,249.0,149.0,5.0,1962,,,
537,3,Sun,September 30,,L,False,2-1,False,Green Bay Packers,0.0,49.0,7.0,176.0,91.0,85.0,5.0,21.0,409.0,165.0,244.0,1.0,1962,,,
538,4,Sun,October 7,,W,False,3-1,False,Minnesota Vikings,13.0,0.0,12.0,249.0,135.0,114.0,,16.0,259.0,130.0,129.0,5.0,1962,,,
539,5,Sun,October 14,,L,False,3-2,True,San Francisco 49ers,27.0,34.0,17.0,467.0,381.0,86.0,5.0,16.0,299.0,105.0,194.0,2.0,1962,,,
540,6,Sun,October 21,,W,False,4-2,True,Baltimore Colts,35.0,15.0,18.0,408.0,306.0,102.0,2.0,19.0,415.0,331.0,84.0,5.0,1962,,,
541,7,Sun,October 28,,L,False,4-3,False,Detroit Lions,3.0,11.0,8.0,75.0,15.0,60.0,1.0,13.0,188.0,109.0,79.0,3.0,1962,,,
542,8,Sun,November 4,,L,False,4-4,True,Green Bay Packers,7.0,38.0,16.0,212.0,147.0,65.0,7.0,25.0,376.0,161.0,215.0,,1962,,,
543,9,Sun,November 11,,W,False,5-4,True,Minnesota Vikings,31.0,30.0,22.0,347.0,259.0,88.0,8.0,13.0,290.0,147.0,143.0,3.0,1962,,,
544,10,Sun,November 18,,W,False,6-4,False,Dallas Cowboys,34.0,33.0,28.0,504.0,437.0,67.0,2.0,14.0,301.0,144.0,157.0,1.0,1962,,,
545,11,Sun,November 25,,W,False,7-4,False,Baltimore Colts,57.0,0.0,27.0,505.0,407.0,98.0,1.0,10.0,118.0,57.0,61.0,5.0,1962,,,
546,12,Sun,December 2,,L,False,7-5,True,New York Giants,24.0,26.0,23.0,380.0,274.0,106.0,4.0,22.0,343.0,170.0,173.0,4.0,1962,,,
547,13,Sun,December 9,,W,False,8-5,True,Los Angeles Rams,30.0,14.0,11.0,273.0,186.0,87.0,5.0,14.0,333.0,105.0,228.0,5.0,1962,,,
548,14,Sun,December 16,,W,False,9-5,True,Detroit Lions,3.0,0.0,9.0,318.0,182.0,136.0,4.0,13.0,225.0,129.0,96.0,6.0,1962,,,
549,1,Sun,September 15,,W,False,1-0,False,Green Bay Packers,10.0,3.0,15.0,231.0,124.0,107.0,2.0,9.0,150.0,73.0,77.0,5.0,1963,,,
550,2,Sun,September 22,,W,False,2-0,False,Minnesota Vikings,28.0,7.0,24.0,359.0,253.0,106.0,1.0,20.0,326.0,174.0,152.0,5.0,1963,,,
551,3,Sun,September 29,,W,False,3-0,False,Detroit Lions,37.0,21.0,22.0,307.0,203.0,104.0,2.0,10.0,278.0,238.0,40.0,4.0,1963,,,
552,4,Sun,October 6,,W,False,4-0,True,Baltimore Colts,10.0,3.0,15.0,281.0,134.0,147.0,1.0,11.0,210.0,165.0,45.0,2.0,1963,,,
553,5,Sun,October 13,,W,False,5-0,False,Los Angeles Rams,52.0,14.0,22.0,286.0,201.0,85.0,3.0,14.0,203.0,137.0,66.0,8.0,1963,,,
554,6,Sun,October 20,,L,False,5-1,False,San Francisco 49ers,14.0,20.0,20.0,314.0,243.0,71.0,4.0,22.0,326.0,134.0,192.0,1.0,1963,,,
555,7,Sun,October 27,,W,False,6-1,True,Philadelphia Eagles,16.0,7.0,17.0,354.0,241.0,113.0,1.0,11.0,211.0,123.0,88.0,6.0,1963,,,
556,8,Sun,November 3,,W,False,7-1,False,Baltimore Colts,17.0,7.0,18.0,276.0,112.0,164.0,,14.0,192.0,90.0,102.0,3.0,1963,,,
557,9,Sun,November 10,,W,False,8-1,True,Los Angeles Rams,6.0,0.0,18.0,276.0,168.0,108.0,1.0,10.0,88.0,29.0,59.0,,1963,,,
558,10,Sun,November 17,,W,False,9-1,True,Green Bay Packers,26.0,7.0,19.0,317.0,69.0,248.0,,16.0,232.0,161.0,71.0,7.0,1963,,,
559,11,Sun,November 24,,T,False,9-1-1,False,Pittsburgh Steelers,17.0,17.0,19.0,328.0,241.0,87.0,3.0,19.0,291.0,125.0,166.0,1.0,1963,,,
560,12,Sun,December 1,,T,False,9-1-2,True,Minnesota Vikings,17.0,17.0,15.0,221.0,154.0,67.0,3.0,9.0,202.0,86.0,116.0,4.0,1963,,,
561,13,Sun,December 8,,W,False,10-1-2,True,San Francisco 49ers,27.0,7.0,17.0,301.0,130.0,171.0,2.0,15.0,246.0,105.0,141.0,5.0,1963,,,
562,14,Sun,December 15,,W,False,11-1-2,True,Detroit Lions,24.0,14.0,16.0,321.0,220.0,101.0,2.0,16.0,221.0,94.0,127.0,3.0,1963,,,
563,,,Playoffs,,,False,,True,,,,,,,,,,,,,,1963,,,
564,Championship,Sun,December 29,,W,False,12-1-2,True,New York Giants,14.0,10.0,14.0,222.0,129.0,93.0,2.0,17.0,268.0,140.0,128.0,6.0,1963,,,
565,1,Sun,September 13,,L,False,0-1,False,Green Bay Packers,12.0,23.0,10.0,129.0,83.0,46.0,2.0,18.0,294.0,97.0,197.0,3.0,1964,,,
566,2,Sun,September 20,,W,False,1-1,False,Minnesota Vikings,34.0,28.0,24.0,432.0,344.0,88.0,1.0,20.0,413.0,305.0,108.0,3.0,1964,,,
567,3,Sun,September 27,,L,False,1-2,False,Baltimore Colts,0.0,52.0,14.0,241.0,181.0,60.0,3.0,20.0,456.0,243.0,213.0,1.0,1964,,,
568,4,Sun,October 4,,L,False,1-3,False,San Francisco 49ers,21.0,31.0,16.0,253.0,153.0,100.0,2.0,22.0,320.0,252.0,68.0,,1964,,,
569,5,Sun,October 11,,W,False,2-3,True,Los Angeles Rams,38.0,17.0,21.0,328.0,235.0,93.0,,17.0,263.0,239.0,24.0,6.0,1964,,,
570,6,Sun,October 18,,L,False,2-4,True,Detroit Lions,0.0,10.0,16.0,207.0,178.0,29.0,4.0,9.0,207.0,104.0,103.0,1.0,1964,,,
571,7,Sun,October 25,,L,False,2-5,False,Washington Redskins,20.0,27.0,22.0,321.0,305.0,16.0,3.0,10.0,214.0,166.0,48.0,2.0,1964,,,
572,8,Sun,November 1,,L,False,2-6,True,Dallas Cowboys,10.0,24.0,19.0,263.0,168.0,95.0,4.0,19.0,271.0,142.0,129.0,4.0,1964,,,
573,9,Sun,November 8,,L,False,2-7,True,Baltimore Colts,24.0,40.0,17.0,377.0,265.0,112.0,4.0,22.0,479.0,218.0,261.0,,1964,,,
574,10,Sun,November 15,,W,False,3-7,False,Los Angeles Rams,34.0,24.0,21.0,394.0,267.0,127.0,1.0,13.0,359.0,283.0,76.0,3.0,1964,,,
575,11,Sun,November 22,,W,False,4-7,True,San Francisco 49ers,23.0,21.0,19.0,370.0,251.0,119.0,,21.0,323.0,207.0,116.0,2.0,1964,,,
576,12,Thu,November 26,,W,False,5-7,False,Detroit Lions,27.0,24.0,26.0,313.0,197.0,116.0,2.0,20.0,220.0,120.0,100.0,2.0,1964,,,
577,13,Sat,December 5,,L,False,5-8,True,Green Bay Packers,3.0,17.0,14.0,197.0,79.0,118.0,5.0,15.0,234.0,64.0,170.0,2.0,1964,,,
578,14,Sun,December 13,,L,False,5-9,True,Minnesota Vikings,14.0,41.0,9.0,182.0,135.0,47.0,2.0,22.0,432.0,182.0,250.0,1.0,1964,,,
579,1,Sun,September 19,,L,False,0-1,False,San Francisco 49ers,24.0,52.0,16.0,263.0,186.0,77.0,2.0,26.0,485.0,288.0,197.0,1.0,1965,,,
580,2,Sat,September 26,,L,False,0-2,False,Los Angeles Rams,28.0,30.0,10.0,224.0,173.0,51.0,2.0,24.0,389.0,266.0,123.0,2.0,1965,,,
581,3,Sun,October 3,,L,False,0-3,False,Green Bay Packers,14.0,23.0,23.0,413.0,221.0,192.0,2.0,14.0,299.0,221.0,78.0,,1965,,,
582,4,Sun,October 10,,W,False,1-3,True,Los Angeles Rams,31.0,6.0,17.0,390.0,301.0,89.0,2.0,17.0,284.0,211.0,73.0,5.0,1965,,,
583,5,Sun,October 17,,W,False,2-3,False,Minnesota Vikings,45.0,37.0,16.0,316.0,134.0,182.0,1.0,26.0,413.0,109.0,304.0,5.0,1965,,,
584,6,Sun,October 24,,W,False,3-3,True,Detroit Lions,38.0,10.0,16.0,290.0,148.0,142.0,2.0,14.0,260.0,138.0,122.0,5.0,1965,,,
585,7,Sun,October 31,,W,False,4-3,True,Green Bay Packers,31.0,10.0,20.0,265.0,53.0,212.0,3.0,14.0,219.0,98.0,121.0,4.0,1965,,,
586,8,Sun,November 7,,L,False,4-4,True,Baltimore Colts,21.0,26.0,25.0,340.0,266.0,74.0,2.0,18.0,402.0,308.0,94.0,4.0,1965,,,
587,9,Sun,November 14,,W,False,5-4,True,St. Louis Cardinals,34.0,13.0,23.0,463.0,274.0,189.0,2.0,15.0,295.0,217.0,78.0,1.0,1965,,,
588,10,Sun,November 21,,W,False,6-4,False,Detroit Lions,17.0,10.0,14.0,230.0,29.0,201.0,1.0,11.0,184.0,118.0,66.0,3.0,1965,,,
589,11,Sun,November 28,,W,False,7-4,False,New York Giants,35.0,14.0,21.0,370.0,200.0,170.0,2.0,14.0,202.0,148.0,54.0,3.0,1965,,,
590,12,Sun,December 5,,W,False,8-4,False,Baltimore Colts,13.0,0.0,18.0,418.0,216.0,202.0,4.0,15.0,222.0,163.0,59.0,6.0,1965,,,
591,13,Sun,December 12,,W,False,9-4,True,San Francisco 49ers,61.0,20.0,21.0,584.0,401.0,183.0,,19.0,330.0,272.0,58.0,2.0,1965,,,
592,14,Sun,December 19,,L,False,9-5,True,Minnesota Vikings,17.0,24.0,17.0,331.0,164.0,167.0,3.0,17.0,284.0,181.0,103.0,3.0,1965,,,
593,1,Sun,September 11,,L,False,0-1,False,Detroit Lions,3.0,14.0,17.0,256.0,109.0,147.0,3.0,14.0,208.0,85.0,123.0,3.0,1966,,,
594,2,Fri,September 16,,L,False,0-2,False,Los Angeles Rams,17.0,31.0,12.0,239.0,118.0,121.0,3.0,17.0,294.0,195.0,99.0,4.0,1966,,,
595,4,Sun,October 2,,W,False,1-2,False,Minnesota Vikings,13.0,10.0,11.0,283.0,179.0,104.0,2.0,16.0,284.0,169.0,115.0,3.0,1966,,,
596,5,Sun,October 9,,W,False,2-2,True,Baltimore Colts,27.0,17.0,19.0,315.0,96.0,219.0,1.0,19.0,364.0,256.0,108.0,4.0,1966,,,
597,6,Sun,October 16,,L,False,2-3,True,Green Bay Packers,0.0,17.0,6.0,94.0,52.0,42.0,4.0,12.0,180.0,59.0,121.0,2.0,1966,,,
598,7,Sun,October 23,,W,False,3-3,True,Los Angeles Rams,17.0,10.0,15.0,287.0,135.0,152.0,2.0,14.0,203.0,95.0,108.0,2.0,1966,,,
599,8,Mon,October 31,,L,False,3-4,False,St. Louis Cardinals,17.0,24.0,16.0,282.0,173.0,109.0,4.0,11.0,166.0,47.0,119.0,3.0,1966,,,
600,9,Sun,November 6,,T,False,3-4-1,True,Detroit Lions,10.0,10.0,15.0,282.0,106.0,176.0,,17.0,255.0,167.0,88.0,1.0,1966,,,
601,10,Sun,November 13,,T,False,3-4-2,True,San Francisco 49ers,30.0,30.0,12.0,220.0,120.0,100.0,1.0,28.0,423.0,311.0,112.0,3.0,1966,,,
602,11,Sun,November 20,,L,False,3-5-2,False,Green Bay Packers,6.0,13.0,9.0,160.0,85.0,75.0,4.0,15.0,296.0,227.0,69.0,2.0,1966,,,
603,12,Sun,November 27,,W,False,4-5-2,True,Atlanta Falcons,23.0,6.0,23.0,476.0,177.0,299.0,4.0,6.0,167.0,101.0,66.0,3.0,1966,,,
604,13,Sun,December 4,,L,False,4-6-2,False,Baltimore Colts,16.0,21.0,18.0,296.0,245.0,51.0,3.0,16.0,260.0,148.0,112.0,2.0,1966,,,
605,14,Sun,December 11,,L,False,4-7-2,False,San Francisco 49ers,14.0,41.0,9.0,129.0,64.0,65.0,4.0,25.0,411.0,262.0,149.0,2.0,1966,,,
606,15,Sun,December 18,,W,False,5-7-2,True,Minnesota Vikings,41.0,28.0,14.0,380.0,113.0,267.0,,29.0,460.0,245.0,215.0,4.0,1966,,,
607,1,Sun,September 17,,L,False,0-1,False,Pittsburgh Steelers,13.0,41.0,6.0,95.0,79.0,16.0,6.0,23.0,393.0,198.0,195.0,2.0,1967,,,
608,2,Sun,September 24,,L,False,0-2,False,Green Bay Packers,10.0,13.0,6.0,159.0,19.0,140.0,1.0,24.0,365.0,132.0,233.0,8.0,1967,,,
609,3,Sun,October 1,,W,False,1-2,False,Minnesota Vikings,17.0,7.0,17.0,221.0,27.0,194.0,,12.0,200.0,137.0,63.0,2.0,1967,,,
610,4,Sun,October 8,,L,False,1-3,True,Baltimore Colts,3.0,24.0,15.0,272.0,201.0,71.0,5.0,15.0,219.0,149.0,70.0,4.0,1967,,,
611,5,Sun,October 15,,W,False,2-3,True,Detroit Lions,14.0,3.0,14.0,265.0,28.0,237.0,3.0,9.0,168.0,126.0,42.0,3.0,1967,,,
612,6,Sun,October 22,,L,False,2-4,False,Cleveland Browns,0.0,24.0,9.0,136.0,116.0,20.0,2.0,23.0,347.0,158.0,189.0,1.0,1967,,,
613,7,Sun,October 29,,L,False,2-5,True,Los Angeles Rams,17.0,28.0,11.0,180.0,88.0,92.0,4.0,20.0,309.0,144.0,165.0,3.0,1967,,,
614,8,Sun,November 5,,W,False,3-5,False,Detroit Lions,27.0,13.0,9.0,180.0,60.0,120.0,2.0,12.0,174.0,83.0,91.0,4.0,1967,,,
615,9,Sun,November 12,,W,False,4-5,True,New York Giants,34.0,7.0,16.0,264.0,117.0,147.0,1.0,14.0,161.0,78.0,83.0,4.0,1967,,,
616,10,Sun,November 19,,W,False,5-5,True,St. Louis Cardinals,30.0,3.0,13.0,461.0,320.0,141.0,3.0,15.0,230.0,154.0,76.0,9.0,1967,,,
617,11,Sun,November 26,,L,False,5-6,True,Green Bay Packers,13.0,17.0,14.0,249.0,56.0,193.0,3.0,15.0,245.0,174.0,71.0,,1967,,,
618,12,Sun,December 3,,W,False,6-6,False,San Francisco 49ers,28.0,14.0,15.0,220.0,107.0,113.0,2.0,9.0,226.0,155.0,71.0,2.0,1967,,,
619,13,Sun,December 10,,T,False,6-6-1,True,Minnesota Vikings,10.0,10.0,16.0,298.0,108.0,190.0,,11.0,212.0,107.0,105.0,1.0,1967,,,
620,14,Sun,December 17,,W,False,7-6-1,False,Atlanta Falcons,23.0,14.0,14.0,293.0,115.0,178.0,,13.0,157.0,80.0,77.0,1.0,1967,,,
621,1,Sun,September 15,,L,False,0-1,True,Washington Redskins,28.0,38.0,18.0,316.0,151.0,165.0,3.0,18.0,337.0,263.0,74.0,1.0,1968,,,
622,2,Sun,September 22,,L,False,0-2,False,Detroit Lions,0.0,42.0,11.0,167.0,106.0,61.0,10.0,22.0,468.0,295.0,173.0,2.0,1968,,,
623,3,Sun,September 29,,W,False,1-2,False,Minnesota Vikings,27.0,17.0,20.0,409.0,131.0,278.0,2.0,17.0,279.0,121.0,158.0,3.0,1968,,,
624,4,Sun,October 6,,L,False,1-3,False,Baltimore Colts,7.0,28.0,7.0,225.0,80.0,145.0,1.0,22.0,460.0,306.0,154.0,3.0,1968,,,
625,5,Sun,October 13,,L,False,1-4,True,Detroit Lions,10.0,28.0,12.0,241.0,111.0,130.0,2.0,24.0,405.0,161.0,244.0,1.0,1968,,,
626,6,Sun,October 20,,W,False,2-4,False,Philadelphia Eagles,29.0,16.0,16.0,258.0,94.0,164.0,1.0,12.0,190.0,101.0,89.0,3.0,1968,,,
627,7,Sun,October 27,,W,False,3-4,True,Minnesota Vikings,26.0,24.0,20.0,418.0,171.0,247.0,1.0,17.0,274.0,177.0,97.0,1.0,1968,,,
628,8,Sun,November 3,,W,False,4-4,False,Green Bay Packers,13.0,10.0,18.0,328.0,37.0,291.0,3.0,12.0,242.0,135.0,107.0,1.0,1968,,,
629,9,Sun,November 10,,W,False,5-4,True,San Francisco 49ers,27.0,19.0,26.0,449.0,234.0,215.0,1.0,11.0,255.0,199.0,56.0,4.0,1968,,,
630,10,Sun,November 17,,L,False,5-5,True,Atlanta Falcons,13.0,16.0,16.0,302.0,185.0,117.0,2.0,14.0,300.0,143.0,157.0,1.0,1968,,,
631,11,Sun,November 24,,L,False,5-6,True,Dallas Cowboys,3.0,34.0,9.0,147.0,80.0,67.0,3.0,26.0,343.0,230.0,113.0,2.0,1968,,,
632,12,Sun,December 1,,W,False,6-6,False,New Orleans Saints,23.0,17.0,15.0,259.0,46.0,213.0,3.0,17.0,292.0,178.0,114.0,5.0,1968,,,
633,13,Sun,December 8,,W,False,7-6,False,Los Angeles Rams,17.0,16.0,17.0,248.0,98.0,150.0,2.0,16.0,210.0,107.0,103.0,2.0,1968,,,
634,14,Sun,December 15,,L,False,7-7,True,Green Bay Packers,27.0,28.0,14.0,291.0,157.0,134.0,3.0,12.0,316.0,251.0,65.0,1.0,1968,,,
