,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,STL,-3.5,0.0,"W, 17-10",Won,Over,1978
1,2,@SFO,-2.5,0.0,"W, 16-13",Won,Over,1978
2,3,@DET,-2.5,0.0,"W, 19-0",Won,Over,1978
3,4,MIN,-3.0,0.0,"L, 20-24",Lost,Over,1978
4,5,OAK,6.5,0.0,"L, 19-25",Won,Over,1978
5,6,@GNB,-1.5,0.0,"L, 14-24",Lost,Over,1978
6,7,@DEN,7.0,0.0,"L, 7-16",Lost,Over,1978
7,8,@TAM,-3.0,0.0,"L, 19-33",Lost,Over,1978
8,9,DET,-5.0,0.0,"L, 17-21",Lost,Over,1978
9,10,SEA,-3.0,0.0,"L, 29-31",Lost,Over,1978
10,11,@MIN,8.0,0.0,"L, 14-17",Won,Over,1978
11,12,ATL,3.0,0.0,"W, 13-7",Won,Over,1978
12,13,TAM,-3.5,0.0,"W, 14-3",Won,Over,1978
13,14,@SDG,6.0,0.0,"L, 7-40",Lost,Over,1978
14,15,GNB,1.5,0.0,"W, 14-0",Won,Over,1978
15,16,@WAS,6.0,0.0,"W, 14-10",Won,Over,1978
16,1,GNB,-3.0,31.0,"W, 6-3",Push,Under,1979
17,2,MIN,-6.0,31.5,"W, 26-7",Won,Over,1979
18,3,@DAL,9.0,37.0,"L, 20-24",Won,Over,1979
19,4,@MIA,6.0,37.0,"L, 16-31",Lost,Over,1979
20,5,TAM,-1.0,34.0,"L, 13-17",Lost,Under,1979
21,6,@BUF,5.0,40.0,"W, 7-0",Won,Under,1979
22,7,NWE,4.0,37.0,"L, 7-27",Lost,Under,1979
23,8,@MIN,2.0,36.0,"L, 27-30",Lost,Over,1979
24,9,@SFO,-3.0,39.0,"W, 28-27",Lost,Over,1979
25,10,DET,-7.0,35.0,"W, 35-7",Won,Over,1979
26,11,RAM,0.0,34.0,"W, 27-23",Won,Over,1979
27,12,NYJ,-3.0,39.0,"W, 23-13",Won,Under,1979
28,13,@DET,-6.0,36.0,"L, 0-20",Lost,Under,1979
29,14,@TAM,4.0,36.0,"W, 14-0",Won,Under,1979
30,15,@GNB,-4.0,36.0,"W, 15-14",Lost,Under,1979
31,16,STL,-4.0,37.0,"W, 42-6",Won,Over,1979
32,17,@PHI,6.5,0.0,"L, 17-27",Lost,Over,1979
33,1,@GNB,-6.0,35.0,"L, 6-12",Lost,Under,1980
34,2,NOR,-4.0,37.0,"W, 22-3",Won,Under,1980
35,3,MIN,-6.0,39.0,"L, 14-34",Lost,Over,1980
36,4,@PIT,13.0,39.0,"L, 3-38",Lost,Over,1980
37,5,TAM,1.0,35.0,"W, 23-0",Won,Under,1980
38,6,@MIN,3.0,38.0,"L, 7-13",Lost,Under,1980
39,7,DET,3.0,40.0,"W, 24-7",Won,Under,1980
40,8,@PHI,7.0,34.0,"L, 14-17",Won,Under,1980
41,9,@CLE,5.0,40.0,"L, 21-27",Lost,Over,1980
42,10,WAS,-3.0,34.0,"W, 35-21",Won,Over,1980
43,11,HOU,3.0,35.0,"L, 6-10",Lost,Under,1980
44,12,@ATL,7.0,38.0,"L, 17-28",Lost,Over,1980
45,13,@DET,3.0,36.0,"W, 23-17",Won,Over,1980
46,14,GNB,-6.0,35.0,"W, 61-7",Won,Over,1980
47,15,CIN,-6.0,35.0,"L, 14-17",Lost,Under,1980
48,16,@TAM,-1.0,35.0,"W, 14-13",Push,Under,1980
49,1,GNB,-4.0,37.0,"L, 9-16",Lost,Under,1981
50,2,@SFO,0.0,41.0,"L, 17-28",Lost,Over,1981
51,3,TAM,-3.0,35.0,"W, 28-17",Won,Over,1981
52,4,RAM,1.0,38.0,"L, 7-24",Lost,Under,1981
53,5,@MIN,5.0,41.0,"L, 21-24",Won,Over,1981
54,6,WAS,-4.0,40.0,"L, 7-24",Lost,Under,1981
55,7,@DET,6.0,36.0,"L, 17-48",Lost,Over,1981
56,8,SDG,11.0,47.0,"W, 20-17",Won,Under,1981
57,9,@TAM,6.0,36.0,"L, 10-20",Lost,Under,1981
58,10,@KAN,8.0,40.0,"W, 16-13",Won,Under,1981
59,11,@GNB,3.0,38.0,"L, 17-21",Lost,Push,1981
60,12,DET,1.0,39.0,"L, 7-23",Lost,Under,1981
61,13,@DAL,13.0,42.0,"L, 9-10",Won,Under,1981
62,14,MIN,3.0,41.0,"W, 10-9",Won,Under,1981
63,15,@OAK,6.0,38.0,"W, 23-6",Won,Under,1981
64,16,DEN,3.0,34.0,"W, 35-24",Won,Over,1981
65,1,@DET,5.5,37.0,"L, 10-17",Lost,Under,1982
66,2,NOR,-4.5,34.0,"L, 0-10",Lost,Under,1982
67,3,DET,3.5,32.0,"W, 20-17",Won,Over,1982
68,4,@MIN,5.5,36.0,"L, 7-35",Lost,Over,1982
69,5,NWE,-2.0,36.0,"W, 26-13",Won,Over,1982
70,6,@SEA,3.5,35.0,"L, 14-20",Lost,Under,1982
71,7,STL,1.0,35.0,"L, 7-10",Lost,Under,1982
72,8,@RAM,3.0,42.0,"W, 34-26",Won,Over,1982
73,9,@TAM,5.0,36.0,"L, 23-26",Won,Over,1982
74,1,ATL,-1.0,38.5,"L, 17-20",Lost,Under,1983
75,2,TAM,-2.5,35.5,"W, 17-10",Won,Under,1983
76,3,@NOR,3.0,36.5,"L, 31-34",Push,Over,1983
77,4,@BAL,-2.0,37.0,"L, 19-22",Lost,Over,1983
78,5,DEN,-1.5,34.5,"W, 31-14",Won,Over,1983
79,6,MIN,-1.0,44.0,"L, 14-23",Lost,Under,1983
80,7,@DET,3.0,42.5,"L, 17-31",Lost,Over,1983
81,8,@PHI,4.0,41.0,"W, 7-6",Won,Under,1983
82,9,DET,-2.5,41.5,"L, 17-38",Lost,Over,1983
83,10,@RAM,6.5,44.5,"L, 14-21",Lost,Under,1983
84,11,PHI,0.0,37.5,"W, 17-14",Won,Under,1983
85,12,@TAM,0.0,35.0,"W, 27-0",Won,Under,1983
86,13,SFO,4.0,41.5,"W, 13-3",Won,Under,1983
87,14,@GNB,3.0,44.5,"L, 28-31",Push,Over,1983
88,15,@MIN,3.0,39.5,"W, 19-13",Won,Under,1983
89,16,GNB,1.0,43.0,"W, 23-21",Won,Over,1983
90,1,TAM,-6.0,35.0,"W, 34-14",Won,Over,1984
91,2,DEN,-5.5,40.0,"W, 27-0",Won,Under,1984
92,3,@GNB,2.0,43.5,"W, 9-7",Won,Under,1984
93,4,@SEA,4.0,41.0,"L, 9-38",Lost,Over,1984
94,5,DAL,2.5,41.0,"L, 14-23",Lost,Under,1984
95,6,NOR,-2.5,38.5,"W, 20-7",Won,Under,1984
96,7,@STL,3.0,45.0,"L, 21-38",Lost,Over,1984
97,8,@TAM,1.0,39.5,"W, 44-9",Won,Over,1984
98,9,MIN,-6.5,40.0,"W, 16-7",Won,Under,1984
99,10,RAI,2.5,38.0,"W, 17-6",Won,Under,1984
100,11,@RAM,2.0,35.5,"L, 13-29",Lost,Over,1984
101,12,DET,-7.0,40.0,"W, 16-14",Lost,Under,1984
102,13,@MIN,-3.5,38.0,"W, 34-3",Won,Under,1984
103,14,@SDG,-1.0,46.0,"L, 7-20",Lost,Under,1984
104,15,GNB,-3.5,37.5,"L, 14-20",Lost,Under,1984
105,16,@DET,2.0,35.5,"W, 30-13",Won,Over,1984
106,17,@WAS,9.0,38.0,"W, 23-19",Won,Over,1984
107,18,@SFO,10.0,40.0,"L, 0-23",Lost,Under,1984
108,1,TAM,-7.5,39.0,"W, 38-28",Won,Over,1985
109,2,NWE,-4.5,44.0,"W, 20-7",Won,Under,1985
110,3,@MIN,-3.5,43.0,"W, 33-24",Won,Over,1985
111,4,WAS,-6.0,41.5,"W, 45-10",Won,Over,1985
112,5,@TAM,-8.0,42.0,"W, 27-19",Push,Over,1985
113,6,@SFO,4.0,44.5,"W, 26-10",Won,Under,1985
114,7,GNB,-10.0,44.0,"W, 23-7",Won,Under,1985
115,8,MIN,-7.5,43.0,"W, 27-9",Won,Under,1985
116,9,@GNB,-9.0,41.5,"W, 16-10",Lost,Under,1985
117,10,DET,-9.5,39.5,"W, 24-3",Won,Under,1985
118,11,@DAL,0.0,35.5,"W, 44-0",Won,Over,1985
119,12,ATL,-16.0,40.5,"W, 36-0",Won,Under,1985
120,13,@MIA,-2.0,43.0,"L, 24-38",Lost,Over,1985
121,14,IND,-19.5,42.0,"W, 17-10",Lost,Under,1985
122,15,@NYJ,-2.5,38.5,"W, 19-6",Won,Under,1985
123,16,@DET,-6.5,40.0,"W, 37-17",Won,Over,1985
124,17,NYG,-9.0,36.0,"W, 21-0",Won,Under,1985
125,18,RAM,-10.5,34.0,"W, 24-0",Won,Under,1985
126,19,NWE,-10.0,37.5,"W, 46-10",Won,Over,1985
127,1,CLE,-10.5,38.0,"W, 41-31",Lost,Over,1986
128,2,PHI,-15.5,38.0,"W, 13-10",Lost,Under,1986
129,3,@GNB,-11.0,39.5,"W, 25-12",Won,Under,1986
130,4,@CIN,-4.5,47.0,"W, 44-7",Won,Over,1986
131,5,MIN,-12.5,43.5,"W, 23-0",Won,Under,1986
132,6,@HOU,-13.5,41.0,"W, 20-7",Lost,Under,1986
133,7,@MIN,-9.0,38.5,"L, 7-23",Lost,Under,1986
134,8,DET,-14.5,39.0,"W, 13-7",Lost,Under,1986
135,9,RAM,-8.0,35.0,"L, 17-20",Lost,Over,1986
136,10,@TAM,-10.5,38.0,"W, 23-3",Won,Under,1986
137,11,@ATL,-7.0,36.5,"W, 13-10",Lost,Under,1986
138,12,GNB,-14.0,37.0,"W, 12-10",Lost,Under,1986
139,13,PIT,-10.0,36.0,"W, 13-10",Lost,Under,1986
140,14,TAM,-17.0,35.0,"W, 48-14",Won,Over,1986
141,15,@DET,-9.5,38.0,"W, 16-13",Lost,Under,1986
142,16,@DAL,-3.0,35.0,"W, 24-10",Won,Under,1986
143,17,WAS,-7.0,34.0,"L, 13-27",Lost,Over,1986
144,1,NYG,-1.5,35.5,"W, 34-19",Won,Over,1987
145,2,TAM,-14.0,39.0,"W, 20-3",Won,Under,1987
146,3,@PHI,-2.0,0.0,"W, 35-3",Won,Over,1987
147,4,MIN,-18.0,0.0,"W, 27-7",Won,Over,1987
148,5,NOR,-5.5,0.0,"L, 17-19",Lost,Over,1987
149,6,@TAM,-10.0,38.0,"W, 27-26",Lost,Over,1987
150,7,KAN,-14.5,40.0,"W, 31-28",Lost,Over,1987
151,8,@GNB,-10.0,39.0,"W, 26-24",Lost,Over,1987
152,9,@DEN,2.0,42.5,"L, 29-31",Push,Over,1987
153,10,DET,-12.0,41.5,"W, 30-10",Won,Under,1987
154,11,GNB,-12.0,40.5,"W, 23-10",Won,Under,1987
155,12,@MIN,1.5,46.0,"W, 30-24",Won,Over,1987
156,13,@SFO,5.5,45.5,"L, 0-41",Lost,Under,1987
157,14,SEA,-3.5,37.0,"L, 21-34",Lost,Over,1987
158,15,@RAI,-1.0,40.0,"W, 6-3",Won,Under,1987
159,16,WAS,-4.5,38.0,"L, 17-21",Lost,Push,1987
160,1,MIA,-3.5,46.0,"W, 34-7",Won,Under,1988
161,2,@IND,-1.5,42.0,"W, 17-13",Won,Under,1988
162,3,MIN,-3.0,42.0,"L, 7-31",Lost,Under,1988
163,4,@GNB,-6.0,38.0,"W, 24-6",Won,Under,1988
164,5,BUF,-4.0,37.0,"W, 24-3",Won,Under,1988
165,6,@DET,-7.0,37.0,"W, 24-7",Won,Under,1988
166,7,DAL,-7.0,38.0,"W, 17-7",Won,Under,1988
167,8,SFO,-2.5,39.0,"W, 10-9",Lost,Under,1988
168,9,@NWE,-5.0,37.0,"L, 7-30",Lost,Push,1988
169,10,TAM,-9.5,36.0,"W, 28-10",Won,Over,1988
170,11,@WAS,3.5,38.0,"W, 34-14",Won,Over,1988
171,12,@TAM,-7.0,38.0,"W, 27-15",Won,Over,1988
172,13,GNB,-13.0,34.0,"W, 16-0",Won,Under,1988
173,14,@RAM,2.5,37.0,"L, 3-23",Lost,Under,1988
174,15,DET,-10.0,33.0,"W, 13-12",Lost,Under,1988
175,16,@MIN,7.0,39.0,"L, 27-28",Won,Over,1988
176,17,PHI,-5.5,38.0,"W, 20-12",Won,Under,1988
177,18,SFO,2.0,35.0,"L, 3-28",Lost,Under,1988
178,1,CIN,-3.5,42.0,"W, 17-14",Lost,Under,1989
179,2,MIN,1.5,39.0,"W, 38-7",Won,Over,1989
180,3,@DET,-7.0,38.0,"W, 47-27",Won,Over,1989
181,4,PHI,-3.0,45.0,"W, 27-13",Won,Under,1989
182,5,@TAM,-5.0,39.0,"L, 35-42",Lost,Over,1989
183,6,HOU,-7.0,44.0,"L, 28-33",Lost,Over,1989
184,7,@CLE,1.5,41.5,"L, 7-27",Lost,Under,1989
185,8,RAM,-1.0,43.5,"W, 20-10",Won,Under,1989
186,9,@GNB,-3.0,41.5,"L, 13-14",Lost,Under,1989
187,10,@PIT,-3.5,39.0,"W, 20-0",Won,Under,1989
188,11,TAM,-11.0,40.5,"L, 31-32",Lost,Over,1989
189,12,@WAS,-1.5,39.5,"L, 14-38",Lost,Over,1989
190,13,@MIN,6.0,39.5,"L, 16-27",Lost,Over,1989
191,14,DET,-6.5,36.0,"L, 17-27",Lost,Over,1989
192,15,GNB,-2.0,35.0,"L, 28-40",Lost,Over,1989
193,16,@SFO,9.0,43.5,"L, 0-26",Lost,Under,1989
194,1,SEA,-6.0,37.0,"W, 17-0",Won,Under,1990
195,2,@GNB,3.0,38.0,"W, 31-13",Won,Over,1990
196,3,MIN,-2.5,37.0,"W, 19-16",Won,Under,1990
197,4,@RAI,1.5,34.0,"L, 10-24",Lost,Push,1990
198,5,GNB,-4.0,38.0,"W, 27-13",Won,Over,1990
199,6,RAM,-2.0,41.0,"W, 38-9",Won,Over,1990
200,7,@PHO,-6.5,37.0,"W, 31-21",Won,Over,1990
201,8,@TAM,-5.0,39.0,"W, 26-6",Won,Under,1990
