,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,@ATL,8.5,40.5,"L, 20-23",Won,Over,1995
1,2,@BUF,9.0,38.0,"L, 9-31",Lost,Over,1995
2,3,STL,3.0,36.5,"L, 10-31",Lost,Over,1995
3,4,TAM,5.5,35.0,"L, 13-20",Lost,Under,1995
4,5,@CHI,13.5,36.5,"L, 27-31",Won,Over,1995
5,6,NYJ,1.5,37.0,"W, 26-15",Won,Over,1995
6,7,NOR,3.5,40.5,"W, 20-3",Won,Under,1995
7,8,@NWE,8.0,38.5,"W, 20-17",Won,Under,1995
8,9,@SFO,14.0,40.0,"W, 13-7",Won,Under,1995
9,10,@STL,6.5,37.5,"L, 17-28",Lost,Over,1995
10,11,ARI,0.0,38.5,"W, 27-7",Won,Under,1995
11,12,@NOR,5.0,40.0,"L, 26-34",Lost,Over,1995
12,13,IND,4.5,38.5,"W, 13-10",Won,Under,1995
13,14,SFO,14.5,43.5,"L, 10-31",Lost,Under,1995
14,15,ATL,4.0,41.0,"W, 21-17",Won,Under,1995
15,16,@WAS,4.5,40.5,"L, 17-20",Won,Under,1995
16,1,ATL,3.0,41.0,"W, 29-6",Won,Under,1996
17,2,@NOR,3.0,40.5,"W, 22-20",Won,Over,1996
18,3,SFO,9.0,42.0,"W, 23-7",Won,Under,1996
19,4,@JAX,-2.5,39.0,"L, 14-24",Lost,Under,1996
20,5,@MIN,6.0,39.5,"L, 12-14",Won,Under,1996
21,6,STL,-7.0,38.5,"W, 45-13",Won,Over,1996
22,7,NOR,-7.0,39.5,"W, 19-7",Won,Under,1996
23,8,@PHI,4.0,37.5,"L, 9-20",Lost,Under,1996
24,9,@ATL,-1.5,41.5,"L, 17-20",Lost,Under,1996
25,10,NYG,-4.5,36.0,"W, 27-17",Won,Over,1996
26,11,@STL,-3.0,41.0,"W, 20-10",Won,Under,1996
27,12,@HOU,4.5,39.5,"W, 31-6",Won,Under,1996
28,13,TAM,-6.0,36.5,"W, 24-0",Won,Under,1996
29,14,@SFO,9.0,40.0,"W, 30-24",Won,Over,1996
30,15,BAL,-7.5,43.0,"W, 27-16",Won,Push,1996
31,16,PIT,-5.5,36.0,"W, 18-14",Lost,Under,1996
32,17,DAL,3.5,37.5,"W, 26-17",Won,Over,1996
33,18,@GNB,12.0,39.0,"L, 13-30",Lost,Over,1996
34,1,WAS,-3.5,38.0,"L, 10-24",Lost,Under,1997
35,2,@ATL,-3.5,38.5,"W, 9-6",Lost,Under,1997
36,3,@SDG,0.0,36.5,"W, 26-7",Won,Under,1997
37,4,KAN,-4.5,37.5,"L, 14-35",Lost,Over,1997
38,5,SFO,3.5,39.0,"L, 21-34",Lost,Over,1997
39,6,@MIN,4.0,41.0,"L, 14-21",Lost,Under,1997
40,7,@NOR,-4.5,37.0,"W, 13-0",Won,Under,1997
41,8,ATL,-8.5,38.0,"W, 21-12",Won,Under,1997
42,9,OAK,-2.5,43.0,"W, 38-14",Won,Over,1997
43,10,@DEN,8.0,42.0,"L, 0-34",Lost,Under,1997
44,11,@SFO,10.0,38.5,"L, 19-27",Won,Over,1997
45,12,@STL,-3.0,39.0,"W, 16-10",Won,Under,1997
46,13,NOR,-9.0,36.0,"L, 13-16",Lost,Under,1997
47,14,@DAL,6.5,36.5,"W, 23-13",Won,Under,1997
48,15,GNB,7.0,38.0,"L, 10-31",Lost,Over,1997
49,16,STL,-5.0,38.0,"L, 18-30",Lost,Over,1997
50,1,ATL,-4.5,38.5,"L, 14-19",Lost,Under,1998
51,2,@NOR,-4.0,35.0,"L, 14-19",Lost,Under,1998
52,3,GNB,7.0,37.5,"L, 30-37",Push,Over,1998
53,4,@ATL,3.0,39.0,"L, 23-51",Lost,Over,1998
54,5,@DAL,7.0,39.0,"L, 20-27",Push,Over,1998
55,6,@TAM,7.0,37.0,"L, 13-16",Won,Under,1998
56,7,BUF,-1.5,38.0,"L, 14-30",Lost,Over,1998
57,8,NOR,-3.0,36.0,"W, 31-17",Won,Over,1998
58,9,@SFO,13.5,43.5,"L, 23-25",Won,Over,1998
59,10,MIA,3.0,38.0,"L, 9-13",Lost,Under,1998
60,11,@STL,1.5,40.0,"W, 24-20",Won,Over,1998
61,12,@NYJ,9.0,42.0,"L, 21-48",Lost,Over,1998
62,13,SFO,9.5,48.0,"L, 28-31",Won,Over,1998
63,14,WAS,-3.0,45.5,"L, 25-28",Lost,Over,1998
64,15,STL,-3.0,44.5,"W, 20-13",Won,Under,1998
65,16,@IND,5.0,49.0,"W, 27-19",Won,Under,1998
66,1,@NOR,3.5,38.0,"L, 10-19",Lost,Under,1999
67,2,JAX,9.5,44.0,"L, 20-22",Won,Under,1999
68,3,CIN,-7.0,39.5,"W, 27-3",Won,Under,1999
69,4,@WAS,8.5,45.5,"L, 36-38",Won,Over,1999
70,5,@SFO,5.0,44.0,"W, 31-29",Won,Over,1999
71,6,DET,-4.5,43.5,"L, 9-24",Lost,Under,1999
72,7,@ATL,2.0,40.0,"L, 20-27",Lost,Over,1999
73,8,PHI,-5.0,36.0,"W, 33-7",Won,Over,1999
74,9,@STL,10.0,48.0,"L, 10-35",Lost,Under,1999
75,10,@CLE,-5.5,35.5,"W, 31-17",Won,Over,1999
76,11,ATL,-4.5,40.0,"W, 34-28",Won,Over,1999
77,12,STL,7.0,49.0,"L, 21-34",Lost,Over,1999
78,13,@GNB,8.0,42.0,"W, 33-31",Won,Over,1999
79,14,SFO,-7.5,46.0,"W, 41-24",Won,Over,1999
80,15,@PIT,-3.5,42.5,"L, 20-30",Lost,Over,1999
81,16,NOR,-8.5,46.5,"W, 45-13",Won,Over,1999
82,1,@WAS,10.5,47.5,"L, 17-20",Won,Under,2000
83,2,@SFO,-3.0,48.0,"W, 38-22",Won,Over,2000
84,3,ATL,-6.0,48.5,"L, 10-15",Lost,Under,2000
85,4,DAL,-6.5,47.5,"L, 13-16",Lost,Under,2000
86,5,SEA,-3.5,43.0,"W, 26-3",Won,Under,2000
87,6,@NOR,0.0,40.5,"L, 6-24",Lost,Under,2000
88,7,SFO,-3.0,50.0,"W, 34-16",Won,Push,2000
89,8,@ATL,-3.0,45.5,"L, 12-13",Lost,Under,2000
90,9,@STL,13.5,59.5,"W, 27-24",Won,Under,2000
91,10,NOR,2.0,37.5,"L, 10-20",Lost,Under,2000
92,11,@MIN,9.5,46.5,"L, 17-31",Lost,Over,2000
93,12,GNB,0.0,44.0,"W, 31-14",Won,Over,2000
94,13,STL,8.0,58.0,"W, 16-3",Won,Under,2000
95,14,@KAN,2.5,42.0,"L, 14-15",Won,Under,2000
96,15,SDG,-8.5,38.5,"W, 30-22",Lost,Over,2000
97,16,@OAK,9.0,45.5,"L, 9-52",Lost,Over,2000
98,1,@MIN,10.0,45.0,"W, 24-13",Won,Under,2001
99,2,@ATL,3.5,41.0,"L, 16-24",Lost,Under,2001
100,3,GNB,3.5,41.0,"L, 7-28",Lost,Under,2001
101,4,@SFO,6.5,45.0,"L, 14-24",Lost,Under,2001
102,5,NOR,5.0,39.5,"L, 25-27",Won,Over,2001
103,6,@WAS,-3.5,36.0,"L, 14-17",Lost,Under,2001
104,7,NYJ,2.5,39.0,"L, 12-13",Won,Under,2001
105,8,@MIA,10.0,34.5,"L, 6-23",Lost,Under,2001
106,9,@STL,18.0,47.0,"L, 14-48",Lost,Over,2001
107,10,SFO,7.0,43.0,"L, 22-25",Won,Over,2001
108,11,ATL,3.0,40.0,"L, 7-10",Push,Under,2001
109,12,@NOR,10.0,41.0,"L, 23-27",Won,Over,2001
110,13,@BUF,3.5,36.5,"L, 24-25",Won,Over,2001
111,14,STL,12.5,46.5,"L, 32-38",Won,Over,2001
112,15,ARI,-1.0,39.5,"L, 7-30",Lost,Under,2001
113,16,NWE,6.5,36.0,"L, 6-38",Lost,Over,2001
114,1,BAL,0.0,33.0,"W, 10-7",Won,Under,2002
115,2,DET,-3.0,35.5,"W, 31-7",Won,Over,2002
116,3,@MIN,6.5,44.5,"W, 21-14",Won,Under,2002
117,4,@GNB,6.5,41.5,"L, 14-17",Won,Under,2002
118,5,ARI,-5.0,35.0,"L, 13-16",Lost,Under,2002
119,6,@DAL,2.0,35.0,"L, 13-14",Won,Under,2002
120,7,@ATL,4.0,35.5,"L, 0-30",Lost,Under,2002
121,8,TAM,8.0,31.5,"L, 9-12",Won,Under,2002
122,9,NOR,4.0,39.5,"L, 24-34",Lost,Over,2002
123,10,@TAM,8.0,34.5,"L, 10-23",Lost,Under,2002
124,11,ATL,3.5,37.0,"L, 0-41",Lost,Over,2002
125,12,@CLE,7.5,34.5,"W, 13-6",Won,Under,2002
126,13,CIN,-3.0,37.5,"W, 52-31",Won,Over,2002
127,14,@PIT,9.0,39.0,"L, 14-30",Lost,Over,2002
128,15,CHI,-4.0,36.5,"W, 24-14",Won,Over,2002
129,16,@NOR,6.0,43.5,"W, 10-6",Won,Under,2002
130,1,JAX,-4.0,34.5,"W, 24-23",Lost,Over,2003
131,2,@TAM,9.0,34.5,"W, 12-9",Won,Under,2003
132,3,ATL,-6.0,35.5,"W, 23-3",Won,Under,2003
133,4,NOR,-7.0,37.5,"W, 19-13",Lost,Under,2003
134,5,@IND,4.0,37.5,"W, 23-20",Won,Over,2003
135,6,TEN,0.0,37.5,"L, 17-37",Lost,Over,2003
136,7,@NOR,3.0,39.5,"W, 23-20",Won,Over,2003
137,8,@HOU,-6.0,37.0,"L, 10-14",Lost,Under,2003
138,9,TAM,3.5,34.5,"W, 27-24",Won,Over,2003
139,10,WAS,-6.0,37.0,"W, 20-17",Lost,Push,2003
140,11,@DAL,3.0,33.0,"L, 20-24",Lost,Over,2003
141,12,PHI,-1.5,37.0,"L, 16-25",Lost,Over,2003
142,13,@ATL,-1.0,41.0,"L, 14-20",Lost,Under,2003
143,14,@ARI,-7.0,38.5,"W, 20-17",Lost,Under,2003
144,15,DET,-7.5,37.0,"W, 20-14",Lost,Under,2003
145,16,@NYG,-4.5,34.5,"W, 37-24",Won,Over,2003
146,17,DAL,-3.0,34.0,"W, 29-10",Won,Over,2003
