,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,NYG,-2.0,0.0,"L, 13-19",Lost,Over,1978
1,2,DET,1.0,0.0,"L, 7-15",Lost,Over,1978
2,3,@MIN,10.0,0.0,"W, 16-10",Won,Over,1978
3,4,ATL,2.5,0.0,"W, 14-9",Won,Over,1978
4,5,MIN,6.0,0.0,"L, 7-24",Lost,Over,1978
5,6,@KAN,4.5,0.0,"W, 30-13",Won,Over,1978
6,7,@NYG,4.5,0.0,"L, 14-17",Won,Over,1978
7,8,CHI,3.0,0.0,"W, 33-19",Won,Over,1978
8,9,@GNB,5.0,0.0,"L, 7-9",Won,Over,1978
9,10,@RAM,10.5,0.0,"L, 23-26",Won,Over,1978
10,11,@DET,3.0,0.0,"L, 23-34",Lost,Over,1978
11,12,BUF,-3.5,0.0,"W, 31-10",Won,Over,1978
12,13,@CHI,3.5,0.0,"L, 3-14",Lost,Over,1978
13,14,GNB,-1.5,0.0,"L, 7-17",Lost,Over,1978
14,15,@SFO,3.5,0.0,"L, 3-6",Won,Over,1978
15,16,NOR,3.5,0.0,"L, 10-17",Lost,Over,1978
16,1,DET,-3.0,30.0,"W, 31-16",Won,Over,1979
17,2,@BAL,0.0,33.0,"W, 29-26",Won,Over,1979
18,3,@GNB,2.0,36.0,"W, 21-10",Won,Under,1979
19,4,RAM,3.0,35.0,"W, 21-6",Won,Under,1979
20,5,@CHI,1.0,34.0,"W, 17-13",Won,Under,1979
21,6,@NYG,-6.0,34.0,"L, 14-17",Lost,Under,1979
22,7,NOR,-8.0,38.0,"L, 14-42",Lost,Over,1979
23,8,GNB,-5.0,37.0,"W, 21-3",Won,Under,1979
24,9,@MIN,0.0,37.0,"W, 12-10",Won,Under,1979
25,10,@ATL,2.0,37.0,"L, 14-17",Lost,Under,1979
26,11,@DET,-5.0,35.0,"W, 16-14",Lost,Under,1979
27,12,NYG,-3.0,34.0,"W, 31-3",Won,Push,1979
28,13,MIN,-8.0,36.0,"L, 22-23",Lost,Over,1979
29,14,CHI,-4.0,36.0,"L, 0-14",Lost,Under,1979
30,15,@SFO,-3.0,38.0,"L, 7-23",Lost,Under,1979
31,16,KAN,-3.0,33.0,"W, 3-0",Push,Under,1979
32,17,PHI,4.5,0.0,"W, 24-17",Won,Over,1979
33,18,RAM,3.5,0.0,"L, 0-9",Lost,Over,1979
34,1,@CIN,-1.0,34.0,"W, 17-12",Won,Under,1980
35,2,RAM,-3.0,40.0,"W, 10-9",Lost,Under,1980
36,3,@DAL,7.0,36.0,"L, 17-28",Lost,Over,1980
37,4,CLE,-3.0,35.0,"L, 27-34",Lost,Over,1980
38,5,@CHI,-1.0,35.0,"L, 0-23",Lost,Under,1980
39,6,GNB,-8.0,36.0,"T, 14-14",Lost,Under,1980
40,7,@HOU,9.0,34.0,"L, 14-20",Won,Push,1980
41,8,@SFO,-2.0,45.0,"W, 24-23",Lost,Over,1980
42,9,NYG,-7.0,39.0,"W, 30-13",Won,Over,1980
43,10,PIT,7.0,43.0,"L, 21-24",Won,Over,1980
44,11,@MIN,4.0,37.0,"L, 30-38",Lost,Over,1980
45,12,DET,-3.0,39.0,"L, 10-24",Lost,Under,1980
46,13,@GNB,4.0,38.0,"W, 20-17",Won,Under,1980
47,14,MIN,-2.0,39.0,"L, 10-21",Lost,Under,1980
48,15,@DET,6.0,39.0,"L, 14-27",Lost,Over,1980
49,16,CHI,1.0,35.0,"L, 13-14",Push,Under,1980
50,1,MIN,-1.0,37.0,"W, 21-13",Won,Under,1981
51,2,@KAN,3.0,38.0,"L, 10-19",Lost,Under,1981
52,3,@CHI,3.0,35.0,"L, 17-28",Lost,Over,1981
53,4,STL,-1.0,38.0,"W, 20-10",Won,Under,1981
54,5,DET,-1.0,36.0,"W, 28-10",Won,Over,1981
55,6,@GNB,4.0,38.0,"W, 21-10",Won,Under,1981
56,7,@OAK,4.0,35.0,"L, 16-18",Won,Under,1981
57,8,@PHI,9.5,37.0,"L, 10-20",Lost,Under,1981
58,9,CHI,-6.0,36.0,"W, 20-10",Won,Under,1981
59,10,@MIN,5.0,40.0,"L, 10-25",Lost,Under,1981
60,11,DEN,1.0,35.0,"L, 7-24",Lost,Under,1981
61,12,GNB,-3.0,34.0,"W, 37-3",Won,Over,1981
62,13,@NOR,-1.0,36.0,"W, 31-14",Won,Over,1981
63,14,ATL,3.0,41.0,"W, 24-23",Won,Over,1981
64,15,SDG,2.0,45.0,"L, 23-24",Won,Over,1981
65,16,@DET,6.0,41.0,"W, 20-17",Won,Under,1981
66,17,@DAL,8.0,37.0,"L, 0-38",Lost,Over,1981
67,1,@MIN,2.0,38.0,"L, 10-17",Lost,Under,1982
68,2,WAS,-3.5,37.0,"L, 13-21",Lost,Under,1982
69,3,@DAL,7.0,37.0,"L, 9-14",Won,Under,1982
70,4,MIA,2.0,33.0,"W, 23-17",Won,Over,1982
71,5,@NOR,2.5,35.0,"W, 13-10",Won,Under,1982
72,6,@NYJ,3.5,35.0,"L, 17-32",Lost,Over,1982
73,7,BUF,-1.0,34.0,"W, 24-23",Push,Over,1982
74,8,DET,-3.5,36.0,"W, 23-21",Lost,Over,1982
75,9,CHI,-5.0,36.0,"W, 26-23",Lost,Over,1982
76,10,@DAL,8.0,38.5,"L, 17-30",Lost,Over,1982
77,1,DET,-3.0,38.0,"L, 0-11",Lost,Under,1983
78,2,@CHI,2.5,35.5,"L, 10-17",Lost,Under,1983
79,3,MIN,1.0,35.0,"L, 16-19",Lost,Push,1983
80,4,CIN,-2.0,33.0,"L, 17-23",Lost,Over,1983
81,5,@GNB,6.5,42.0,"L, 14-55",Lost,Over,1983
82,6,@DAL,13.0,43.0,"L, 24-27",Won,Over,1983
83,7,STL,-3.0,39.0,"L, 27-34",Lost,Over,1983
84,8,NOR,2.5,42.0,"L, 21-24",Lost,Over,1983
85,9,@PIT,10.5,43.5,"L, 12-17",Won,Under,1983
86,10,@MIN,7.0,44.5,"W, 17-12",Won,Under,1983
87,11,@CLE,4.5,39.0,"L, 0-20",Lost,Under,1983
88,12,CHI,0.0,35.0,"L, 0-27",Lost,Under,1983
89,13,HOU,-2.0,37.0,"W, 33-24",Won,Over,1983
90,14,@SFO,10.0,41.0,"L, 21-35",Lost,Over,1983
91,15,GNB,4.0,47.0,"L, 9-12",Won,Under,1983
92,16,@DET,10.0,39.5,"L, 20-23",Won,Over,1983
93,1,@CHI,6.0,35.0,"L, 14-34",Lost,Over,1984
94,2,@NOR,7.0,43.0,"L, 13-17",Won,Under,1984
95,3,DET,3.5,40.5,"W, 21-17",Won,Under,1984
96,4,@NYG,6.0,41.0,"L, 14-17",Won,Under,1984
97,5,GNB,-2.0,35.0,"W, 30-27",Won,Over,1984
98,6,MIN,-3.0,40.0,"W, 35-31",Won,Over,1984
99,7,@DET,3.0,44.0,"L, 7-13",Lost,Under,1984
100,8,CHI,-1.0,39.5,"L, 9-44",Lost,Over,1984
101,9,@KAN,6.0,39.0,"L, 20-24",Won,Over,1984
102,10,@MIN,2.0,40.0,"L, 24-27",Lost,Over,1984
103,11,NYG,2.5,40.0,"W, 20-17",Won,Under,1984
104,12,@SFO,12.0,40.0,"L, 17-24",Won,Over,1984
105,13,RAM,3.0,37.0,"L, 33-34",Won,Over,1984
106,14,@GNB,6.0,45.0,"L, 14-27",Lost,Under,1984
107,15,ATL,-7.5,44.0,"W, 23-6",Won,Under,1984
108,16,NYJ,-4.0,43.0,"W, 41-21",Won,Over,1984
109,1,@CHI,7.5,39.0,"L, 28-38",Lost,Over,1985
110,2,MIN,-3.0,45.0,"L, 16-31",Lost,Over,1985
111,3,@NOR,2.5,43.0,"L, 13-20",Lost,Under,1985
112,4,@DET,4.0,42.0,"L, 9-30",Lost,Under,1985
113,5,CHI,8.0,42.0,"L, 19-27",Push,Over,1985
114,6,RAM,6.5,39.0,"L, 27-31",Won,Over,1985
115,7,@MIA,13.0,46.0,"L, 38-41",Won,Over,1985
116,8,NWE,2.0,46.5,"L, 14-32",Lost,Under,1985
117,9,@NYG,12.0,46.0,"L, 20-22",Won,Under,1985
118,10,STL,2.5,47.5,"W, 16-0",Won,Under,1985
119,11,@NYJ,9.5,42.0,"L, 28-62",Lost,Over,1985
120,12,DET,1.0,45.0,"W, 19-16",Won,Under,1985
121,13,@GNB,6.5,44.5,"L, 0-21",Lost,Under,1985
122,14,@MIN,6.5,45.0,"L, 7-26",Lost,Under,1985
123,15,IND,-3.5,44.0,"L, 23-31",Lost,Over,1985
124,16,GNB,2.5,44.0,"L, 17-20",Lost,Under,1985
125,1,SFO,9.0,43.0,"L, 7-31",Lost,Under,1986
126,2,MIN,1.5,42.0,"L, 10-23",Lost,Under,1986
127,3,@DET,9.0,42.0,"W, 24-20",Won,Over,1986
128,4,ATL,6.0,45.0,"L, 20-23",Won,Under,1986
129,5,@RAM,11.0,37.5,"L, 20-26",Won,Over,1986
130,6,STL,-3.0,38.0,"L, 19-30",Lost,Over,1986
131,7,@NOR,5.0,39.0,"L, 7-38",Lost,Over,1986
132,8,@KAN,9.5,42.0,"L, 20-27",Won,Over,1986
133,9,BUF,0.0,41.0,"W, 34-28",Won,Over,1986
134,10,CHI,10.5,38.0,"L, 3-23",Lost,Under,1986
135,11,@GNB,4.0,38.5,"L, 7-31",Lost,Under,1986
136,12,DET,3.5,38.0,"L, 17-38",Lost,Over,1986
137,13,@MIN,13.0,45.0,"L, 13-45",Lost,Over,1986
138,14,@CHI,17.0,35.0,"L, 14-48",Lost,Over,1986
139,15,GNB,4.0,44.0,"L, 7-21",Lost,Under,1986
140,16,@STL,12.5,41.0,"L, 17-21",Won,Under,1986
141,1,ATL,2.0,40.5,"W, 48-10",Won,Over,1987
142,2,@CHI,14.0,39.0,"L, 3-20",Lost,Under,1987
143,3,@DET,-2.0,0.0,"W, 31-27",Won,Over,1987
144,4,SDG,-3.0,0.0,"L, 13-17",Lost,Over,1987
145,5,MIN,-5.5,0.0,"W, 20-10",Won,Over,1987
146,6,CHI,10.0,38.0,"L, 26-27",Won,Over,1987
147,7,@GNB,2.0,42.5,"W, 23-17",Won,Under,1987
148,8,@STL,2.5,44.0,"L, 28-31",Lost,Over,1987
149,9,@MIN,9.0,47.5,"L, 17-23",Won,Under,1987
150,10,SFO,6.0,47.0,"L, 10-24",Lost,Under,1987
151,11,@RAM,4.5,43.0,"L, 3-35",Lost,Under,1987
152,12,@NOR,10.5,44.0,"L, 34-44",Won,Over,1987
153,13,DET,-6.0,47.5,"L, 10-20",Lost,Under,1987
154,14,STL,3.0,45.0,"L, 14-31",Lost,Push,1987
155,15,@IND,10.5,42.0,"L, 6-24",Lost,Under,1987
156,1,PHI,6.5,43.0,"L, 14-41",Lost,Over,1988
157,2,@GNB,6.5,42.0,"W, 13-10",Won,Under,1988
158,3,PHO,3.0,42.0,"L, 24-30",Lost,Over,1988
159,4,@NOR,13.5,44.0,"L, 9-13",Won,Under,1988
160,5,GNB,-2.5,39.0,"W, 27-24",Won,Over,1988
161,6,@MIN,13.0,43.0,"L, 13-14",Won,Under,1988
162,7,@IND,6.0,38.0,"L, 31-35",Won,Over,1988
163,8,MIN,3.5,42.0,"L, 20-49",Lost,Over,1988
164,9,MIA,4.0,46.0,"L, 14-17",Won,Under,1988
165,10,@CHI,9.5,36.0,"L, 10-28",Lost,Over,1988
166,11,@DET,2.5,38.0,"W, 23-20",Won,Over,1988
167,12,CHI,7.0,38.0,"L, 15-27",Lost,Over,1988
168,13,@ATL,4.5,40.0,"L, 10-17",Lost,Under,1988
169,14,BUF,7.5,38.0,"W, 10-5",Won,Under,1988
170,15,@NWE,9.0,35.0,"L, 7-10",Won,Under,1988
171,16,DET,-3.0,37.0,"W, 21-10",Won,Under,1988
172,1,@GNB,3.0,41.0,"W, 23-21",Won,Over,1989
173,2,SFO,7.0,44.0,"L, 16-20",Won,Under,1989
174,3,NOR,2.5,42.0,"W, 20-10",Won,Under,1989
175,4,@MIN,8.0,44.0,"L, 3-17",Lost,Under,1989
176,5,CHI,5.0,39.0,"W, 42-35",Won,Over,1989
177,6,DET,-6.5,40.0,"L, 16-17",Lost,Under,1989
178,7,@WAS,7.0,42.5,"L, 28-32",Won,Over,1989
179,8,@CIN,6.5,41.0,"L, 23-56",Lost,Over,1989
180,9,CLE,3.0,41.0,"L, 31-42",Lost,Over,1989
181,10,MIN,5.5,43.0,"L, 10-24",Lost,Under,1989
182,11,@CHI,11.0,40.5,"W, 32-31",Won,Over,1989
183,12,@PHO,1.0,43.5,"W, 14-13",Won,Under,1989
184,13,GNB,2.5,44.5,"L, 16-17",Won,Under,1989
185,14,@HOU,8.0,44.0,"L, 17-20",Won,Under,1989
186,15,@DET,3.0,40.5,"L, 7-33",Lost,Under,1989
187,16,PIT,3.0,40.0,"L, 22-31",Lost,Over,1989
188,1,@DET,6.5,43.0,"W, 38-21",Won,Over,1990
