,Week,Day,Date,Time,Outcome,OT,Rec,Home,Opp,Score_Tm,Score_Opp,Offense_1stD,Offense_TotYd,Offense_PassY,Offense_RushY,Offense_TO,Defense_1stD,Defense_TotYd,Defense_PassY,Defense_RushY,Defense_TO,Year,Expected Points_Offense,Expected Points_Defense,Expected Points_Sp. Tms
786,6,Sun,October 9,1:00PM ET,L,False,1-5,True,Washington Redskins,14.0,38.0,18.0,310.0,228.0,82.0,4.0,22.0,320.0,138.0,182.0,,1983,,,
787,7,Sun,October 16,1:00PM ET,W,False,2-5,False,Tampa Bay Buccaneers,34.0,27.0,17.0,279.0,143.0,136.0,2.0,17.0,270.0,196.0,74.0,3.0,1983,,,
788,8,Mon,October 24,9:00PM ET,T,True,2-5-1,True,New York Giants,20.0,20.0,23.0,384.0,184.0,200.0,3.0,18.0,274.0,162.0,112.0,3.0,1983,,,
789,9,Sun,October 30,1:00PM ET,W,False,3-5-1,True,Minnesota Vikings,41.0,31.0,24.0,420.0,238.0,182.0,2.0,23.0,348.0,289.0,59.0,3.0,1983,,,
790,10,Sun,November 6,4:00PM ET,L,False,3-6-1,False,Washington Redskins,7.0,45.0,15.0,267.0,188.0,79.0,5.0,23.0,374.0,165.0,209.0,2.0,1983,,,
791,11,Sun,November 13,1:00PM ET,W,False,4-6-1,True,Seattle Seahawks,33.0,28.0,22.0,408.0,231.0,177.0,2.0,15.0,249.0,165.0,84.0,2.0,1983,,,
792,12,Sun,November 20,1:00PM ET,W,False,5-6-1,True,San Diego Chargers,44.0,14.0,18.0,378.0,205.0,173.0,2.0,16.0,315.0,281.0,34.0,6.0,1983,,,
793,13,Thu,November 24,4:00PM ET,L,False,5-7-1,False,Dallas Cowboys,17.0,35.0,14.0,278.0,189.0,89.0,3.0,17.0,362.0,230.0,132.0,,1983,,,
794,14,Sun,December 4,1:00PM ET,W,False,6-7-1,False,New York Giants,10.0,6.0,10.0,161.0,81.0,80.0,2.0,9.0,142.0,81.0,61.0,5.0,1983,,,
795,15,Sun,December 11,4:00PM ET,W,False,7-7-1,False,Los Angeles Raiders,34.0,24.0,26.0,366.0,217.0,149.0,,23.0,327.0,212.0,115.0,4.0,1983,,,
796,16,Sun,December 18,1:00PM ET,W,False,8-7-1,True,Philadelphia Eagles,31.0,7.0,24.0,378.0,147.0,231.0,2.0,13.0,238.0,224.0,14.0,4.0,1983,,,
797,1,Sun,September 2,1:00PM ET,L,False,0-1,False,Green Bay Packers,23.0,24.0,19.0,417.0,260.0,157.0,1.0,21.0,266.0,164.0,102.0,1.0,1984,,,
798,2,Sun,September 9,1:00PM ET,W,False,1-1,True,Buffalo Bills,37.0,7.0,28.0,486.0,265.0,221.0,,9.0,171.0,117.0,54.0,3.0,1984,,,
799,3,Sun,September 16,1:00PM ET,W,False,2-1,False,Indianapolis Colts,34.0,33.0,19.0,397.0,265.0,132.0,3.0,22.0,399.0,210.0,189.0,3.0,1984,,,
800,4,Sun,September 23,1:00PM ET,L,False,2-2,False,New Orleans Saints,24.0,34.0,22.0,337.0,224.0,113.0,3.0,25.0,450.0,298.0,152.0,2.0,1984,,,
801,5,Sun,September 30,1:00PM ET,L,False,2-3,True,Miami Dolphins,28.0,36.0,24.0,445.0,308.0,137.0,1.0,26.0,552.0,420.0,132.0,,1984,,,
802,6,Sun,October 7,1:00PM ET,W,False,3-3,False,Dallas Cowboys,31.0,20.0,23.0,477.0,325.0,152.0,,19.0,298.0,177.0,121.0,3.0,1984,,,
803,7,Sun,October 14,1:00PM ET,W,False,4-3,True,Chicago Bears,38.0,21.0,23.0,354.0,230.0,124.0,1.0,20.0,370.0,192.0,178.0,3.0,1984,,,
804,8,Sun,October 21,1:00PM ET,W,False,5-3,True,Washington Redskins,26.0,24.0,22.0,456.0,336.0,120.0,2.0,21.0,296.0,193.0,103.0,1.0,1984,,,
805,9,Sun,October 28,1:00PM ET,W,False,6-3,False,Philadelphia Eagles,34.0,14.0,23.0,427.0,271.0,156.0,1.0,15.0,337.0,290.0,47.0,4.0,1984,,,
806,10,Sun,November 4,4:00PM ET,L,False,6-4,True,Los Angeles Rams,13.0,16.0,20.0,362.0,293.0,69.0,4.0,11.0,261.0,60.0,201.0,1.0,1984,,,
807,11,Sun,November 11,4:00PM ET,L,False,6-5,True,Dallas Cowboys,17.0,24.0,25.0,435.0,357.0,78.0,6.0,16.0,250.0,134.0,116.0,2.0,1984,,,
808,12,Sun,November 18,1:00PM ET,L,False,6-6,False,New York Giants,10.0,16.0,20.0,336.0,203.0,133.0,6.0,14.0,267.0,165.0,102.0,2.0,1984,,,
809,13,Sun,November 25,1:00PM ET,W,False,7-6,True,Philadelphia Eagles,17.0,16.0,12.0,219.0,100.0,119.0,3.0,17.0,291.0,196.0,95.0,2.0,1984,,,
810,14,Sun,December 2,1:00PM ET,W,False,8-6,False,New England Patriots,33.0,10.0,20.0,305.0,85.0,220.0,1.0,14.0,223.0,136.0,87.0,3.0,1984,,,
811,15,Sun,December 9,1:00PM ET,W,False,9-6,True,New York Giants,31.0,21.0,22.0,405.0,291.0,114.0,2.0,20.0,307.0,159.0,148.0,2.0,1984,,,
812,16,Sun,December 16,1:00PM ET,L,False,9-7,False,Washington Redskins,27.0,29.0,23.0,487.0,444.0,43.0,2.0,22.0,356.0,260.0,96.0,1.0,1984,,,
813,1,Sun,September 8,1:00PM ET,W,True,1-0,False,Cleveland Browns,27.0,24.0,15.0,286.0,186.0,100.0,,19.0,357.0,181.0,176.0,3.0,1985,,,
814,2,Sun,September 15,1:00PM ET,W,False,2-0,True,Cincinnati Bengals,41.0,27.0,27.0,447.0,237.0,210.0,2.0,20.0,370.0,254.0,116.0,2.0,1985,,,
815,3,Sun,September 22,1:00PM ET,L,False,2-1,False,New York Giants,17.0,27.0,18.0,289.0,206.0,83.0,3.0,19.0,318.0,163.0,155.0,1.0,1985,,,
816,4,Sun,September 29,1:00PM ET,W,False,3-1,True,Green Bay Packers,43.0,28.0,24.0,397.0,233.0,164.0,1.0,24.0,454.0,238.0,216.0,3.0,1985,,,
817,5,Mon,October 7,9:00PM ET,L,False,3-2,False,Washington Redskins,10.0,27.0,17.0,310.0,215.0,95.0,6.0,17.0,305.0,67.0,238.0,2.0,1985,,,
818,6,Sun,October 13,1:00PM ET,L,False,3-3,False,Philadelphia Eagles,7.0,30.0,12.0,268.0,187.0,81.0,2.0,18.0,354.0,243.0,111.0,,1985,,,
819,7,Sun,October 20,1:00PM ET,L,False,3-4,False,Pittsburgh Steelers,10.0,23.0,22.0,286.0,160.0,126.0,3.0,15.0,326.0,184.0,142.0,1.0,1985,,,
820,8,Sun,October 27,1:00PM ET,L,False,3-5,True,Houston Oilers,10.0,20.0,22.0,427.0,240.0,187.0,1.0,13.0,229.0,171.0,58.0,2.0,1985,,,
821,9,Mon,November 4,9:00PM ET,W,False,4-5,True,Dallas Cowboys,21.0,10.0,19.0,286.0,237.0,49.0,,18.0,248.0,159.0,89.0,3.0,1985,,,
822,10,Sun,November 10,1:00PM ET,L,False,4-6,False,Tampa Bay Buccaneers,0.0,16.0,17.0,279.0,184.0,95.0,3.0,16.0,306.0,182.0,124.0,2.0,1985,,,
823,11,Sun,November 17,1:00PM ET,L,False,4-7,True,Philadelphia Eagles,14.0,24.0,20.0,384.0,147.0,237.0,,21.0,283.0,107.0,176.0,1.0,1985,,,
824,12,Sun,November 24,4:00PM ET,L,False,4-8,True,New York Giants,3.0,34.0,13.0,221.0,181.0,40.0,5.0,20.0,313.0,152.0,161.0,2.0,1985,,,
825,13,Thu,November 28,3:00PM ET,L,False,4-9,False,Dallas Cowboys,17.0,35.0,24.0,365.0,281.0,84.0,3.0,23.0,393.0,277.0,116.0,1.0,1985,,,
826,14,Sun,December 8,1:00PM ET,W,False,5-9,True,New Orleans Saints,28.0,16.0,24.0,383.0,197.0,186.0,,21.0,287.0,216.0,71.0,2.0,1985,,,
827,15,Sun,December 15,4:00PM ET,L,False,5-10,False,Los Angeles Rams,14.0,46.0,14.0,213.0,131.0,82.0,3.0,22.0,425.0,217.0,208.0,,1985,,,
828,16,Sat,December 21,4:00PM ET,L,False,5-11,True,Washington Redskins,16.0,27.0,13.0,245.0,90.0,155.0,2.0,28.0,413.0,192.0,221.0,2.0,1985,,,
829,1,Sun,September 7,1:00PM ET,L,False,0-1,True,Los Angeles Rams,10.0,16.0,14.0,247.0,177.0,70.0,2.0,17.0,269.0,70.0,199.0,2.0,1986,,,
830,2,Sun,September 14,1:00PM ET,L,False,0-2,False,Atlanta Falcons,13.0,33.0,15.0,265.0,159.0,106.0,1.0,23.0,342.0,152.0,190.0,,1986,,,
831,3,Sun,September 21,1:00PM ET,L,False,0-3,False,Buffalo Bills,10.0,17.0,25.0,381.0,259.0,122.0,1.0,10.0,176.0,82.0,94.0,1.0,1986,,,
832,4,Mon,September 29,9:00PM ET,L,False,0-4,True,Dallas Cowboys,7.0,31.0,13.0,225.0,92.0,133.0,4.0,18.0,287.0,180.0,107.0,2.0,1986,,,
833,5,Sun,October 5,1:00PM ET,L,False,0-5,True,New York Giants,6.0,13.0,12.0,241.0,158.0,83.0,2.0,8.0,144.0,83.0,61.0,1.0,1986,,,
834,6,Sun,October 12,1:00PM ET,W,False,1-5,False,Tampa Bay Buccaneers,30.0,19.0,23.0,431.0,213.0,218.0,1.0,19.0,347.0,257.0,90.0,,1986,,,
835,7,Sun,October 19,1:00PM ET,L,False,1-6,False,Washington Redskins,21.0,28.0,20.0,242.0,124.0,118.0,1.0,21.0,354.0,232.0,122.0,3.0,1986,,,
836,8,Sun,October 26,4:00PM ET,L,False,1-7,False,Dallas Cowboys,6.0,37.0,11.0,200.0,152.0,48.0,1.0,30.0,445.0,268.0,177.0,1.0,1986,,,
837,9,Sun,November 2,1:00PM ET,W,False,2-7,True,Philadelphia Eagles,13.0,10.0,14.0,190.0,68.0,122.0,1.0,17.0,228.0,133.0,95.0,,1986,,,
838,10,Sun,November 9,4:00PM ET,L,False,2-8,False,San Francisco 49ers,17.0,43.0,22.0,364.0,269.0,95.0,4.0,23.0,460.0,296.0,164.0,1.0,1986,,,
839,11,Sun,November 16,1:00PM ET,L,False,2-9,True,New Orleans Saints,7.0,16.0,21.0,282.0,168.0,114.0,3.0,15.0,258.0,76.0,182.0,,1986,,,
840,12,Sun,November 23,4:00PM ET,W,False,3-9,True,Kansas City Chiefs,23.0,14.0,17.0,254.0,162.0,92.0,2.0,20.0,291.0,209.0,82.0,4.0,1986,,,
841,13,Sun,November 30,1:00PM ET,L,False,3-10,True,Washington Redskins,17.0,20.0,13.0,271.0,123.0,148.0,,23.0,353.0,256.0,97.0,1.0,1986,,,
842,14,Sun,December 7,1:00PM ET,T,True,3-10-1,False,Philadelphia Eagles,10.0,10.0,23.0,461.0,356.0,105.0,1.0,25.0,354.0,124.0,230.0,1.0,1986,,,
843,15,Sun,December 14,1:00PM ET,L,False,3-11-1,False,New York Giants,7.0,27.0,15.0,184.0,100.0,84.0,2.0,20.0,313.0,62.0,251.0,2.0,1986,,,
844,16,Sun,December 21,1:00PM ET,W,False,4-11-1,True,Tampa Bay Buccaneers,21.0,17.0,15.0,265.0,136.0,129.0,3.0,15.0,243.0,157.0,86.0,3.0,1986,,,
845,1,Sun,September 13,1:00PM ET,W,False,1-0,True,Dallas Cowboys,24.0,13.0,20.0,360.0,252.0,108.0,,19.0,322.0,197.0,125.0,1.0,1987,,,
846,2,Sun,September 20,4:00PM ET,L,False,1-1,False,San Diego Chargers,24.0,28.0,24.0,471.0,412.0,59.0,2.0,17.0,282.0,152.0,130.0,2.0,1987,,,
847,4,Sun,October 4,1:00PM ET,L,False,1-2,False,Washington Redskins,21.0,28.0,27.0,398.0,231.0,167.0,,18.0,452.0,334.0,118.0,1.0,1987,,,
848,5,Sun,October 11,1:00PM ET,W,False,2-2,True,New Orleans Saints,24.0,19.0,9.0,143.0,4.0,139.0,1.0,30.0,368.0,155.0,213.0,4.0,1987,,,
849,6,Sun,October 18,4:00PM ET,L,False,2-3,False,San Francisco 49ers,28.0,34.0,18.0,324.0,164.0,160.0,3.0,28.0,448.0,327.0,121.0,3.0,1987,,,
850,7,Sun,October 25,4:00PM ET,L,False,2-4,False,New York Giants,7.0,30.0,19.0,308.0,257.0,51.0,4.0,21.0,394.0,232.0,162.0,1.0,1987,,,
851,8,Sun,November 1,1:00PM ET,L,False,2-5,True,Philadelphia Eagles,23.0,28.0,27.0,409.0,232.0,177.0,3.0,14.0,328.0,266.0,62.0,2.0,1987,,,
852,9,Sun,November 8,1:00PM ET,W,False,3-5,True,Tampa Bay Buccaneers,31.0,28.0,26.0,415.0,278.0,137.0,2.0,26.0,377.0,294.0,83.0,1.0,1987,,,
853,10,Sun,November 15,1:00PM ET,L,False,3-6,True,Los Angeles Rams,24.0,27.0,19.0,280.0,156.0,124.0,1.0,21.0,383.0,144.0,239.0,2.0,1987,,,
854,11,Sun,November 22,1:00PM ET,W,False,4-6,False,Philadelphia Eagles,31.0,19.0,18.0,324.0,232.0,92.0,3.0,17.0,300.0,240.0,60.0,3.0,1987,,,
855,12,Sun,November 29,1:00PM ET,W,False,5-6,False,Atlanta Falcons,34.0,21.0,24.0,476.0,363.0,113.0,2.0,18.0,267.0,147.0,120.0,4.0,1987,,,
856,13,Sun,December 6,1:00PM ET,L,False,5-7,True,Washington Redskins,17.0,34.0,21.0,323.0,195.0,128.0,2.0,18.0,411.0,231.0,180.0,3.0,1987,,,
857,14,Sun,December 13,4:00PM ET,W,False,6-7,True,New York Giants,27.0,24.0,23.0,322.0,164.0,158.0,,23.0,397.0,335.0,62.0,2.0,1987,,,
858,15,Sun,December 20,4:00PM ET,W,False,7-7,False,Tampa Bay Buccaneers,31.0,14.0,24.0,351.0,217.0,134.0,2.0,19.0,370.0,207.0,163.0,4.0,1987,,,
859,16,Sun,December 27,1:00PM ET,L,False,7-8,False,Dallas Cowboys,16.0,21.0,26.0,422.0,296.0,126.0,2.0,17.0,285.0,122.0,163.0,,1987,,,
860,1,Sun,September 4,1:00PM ET,L,False,0-1,False,Cincinnati Bengals,14.0,21.0,23.0,374.0,207.0,167.0,2.0,21.0,403.0,251.0,152.0,1.0,1988,,,
861,2,Mon,September 12,8:00PM ET,L,False,0-2,True,Dallas Cowboys,14.0,17.0,22.0,367.0,237.0,130.0,1.0,18.0,352.0,162.0,190.0,1.0,1988,,,
862,3,Sun,September 18,1:00PM ET,W,False,1-2,False,Tampa Bay Buccaneers,30.0,24.0,24.0,475.0,294.0,181.0,,15.0,298.0,184.0,114.0,3.0,1988,,,
863,4,Sun,September 25,4:00PM ET,W,False,2-2,True,Washington Redskins,30.0,21.0,18.0,323.0,138.0,185.0,1.0,20.0,335.0,282.0,53.0,2.0,1988,,,
864,5,Sun,October 2,4:00PM ET,W,False,3-2,False,Los Angeles Rams,41.0,27.0,30.0,519.0,332.0,187.0,1.0,23.0,353.0,268.0,85.0,3.0,1988,,,
865,6,Sun,October 9,4:00PM ET,W,False,4-2,True,Pittsburgh Steelers,31.0,14.0,21.0,388.0,285.0,103.0,3.0,10.0,203.0,125.0,78.0,2.0,1988,,,
866,7,Sun,October 16,1:00PM ET,L,False,4-3,False,Washington Redskins,17.0,33.0,23.0,381.0,305.0,76.0,2.0,16.0,386.0,289.0,97.0,1.0,1988,,,
867,8,Sun,October 23,4:00PM ET,L,False,4-4,True,Cleveland Browns,21.0,29.0,27.0,330.0,161.0,169.0,4.0,21.0,369.0,301.0,68.0,4.0,1988,,,
868,9,Sun,October 30,1:00PM ET,W,False,5-4,False,Dallas Cowboys,16.0,10.0,15.0,295.0,135.0,160.0,,11.0,228.0,103.0,125.0,2.0,1988,,,
869,10,Sun,November 6,4:00PM ET,W,False,6-4,True,San Francisco 49ers,24.0,23.0,21.0,355.0,288.0,67.0,3.0,22.0,357.0,117.0,240.0,,1988,,,
870,11,Sun,November 13,4:00PM ET,W,False,7-4,True,New York Giants,24.0,17.0,24.0,495.0,351.0,144.0,2.0,21.0,280.0,188.0,92.0,,1988,,,
871,12,Sun,November 20,1:00PM ET,L,False,7-5,False,Houston Oilers,20.0,38.0,17.0,314.0,254.0,60.0,2.0,23.0,385.0,261.0,124.0,,1988,,,
872,13,Sun,November 27,1:00PM ET,L,False,7-6,False,Philadelphia Eagles,21.0,31.0,25.0,369.0,202.0,167.0,5.0,17.0,292.0,201.0,91.0,4.0,1988,,,
873,14,Sun,December 4,1:00PM ET,L,False,7-7,False,New York Giants,7.0,44.0,7.0,158.0,91.0,67.0,5.0,25.0,301.0,131.0,170.0,1.0,1988,,,
874,15,Sat,December 10,4:00PM ET,L,False,7-8,True,Philadelphia Eagles,17.0,23.0,23.0,399.0,353.0,46.0,3.0,16.0,283.0,142.0,141.0,2.0,1988,,,
875,16,Sun,December 18,4:00PM ET,L,False,7-9,True,Green Bay Packers,17.0,26.0,16.0,265.0,147.0,118.0,1.0,22.0,344.0,239.0,105.0,3.0,1988,,,
876,1,Sun,September 10,1:00PM ET,W,False,1-0,False,Detroit Lions,16.0,13.0,19.0,329.0,264.0,65.0,1.0,13.0,258.0,99.0,159.0,1.0,1989,,,
877,2,Sun,September 17,4:00PM ET,W,False,2-0,False,Seattle Seahawks,34.0,24.0,25.0,469.0,298.0,171.0,2.0,23.0,346.0,269.0,77.0,1.0,1989,,,
878,3,Sun,September 24,1:00PM ET,L,False,2-1,False,New York Giants,7.0,35.0,16.0,248.0,183.0,65.0,6.0,16.0,366.0,204.0,162.0,1.0,1989,,,
879,4,Sun,October 1,4:00PM ET,L,False,2-2,True,San Diego Chargers,13.0,24.0,17.0,301.0,232.0,69.0,4.0,13.0,268.0,165.0,103.0,,1989,,,
880,5,Sun,October 8,4:00PM ET,L,False,2-3,False,Washington Redskins,28.0,30.0,19.0,381.0,291.0,90.0,4.0,28.0,508.0,333.0,175.0,1.0,1989,,,
881,6,Sun,October 15,4:00PM ET,L,False,2-4,True,Philadelphia Eagles,5.0,17.0,20.0,337.0,223.0,114.0,8.0,18.0,353.0,186.0,167.0,4.0,1989,,,
882,7,Sun,October 22,4:00PM ET,W,False,3-4,True,Atlanta Falcons,34.0,20.0,21.0,299.0,174.0,125.0,1.0,22.0,351.0,240.0,111.0,2.0,1989,,,
883,8,Sun,October 29,1:00PM ET,W,False,4-4,False,Dallas Cowboys,19.0,10.0,17.0,300.0,142.0,158.0,,18.0,309.0,264.0,45.0,3.0,1989,,,
884,9,Sun,November 5,4:00PM ET,L,False,4-5,True,New York Giants,13.0,20.0,14.0,186.0,111.0,75.0,1.0,22.0,384.0,174.0,210.0,2.0,1989,,,
885,10,Sun,November 12,4:00PM ET,W,False,5-5,True,Dallas Cowboys,24.0,20.0,15.0,385.0,316.0,69.0,,21.0,444.0,367.0,77.0,4.0,1989,,,
886,11,Sun,November 19,4:00PM ET,L,False,5-6,False,Los Angeles Rams,14.0,37.0,13.0,292.0,216.0,76.0,4.0,16.0,436.0,301.0,135.0,1.0,1989,,,
887,12,Sun,November 26,4:00PM ET,L,False,5-7,True,Tampa Bay Buccaneers,13.0,14.0,12.0,237.0,194.0,43.0,2.0,23.0,260.0,139.0,121.0,2.0,1989,,,
888,13,Sun,December 3,4:00PM ET,L,False,5-8,True,Washington Redskins,10.0,29.0,15.0,263.0,234.0,29.0,3.0,23.0,303.0,168.0,135.0,1.0,1989,,,
889,14,Sun,December 10,4:00PM ET,L,False,5-9,False,Los Angeles Raiders,14.0,16.0,18.0,248.0,126.0,122.0,2.0,19.0,384.0,230.0,154.0,1.0,1989,,,
890,15,Sat,December 16,4:00PM ET,L,False,5-10,True,Denver Broncos,0.0,37.0,7.0,101.0,79.0,22.0,3.0,28.0,475.0,271.0,204.0,2.0,1989,,,
891,16,Sun,December 24,1:00PM ET,L,False,5-11,False,Philadelphia Eagles,14.0,31.0,14.0,265.0,197.0,68.0,3.0,26.0,432.0,165.0,267.0,1.0,1989,,,
892,1,Sun,September 9,1:00PM ET,L,False,0-1,False,Washington Redskins,0.0,31.0,20.0,294.0,206.0,88.0,5.0,19.0,347.0,229.0,118.0,,1990,,,
893,2,Sun,September 16,1:00PM ET,W,False,1-1,False,Philadelphia Eagles,23.0,21.0,14.0,234.0,89.0,145.0,1.0,17.0,327.0,223.0,104.0,3.0,1990,,,
894,3,Sun,September 23,1:00PM ET,L,False,1-2,False,New Orleans Saints,7.0,28.0,15.0,297.0,186.0,111.0,2.0,21.0,297.0,146.0,151.0,1.0,1990,,,
895,4,Sun,September 30,8:00PM ET,L,False,1-3,True,Washington Redskins,10.0,38.0,13.0,192.0,80.0,112.0,1.0,26.0,436.0,257.0,179.0,,1990,,,
896,5,,,,,False,,True,Bye Week,,,,,,,,,,,,,1990,,,
897,6,Sun,October 14,4:00PM ET,W,False,2-3,True,Dallas Cowboys,20.0,3.0,23.0,414.0,191.0,223.0,2.0,9.0,100.0,34.0,66.0,3.0,1990,,,
898,7,Sun,October 21,4:00PM ET,L,False,2-4,False,New York Giants,19.0,20.0,14.0,221.0,96.0,125.0,,18.0,321.0,164.0,157.0,2.0,1990,,,
899,8,Sun,October 28,4:00PM ET,L,False,2-5,True,Chicago Bears,21.0,31.0,19.0,331.0,223.0,108.0,1.0,20.0,382.0,159.0,223.0,1.0,1990,,,
900,9,Sun,November 4,1:00PM ET,L,False,2-6,False,Miami Dolphins,3.0,23.0,11.0,205.0,131.0,74.0,2.0,20.0,350.0,205.0,145.0,1.0,1990,,,
901,10,Sun,November 11,1:00PM ET,L,False,2-7,False,Buffalo Bills,14.0,45.0,11.0,127.0,46.0,81.0,4.0,20.0,360.0,154.0,206.0,2.0,1990,,,
902,11,Sun,November 18,4:00PM ET,L,False,2-8,True,Green Bay Packers,21.0,24.0,21.0,441.0,280.0,161.0,2.0,22.0,375.0,250.0,125.0,2.0,1990,,,
903,12,Sun,November 25,4:00PM ET,W,False,3-8,True,New England Patriots,34.0,14.0,25.0,363.0,162.0,201.0,1.0,16.0,256.0,142.0,114.0,2.0,1990,,,
904,13,Sun,December 2,4:00PM ET,W,False,4-8,True,Indianapolis Colts,20.0,17.0,17.0,276.0,144.0,132.0,1.0,14.0,251.0,142.0,109.0,2.0,1990,,,
905,14,Sun,December 9,1:00PM ET,W,False,5-8,False,Atlanta Falcons,24.0,13.0,20.0,361.0,216.0,145.0,2.0,15.0,318.0,222.0,96.0,4.0,1990,,,
906,15,Sun,December 16,1:00PM ET,L,False,5-9,False,Dallas Cowboys,10.0,41.0,9.0,200.0,151.0,49.0,4.0,25.0,354.0,166.0,188.0,3.0,1990,,,
907,16,Sun,December 23,4:00PM ET,L,False,5-10,True,New York Giants,21.0,24.0,20.0,452.0,368.0,84.0,2.0,20.0,348.0,185.0,163.0,,1990,,,
908,17,Sat,December 29,4:00PM ET,L,False,5-11,True,Philadelphia Eagles,21.0,23.0,18.0,337.0,264.0,73.0,2.0,24.0,394.0,220.0,174.0,1.0,1990,,,
909,1,Sun,September 1,4:00PM ET,W,False,1-0,False,Los Angeles Rams,24.0,14.0,13.0,193.0,124.0,69.0,,25.0,375.0,276.0,99.0,7.0,1991,,,
910,2,Sun,September 8,1:00PM ET,W,False,2-0,False,Philadelphia Eagles,26.0,10.0,10.0,297.0,217.0,80.0,2.0,17.0,307.0,229.0,78.0,6.0,1991,,,
911,3,Sun,September 15,1:00PM ET,L,False,2-1,False,Washington Redskins,0.0,34.0,10.0,165.0,110.0,55.0,4.0,22.0,350.0,181.0,169.0,2.0,1991,,,
912,4,Sun,September 22,8:00PM ET,L,False,2-2,True,Dallas Cowboys,9.0,17.0,20.0,322.0,220.0,102.0,1.0,11.0,320.0,139.0,181.0,1.0,1991,,,
913,5,Sun,September 29,4:00PM ET,W,False,3-2,True,New England Patriots,24.0,10.0,24.0,435.0,300.0,135.0,3.0,12.0,214.0,99.0,115.0,3.0,1991,,,
914,6,Sun,October 6,4:00PM ET,L,False,3-3,False,New York Giants,9.0,20.0,21.0,307.0,214.0,93.0,2.0,19.0,368.0,200.0,168.0,1.0,1991,,,
915,7,Sun,October 13,1:00PM ET,L,False,3-4,False,Minnesota Vikings,7.0,34.0,17.0,254.0,204.0,50.0,1.0,25.0,385.0,254.0,131.0,,1991,,,
916,8,Sun,October 20,4:00PM ET,W,False,4-4,True,Atlanta Falcons,16.0,10.0,16.0,266.0,98.0,168.0,2.0,15.0,318.0,211.0,107.0,5.0,1991,,,
917,9,Sun,October 27,4:00PM ET,L,False,4-5,True,Minnesota Vikings,0.0,28.0,7.0,158.0,122.0,36.0,3.0,23.0,354.0,142.0,212.0,1.0,1991,,,
918,10,Sun,November 3,4:00PM ET,L,False,4-6,False,Dallas Cowboys,7.0,27.0,16.0,239.0,130.0,109.0,3.0,22.0,286.0,165.0,121.0,2.0,1991,,,
919,11,Sun,November 10,4:00PM ET,L,False,4-7,True,New York Giants,14.0,21.0,14.0,244.0,189.0,55.0,2.0,17.0,290.0,110.0,180.0,1.0,1991,,,
920,12,Sun,November 17,4:00PM ET,L,False,4-8,False,San Francisco 49ers,10.0,14.0,13.0,176.0,112.0,64.0,,22.0,257.0,169.0,88.0,1.0,1991,,,
921,13,Sun,November 24,4:00PM ET,L,False,4-9,True,Philadelphia Eagles,14.0,34.0,14.0,236.0,168.0,68.0,7.0,16.0,289.0,154.0,135.0,3.0,1991,,,
922,14,,,,,False,,True,Bye Week,,,,,,,,,,,,,1991,,,
923,15,Sun,December 8,4:00PM ET,L,False,4-10,True,Washington Redskins,14.0,20.0,11.0,194.0,128.0,66.0,2.0,21.0,384.0,249.0,135.0,1.0,1991,,,
924,16,Sun,December 15,4:00PM ET,L,False,4-11,False,Denver Broncos,19.0,24.0,13.0,231.0,158.0,73.0,,22.0,365.0,243.0,122.0,3.0,1991,,,
925,17,Sun,December 22,4:00PM ET,L,False,4-12,True,New Orleans Saints,3.0,27.0,18.0,245.0,173.0,72.0,7.0,12.0,190.0,95.0,95.0,1.0,1991,,,
926,1,Sun,September 6,4:00PM ET,L,False,0-1,False,Tampa Bay Buccaneers,7.0,23.0,14.0,181.0,120.0,61.0,3.0,17.0,268.0,140.0,128.0,,1992,,,
927,2,Sun,September 13,8:00PM ET,L,False,0-2,True,Philadelphia Eagles,14.0,31.0,14.0,239.0,185.0,54.0,1.0,21.0,365.0,235.0,130.0,2.0,1992,,,
928,3,Sun,September 20,4:00PM ET,L,False,0-3,False,Dallas Cowboys,20.0,31.0,24.0,438.0,371.0,67.0,2.0,21.0,413.0,263.0,150.0,,1992,,,
929,4,,,,,False,,True,Bye Week,,,,,,,,,,,,,1992,,,
930,5,Sun,October 4,4:00PM ET,W,False,1-3,True,Washington Redskins,27.0,24.0,21.0,266.0,163.0,103.0,2.0,19.0,365.0,258.0,107.0,3.0,1992,,,
931,6,Sun,October 11,1:00PM ET,L,False,1-4,False,New York Giants,21.0,31.0,22.0,306.0,193.0,113.0,1.0,20.0,399.0,139.0,260.0,,1992,,,
932,7,Sun,October 18,4:00PM ET,L,False,1-5,True,New Orleans Saints,21.0,30.0,15.0,254.0,194.0,60.0,1.0,20.0,399.0,349.0,50.0,1.0,1992,,,
933,8,Sun,October 25,1:00PM ET,L,False,1-6,False,Philadelphia Eagles,3.0,7.0,13.0,253.0,158.0,95.0,4.0,11.0,247.0,84.0,163.0,1.0,1992,,,
934,9,Sun,November 1,4:00PM ET,W,False,2-6,True,San Francisco 49ers,24.0,14.0,21.0,342.0,197.0,145.0,2.0,19.0,330.0,267.0,63.0,4.0,1992,,,
935,10,Sun,November 8,4:00PM ET,W,False,3-6,False,Los Angeles Rams,20.0,14.0,18.0,324.0,216.0,108.0,,19.0,302.0,248.0,54.0,3.0,1992,,,
936,11,Sun,November 15,1:00PM ET,L,False,3-7,False,Atlanta Falcons,17.0,20.0,15.0,271.0,239.0,32.0,4.0,19.0,337.0,223.0,114.0,3.0,1992,,,
