,Week,Day,Date,Time,Outcome,OT,Rec,Home,Opp,Score_Tm,Score_Opp,Offense_1stD,Offense_TotYd,Offense_PassY,Offense_RushY,Offense_TO,Defense_1stD,Defense_TotYd,Defense_PassY,Defense_RushY,Defense_TO,Year,Expected Points_Offense,Expected Points_Defense,Expected Points_Sp. Tms
436,9,Sun,November 23,,L,False,2-6-1,True,Pittsburgh Steelers,20.0,27.0,18.0,315.0,242.0,73.0,3.0,18.0,458.0,374.0,84.0,2.0,1958,,,
437,10,Sun,November 30,,L,False,2-7-1,True,Los Angeles Rams,14.0,20.0,17.0,294.0,234.0,60.0,3.0,18.0,306.0,161.0,145.0,1.0,1958,,,
438,11,Sun,December 7,,L,False,2-8-1,False,Chicago Bears,14.0,30.0,12.0,134.0,84.0,50.0,8.0,17.0,313.0,162.0,151.0,8.0,1958,,,
439,12,Sat,December 13,,L,False,2-9-1,False,Pittsburgh Steelers,21.0,38.0,17.0,277.0,244.0,33.0,7.0,35.0,683.0,472.0,211.0,3.0,1958,,,
440,1,Sun,September 27,,W,False,1-0,True,Washington Redskins,49.0,21.0,25.0,569.0,319.0,250.0,1.0,23.0,419.0,226.0,193.0,5.0,1959,,,
441,2,Sun,October 4,,L,False,1-1,True,Cleveland Browns,7.0,34.0,21.0,273.0,172.0,101.0,5.0,20.0,299.0,139.0,160.0,,1959,,,
442,3,Sun,October 11,,L,False,1-2,False,Washington Redskins,14.0,23.0,20.0,298.0,194.0,104.0,4.0,17.0,280.0,112.0,168.0,3.0,1959,,,
443,4,Sun,October 18,,L,False,1-3,False,Cleveland Browns,7.0,17.0,13.0,220.0,122.0,98.0,4.0,18.0,295.0,126.0,169.0,,1959,,,
444,5,Sun,October 25,,L,False,1-4,True,Philadelphia Eagles,24.0,28.0,14.0,313.0,150.0,163.0,6.0,22.0,399.0,231.0,168.0,2.0,1959,,,
445,6,Sun,November 1,,W,False,2-4,True,Pittsburgh Steelers,45.0,24.0,20.0,336.0,70.0,266.0,3.0,20.0,329.0,154.0,175.0,6.0,1959,,,
446,7,Sun,November 8,,L,False,2-5,False,New York Giants,3.0,9.0,6.0,163.0,49.0,114.0,5.0,11.0,274.0,144.0,130.0,3.0,1959,,,
447,8,Sun,November 15,,L,False,2-6,False,Philadelphia Eagles,17.0,27.0,11.0,181.0,52.0,129.0,7.0,18.0,377.0,218.0,159.0,4.0,1959,,,
448,9,Sun,November 22,,L,False,2-7,True,New York Giants,20.0,30.0,9.0,96.0,,96.0,4.0,12.0,386.0,268.0,118.0,2.0,1959,,,
449,10,Sun,November 29,,L,False,2-8,True,Chicago Bears,7.0,31.0,13.0,270.0,99.0,171.0,7.0,15.0,273.0,180.0,93.0,1.0,1959,,,
450,11,Sun,December 6,,L,False,2-9,False,Detroit Lions,21.0,45.0,16.0,289.0,218.0,71.0,5.0,24.0,377.0,158.0,219.0,3.0,1959,,,
451,12,Sun,December 13,,L,False,2-10,False,Pittsburgh Steelers,20.0,35.0,11.0,164.0,114.0,50.0,4.0,12.0,307.0,185.0,122.0,1.0,1959,,,
452,1,Fri,September 23,,W,False,1-0,False,Los Angeles Rams,43.0,21.0,20.0,430.0,281.0,149.0,5.0,16.0,238.0,188.0,50.0,6.0,1960,,,
453,2,Sun,October 2,,L,False,1-1,True,New York Giants,14.0,35.0,11.0,222.0,115.0,107.0,5.0,18.0,405.0,268.0,137.0,6.0,1960,,,
454,3,Sun,October 9,,L,False,1-2,False,Philadelphia Eagles,27.0,31.0,20.0,364.0,145.0,219.0,6.0,14.0,293.0,199.0,94.0,3.0,1960,,,
455,4,Sun,October 16,,L,False,1-3,False,Pittsburgh Steelers,14.0,27.0,20.0,295.0,154.0,141.0,6.0,12.0,237.0,146.0,91.0,,1960,,,
456,5,Sun,October 23,,W,False,2-3,True,Dallas Cowboys,12.0,10.0,17.0,306.0,80.0,226.0,3.0,9.0,175.0,124.0,51.0,2.0,1960,,,
457,6,Sun,October 30,,W,False,3-3,False,New York Giants,20.0,13.0,15.0,260.0,75.0,185.0,3.0,16.0,225.0,116.0,109.0,8.0,1960,,,
458,7,Sun,November 6,,W,False,4-3,True,Washington Redskins,44.0,7.0,25.0,499.0,238.0,261.0,2.0,9.0,178.0,39.0,139.0,4.0,1960,,,
459,8,Sun,November 13,,L,False,4-4,False,Cleveland Browns,27.0,28.0,18.0,385.0,215.0,170.0,3.0,20.0,402.0,168.0,234.0,3.0,1960,,,
460,9,Sun,November 20,,W,False,5-4,False,Washington Redskins,26.0,14.0,28.0,515.0,248.0,267.0,5.0,8.0,154.0,117.0,37.0,5.0,1960,,,
461,10,Sun,November 27,,T,False,5-4-1,True,Cleveland Browns,17.0,17.0,21.0,322.0,127.0,195.0,6.0,17.0,274.0,88.0,186.0,2.0,1960,,,
462,11,Sun,December 4,,L,False,5-5-1,True,Philadelphia Eagles,6.0,20.0,13.0,190.0,25.0,165.0,2.0,10.0,268.0,214.0,54.0,1.0,1960,,,
463,13,Sun,December 18,,W,False,6-5-1,True,Pittsburgh Steelers,38.0,7.0,21.0,379.0,108.0,271.0,1.0,9.0,180.0,150.0,30.0,4.0,1960,,,
464,1,Sun,September 17,,W,False,1-0,False,New York Giants,21.0,10.0,15.0,239.0,76.0,163.0,2.0,12.0,157.0,74.0,83.0,5.0,1961,,,
465,2,Sun,September 24,,L,False,1-1,False,Cleveland Browns,17.0,20.0,18.0,185.0,90.0,95.0,3.0,14.0,245.0,134.0,111.0,4.0,1961,,,
466,3,Sun,October 1,,W,False,2-1,False,Philadelphia Eagles,30.0,27.0,19.0,368.0,145.0,223.0,3.0,20.0,451.0,371.0,80.0,3.0,1961,,,
467,4,Sun,October 8,,L,False,2-2,True,New York Giants,9.0,24.0,5.0,160.0,132.0,28.0,7.0,15.0,224.0,153.0,71.0,2.0,1961,,,
468,5,Sun,October 15,,L,False,2-3,True,Philadelphia Eagles,7.0,20.0,14.0,200.0,121.0,79.0,2.0,14.0,269.0,212.0,57.0,1.0,1961,,,
469,6,Sun,October 22,,W,False,3-3,False,Washington Redskins,24.0,0.0,14.0,242.0,155.0,87.0,,11.0,89.0,48.0,41.0,2.0,1961,,,
470,7,Sun,October 29,,L,False,3-4,True,Cleveland Browns,10.0,21.0,13.0,195.0,118.0,77.0,3.0,15.0,326.0,102.0,224.0,2.0,1961,,,
471,8,Sun,November 5,,W,False,4-4,False,Dallas Cowboys,31.0,17.0,13.0,193.0,71.0,122.0,1.0,18.0,374.0,238.0,136.0,5.0,1961,,,
472,9,Sun,November 12,,L,False,4-5,True,Detroit Lions,14.0,45.0,21.0,214.0,179.0,35.0,4.0,16.0,372.0,171.0,201.0,1.0,1961,,,
473,10,Sun,November 19,,L,False,4-6,False,Baltimore Colts,0.0,16.0,8.0,129.0,49.0,80.0,2.0,24.0,406.0,227.0,179.0,1.0,1961,,,
474,11,Sun,November 26,,L,False,4-7,False,Pittsburgh Steelers,27.0,30.0,12.0,224.0,165.0,59.0,7.0,19.0,347.0,187.0,160.0,7.0,1961,,,
475,12,Sun,December 3,,W,False,5-7,True,Washington Redskins,38.0,24.0,21.0,450.0,301.0,149.0,3.0,13.0,362.0,222.0,140.0,2.0,1961,,,
476,13,Sun,December 10,,W,False,6-7,True,Dallas Cowboys,31.0,13.0,14.0,334.0,260.0,74.0,3.0,8.0,126.0,16.0,110.0,3.0,1961,,,
477,14,Sun,December 17,,W,False,7-7,True,Pittsburgh Steelers,20.0,0.0,15.0,245.0,111.0,134.0,1.0,16.0,238.0,155.0,83.0,6.0,1961,,,
478,1,Sun,September 16,,W,False,1-0,False,Philadelphia Eagles,27.0,21.0,23.0,354.0,179.0,175.0,,13.0,285.0,257.0,28.0,2.0,1962,,,
479,2,Sun,September 23,,L,False,1-1,False,Green Bay Packers,0.0,17.0,11.0,131.0,115.0,16.0,5.0,20.0,334.0,163.0,171.0,4.0,1962,,,
480,3,Sun,September 30,,L,False,1-2,False,Washington Redskins,14.0,24.0,23.0,351.0,285.0,66.0,8.0,14.0,294.0,205.0,89.0,3.0,1962,,,
481,4,Sun,October 7,,L,False,1-3,True,New York Giants,14.0,31.0,15.0,224.0,120.0,104.0,2.0,21.0,332.0,231.0,101.0,2.0,1962,,,
482,5,Sun,October 14,,T,False,1-3-1,True,Washington Redskins,17.0,17.0,16.0,309.0,251.0,58.0,2.0,15.0,321.0,259.0,62.0,1.0,1962,,,
483,6,Sun,October 21,,L,False,1-4-1,True,Cleveland Browns,7.0,34.0,16.0,191.0,101.0,90.0,3.0,26.0,487.0,351.0,136.0,,1962,,,
484,7,Sun,October 28,,W,False,2-4-1,False,Dallas Cowboys,28.0,24.0,14.0,349.0,239.0,110.0,5.0,20.0,379.0,178.0,201.0,4.0,1962,,,
485,8,Sun,November 4,,L,False,2-5-1,False,New York Giants,28.0,31.0,29.0,494.0,353.0,141.0,5.0,15.0,266.0,181.0,85.0,1.0,1962,,,
486,9,Sun,November 11,,L,False,2-6-1,True,Pittsburgh Steelers,17.0,26.0,17.0,335.0,220.0,115.0,5.0,16.0,253.0,59.0,194.0,1.0,1962,,,
487,10,Sun,November 18,,L,False,2-7-1,False,Cleveland Browns,14.0,38.0,20.0,359.0,149.0,210.0,4.0,22.0,361.0,225.0,136.0,2.0,1962,,,
488,11,Sun,November 25,,L,False,2-8-1,True,San Francisco 49ers,17.0,24.0,18.0,314.0,150.0,164.0,3.0,15.0,215.0,97.0,118.0,,1962,,,
489,12,Sun,December 2,,L,False,2-9-1,False,Pittsburgh Steelers,7.0,19.0,14.0,271.0,213.0,58.0,4.0,23.0,412.0,174.0,238.0,2.0,1962,,,
490,13,Sun,December 9,,W,False,3-9-1,True,Dallas Cowboys,52.0,20.0,22.0,527.0,310.0,217.0,3.0,14.0,274.0,188.0,86.0,5.0,1962,,,
491,14,Sun,December 16,,W,False,4-9-1,True,Philadelphia Eagles,45.0,35.0,30.0,589.0,415.0,174.0,2.0,17.0,498.0,419.0,79.0,4.0,1962,,,
492,1,Sat,September 14,,W,False,1-0,False,Dallas Cowboys,34.0,7.0,20.0,339.0,133.0,206.0,1.0,16.0,254.0,143.0,111.0,1.0,1963,,,
493,2,Sun,September 22,,W,False,2-0,False,Philadelphia Eagles,28.0,24.0,27.0,405.0,209.0,196.0,3.0,12.0,219.0,156.0,63.0,1.0,1963,,,
494,3,Sun,September 29,,L,False,2-1,False,Pittsburgh Steelers,10.0,23.0,13.0,303.0,166.0,137.0,5.0,14.0,217.0,38.0,179.0,1.0,1963,,,
495,4,Sun,October 6,,W,False,3-1,False,Minnesota Vikings,56.0,14.0,26.0,520.0,334.0,186.0,1.0,17.0,218.0,145.0,73.0,3.0,1963,,,
496,5,Sun,October 13,,W,False,4-1,True,Pittsburgh Steelers,24.0,23.0,23.0,525.0,408.0,117.0,3.0,14.0,321.0,215.0,106.0,1.0,1963,,,
497,6,Sun,October 20,,L,False,4-2,True,Green Bay Packers,7.0,30.0,12.0,248.0,208.0,40.0,5.0,21.0,324.0,99.0,225.0,3.0,1963,,,
498,7,Sun,October 27,,W,False,5-2,False,Washington Redskins,21.0,7.0,21.0,404.0,270.0,134.0,4.0,16.0,183.0,89.0,94.0,6.0,1963,,,
499,8,Sun,November 3,,L,False,5-3,True,New York Giants,21.0,38.0,19.0,314.0,185.0,129.0,7.0,19.0,426.0,310.0,116.0,2.0,1963,,,
500,9,Sun,November 10,,W,False,6-3,True,Washington Redskins,24.0,20.0,18.0,288.0,185.0,103.0,,16.0,268.0,224.0,44.0,3.0,1963,,,
501,10,Sun,November 17,,W,False,7-3,False,Cleveland Browns,20.0,14.0,17.0,348.0,278.0,70.0,2.0,19.0,302.0,145.0,157.0,4.0,1963,,,
502,11,Sun,November 24,,W,False,8-3,False,New York Giants,24.0,17.0,13.0,177.0,57.0,120.0,1.0,21.0,336.0,208.0,128.0,4.0,1963,,,
503,12,Sun,December 1,,L,False,8-4,True,Cleveland Browns,10.0,24.0,13.0,198.0,19.0,179.0,1.0,23.0,403.0,163.0,240.0,1.0,1963,,,
504,13,Sun,December 8,,W,False,9-4,True,Philadelphia Eagles,38.0,14.0,11.0,358.0,298.0,60.0,2.0,17.0,269.0,109.0,160.0,5.0,1963,,,
505,14,Sun,December 15,,L,False,9-5,True,Dallas Cowboys,24.0,28.0,21.0,443.0,281.0,162.0,4.0,10.0,214.0,108.0,106.0,2.0,1963,,,
506,1,Sat,September 12,,W,False,1-0,False,Dallas Cowboys,16.0,6.0,14.0,271.0,199.0,72.0,2.0,14.0,275.0,151.0,124.0,3.0,1964,,,
507,2,Sun,September 20,,T,False,1-0-1,False,Cleveland Browns,33.0,33.0,17.0,344.0,230.0,114.0,3.0,18.0,281.0,166.0,115.0,3.0,1964,,,
508,3,Sun,September 27,,W,False,2-0-1,False,San Francisco 49ers,23.0,13.0,22.0,296.0,213.0,83.0,1.0,14.0,235.0,142.0,93.0,2.0,1964,,,
509,4,Sun,October 4,,W,False,3-0-1,False,Washington Redskins,23.0,17.0,20.0,454.0,280.0,174.0,4.0,13.0,208.0,112.0,96.0,2.0,1964,,,
510,5,Mon,October 12,,L,False,3-1-1,False,Baltimore Colts,27.0,47.0,18.0,248.0,94.0,154.0,2.0,19.0,382.0,116.0,266.0,1.0,1964,,,
511,6,Sun,October 18,,W,False,4-1-1,True,Washington Redskins,38.0,24.0,26.0,366.0,176.0,190.0,4.0,9.0,264.0,159.0,105.0,3.0,1964,,,
512,7,Sun,October 25,,L,False,4-2-1,True,Dallas Cowboys,13.0,31.0,17.0,264.0,145.0,119.0,4.0,18.0,276.0,130.0,146.0,1.0,1964,,,
513,8,Sun,November 1,,L,False,4-3-1,False,New York Giants,17.0,34.0,20.0,342.0,210.0,132.0,4.0,23.0,434.0,281.0,153.0,1.0,1964,,,
514,9,Sun,November 8,,W,False,5-3-1,True,Pittsburgh Steelers,34.0,30.0,24.0,351.0,227.0,124.0,1.0,21.0,355.0,239.0,116.0,3.0,1964,,,
515,10,Sun,November 15,,T,False,5-3-2,True,New York Giants,10.0,10.0,12.0,143.0,105.0,38.0,3.0,12.0,212.0,131.0,81.0,3.0,1964,,,
516,11,Sun,November 22,,W,False,6-3-2,False,Philadelphia Eagles,38.0,13.0,18.0,460.0,225.0,235.0,2.0,18.0,343.0,215.0,128.0,7.0,1964,,,
517,12,Sun,November 29,,W,False,7-3-2,False,Pittsburgh Steelers,21.0,20.0,14.0,204.0,124.0,80.0,5.0,16.0,279.0,148.0,131.0,4.0,1964,,,
518,13,Sun,December 6,,W,False,8-3-2,True,Cleveland Browns,28.0,19.0,25.0,309.0,159.0,150.0,2.0,18.0,337.0,231.0,106.0,2.0,1964,,,
519,14,Sun,December 13,,W,False,9-3-2,True,Philadelphia Eagles,36.0,34.0,28.0,465.0,360.0,105.0,3.0,22.0,411.0,271.0,140.0,4.0,1964,,,
520,1,Sun,September 19,,L,False,0-1,False,Philadelphia Eagles,27.0,34.0,19.0,357.0,325.0,32.0,1.0,23.0,358.0,226.0,132.0,,1965,,,
521,2,Sun,September 26,,W,False,1-1,False,Cleveland Browns,49.0,13.0,23.0,489.0,320.0,169.0,2.0,19.0,290.0,168.0,122.0,6.0,1965,,,
522,3,Mon,October 4,,W,False,2-1,True,Dallas Cowboys,20.0,13.0,20.0,353.0,156.0,197.0,3.0,9.0,181.0,96.0,85.0,3.0,1965,,,
523,4,Sun,October 10,,W,False,3-1,False,Washington Redskins,37.0,16.0,24.0,403.0,206.0,197.0,2.0,12.0,240.0,175.0,65.0,4.0,1965,,,
524,5,Sun,October 17,,W,False,4-1,False,Pittsburgh Steelers,20.0,7.0,12.0,344.0,275.0,69.0,3.0,9.0,142.0,-16.0,158.0,4.0,1965,,,
525,6,Sun,October 24,,L,False,4-2,True,Washington Redskins,20.0,24.0,22.0,309.0,188.0,121.0,2.0,15.0,251.0,177.0,74.0,1.0,1965,,,
526,7,Sun,October 31,,L,False,4-3,False,New York Giants,10.0,14.0,21.0,438.0,229.0,209.0,2.0,19.0,259.0,122.0,137.0,1.0,1965,,,
527,8,Sun,November 7,,W,False,5-3,True,Pittsburgh Steelers,21.0,17.0,16.0,276.0,171.0,105.0,,18.0,339.0,201.0,138.0,1.0,1965,,,
528,9,Sun,November 14,,L,False,5-4,False,Chicago Bears,13.0,34.0,15.0,295.0,217.0,78.0,1.0,23.0,463.0,274.0,189.0,2.0,1965,,,
529,10,Sun,November 21,,L,False,5-5,True,New York Giants,15.0,28.0,20.0,336.0,282.0,54.0,5.0,11.0,227.0,140.0,87.0,1.0,1965,,,
530,11,Sun,November 28,,L,False,5-6,True,Philadelphia Eagles,24.0,28.0,17.0,297.0,169.0,128.0,5.0,24.0,477.0,248.0,229.0,4.0,1965,,,
531,12,Sun,December 5,,L,False,5-7,True,Los Angeles Rams,3.0,27.0,11.0,166.0,104.0,62.0,2.0,22.0,380.0,203.0,177.0,1.0,1965,,,
532,13,Sat,December 11,,L,False,5-8,False,Dallas Cowboys,13.0,27.0,17.0,339.0,251.0,88.0,,18.0,403.0,324.0,79.0,1.0,1965,,,
533,14,Sun,December 19,,L,False,5-9,True,Cleveland Browns,24.0,27.0,14.0,160.0,50.0,110.0,4.0,16.0,287.0,146.0,141.0,3.0,1965,,,
534,1,Sun,September 11,,W,False,1-0,True,Philadelphia Eagles,16.0,13.0,20.0,278.0,158.0,120.0,1.0,18.0,254.0,121.0,133.0,,1966,,,
535,2,Sun,September 18,,W,False,2-0,True,Washington Redskins,23.0,7.0,21.0,382.0,237.0,145.0,2.0,14.0,217.0,190.0,27.0,3.0,1966,,,
536,3,Sun,September 25,,W,False,3-0,False,Cleveland Browns,34.0,28.0,13.0,313.0,206.0,107.0,5.0,25.0,373.0,230.0,143.0,1.0,1966,,,
537,4,Sun,October 2,,W,False,4-0,False,Philadelphia Eagles,41.0,10.0,8.0,147.0,63.0,84.0,1.0,17.0,230.0,168.0,62.0,5.0,1966,,,
538,5,Sun,October 9,,W,False,5-0,True,New York Giants,24.0,19.0,15.0,268.0,177.0,91.0,2.0,20.0,271.0,145.0,126.0,2.0,1966,,,
539,6,Sun,October 16,,T,False,5-0-1,True,Dallas Cowboys,10.0,10.0,13.0,175.0,130.0,45.0,,17.0,326.0,191.0,135.0,4.0,1966,,,
540,7,Sun,October 23,,L,False,5-1-1,False,Washington Redskins,20.0,26.0,17.0,251.0,87.0,164.0,5.0,15.0,291.0,235.0,56.0,1.0,1966,,,
541,8,Mon,October 31,,W,False,6-1-1,True,Chicago Bears,24.0,17.0,11.0,166.0,47.0,119.0,3.0,16.0,282.0,173.0,109.0,4.0,1966,,,
542,9,Sun,November 6,,W,False,7-1-1,False,New York Giants,20.0,17.0,16.0,264.0,116.0,148.0,2.0,11.0,210.0,168.0,42.0,2.0,1966,,,
543,10,Sun,November 13,,L,False,7-2-1,False,Pittsburgh Steelers,9.0,30.0,14.0,251.0,195.0,56.0,4.0,6.0,150.0,102.0,48.0,3.0,1966,,,
544,12,Sun,November 27,,W,False,8-2-1,True,Pittsburgh Steelers,6.0,3.0,15.0,228.0,29.0,199.0,1.0,8.0,78.0,46.0,32.0,2.0,1966,,,
545,13,Sun,December 4,,L,False,8-3-1,False,Dallas Cowboys,17.0,31.0,21.0,295.0,201.0,94.0,5.0,11.0,190.0,82.0,108.0,1.0,1966,,,
546,14,Sun,December 11,,L,False,8-4-1,False,Atlanta Falcons,10.0,16.0,16.0,296.0,195.0,101.0,3.0,11.0,192.0,105.0,87.0,2.0,1966,,,
547,15,Sat,December 17,,L,False,8-5-1,True,Cleveland Browns,10.0,38.0,12.0,227.0,99.0,128.0,3.0,20.0,428.0,344.0,84.0,1.0,1966,,,
548,1,Sun,September 17,,L,False,0-1,True,New York Giants,20.0,37.0,20.0,358.0,153.0,205.0,6.0,15.0,336.0,232.0,104.0,,1967,,,
549,2,Sun,September 24,,W,False,1-1,False,Pittsburgh Steelers,28.0,14.0,12.0,283.0,137.0,146.0,1.0,17.0,237.0,143.0,94.0,6.0,1967,,,
550,3,Sun,October 1,,W,False,2-1,True,Detroit Lions,38.0,28.0,21.0,403.0,313.0,90.0,1.0,20.0,310.0,194.0,116.0,3.0,1967,,,
551,4,Sun,October 8,,W,False,3-1,False,Minnesota Vikings,34.0,24.0,18.0,412.0,247.0,165.0,3.0,16.0,337.0,236.0,101.0,3.0,1967,,,
552,5,Sun,October 15,,L,False,3-2,False,Cleveland Browns,16.0,20.0,18.0,349.0,217.0,132.0,5.0,8.0,223.0,114.0,109.0,1.0,1967,,,
553,6,Sun,October 22,,W,False,4-2,True,Philadelphia Eagles,48.0,14.0,22.0,416.0,267.0,149.0,,17.0,319.0,248.0,71.0,2.0,1967,,,
554,7,Mon,October 30,,L,False,4-3,True,Green Bay Packers,23.0,31.0,19.0,405.0,289.0,116.0,2.0,16.0,246.0,117.0,129.0,2.0,1967,,,
555,8,Sun,November 5,,W,False,5-3,False,Washington Redskins,27.0,21.0,22.0,414.0,236.0,178.0,2.0,9.0,219.0,117.0,102.0,3.0,1967,,,
556,9,Sun,November 12,,T,False,5-3-1,True,Pittsburgh Steelers,14.0,14.0,19.0,258.0,145.0,113.0,3.0,21.0,274.0,192.0,82.0,1.0,1967,,,
557,10,Sun,November 19,,L,False,5-4-1,False,Chicago Bears,3.0,30.0,15.0,230.0,154.0,76.0,9.0,13.0,461.0,320.0,141.0,3.0,1967,,,
558,11,Thu,November 23,,L,False,5-5-1,False,Dallas Cowboys,21.0,46.0,15.0,317.0,222.0,95.0,4.0,18.0,436.0,300.0,136.0,1.0,1967,,,
559,12,Sun,December 3,,W,False,6-5-1,True,New Orleans Saints,31.0,20.0,12.0,310.0,125.0,185.0,5.0,18.0,238.0,146.0,92.0,3.0,1967,,,
560,13,Sun,December 10,,L,False,6-6-1,True,Cleveland Browns,16.0,20.0,16.0,295.0,174.0,121.0,2.0,8.0,131.0,49.0,82.0,2.0,1967,,,
561,14,Sun,December 17,,L,False,6-7-1,False,New York Giants,14.0,37.0,19.0,330.0,262.0,68.0,3.0,20.0,418.0,275.0,143.0,2.0,1967,,,
562,1,Mon,September 16,,L,False,0-1,True,Los Angeles Rams,13.0,24.0,18.0,244.0,169.0,75.0,3.0,15.0,238.0,84.0,154.0,1.0,1968,,,
563,2,Sun,September 22,,L,False,0-2,False,San Francisco 49ers,17.0,35.0,13.0,228.0,123.0,105.0,4.0,22.0,395.0,263.0,132.0,3.0,1968,,,
564,3,Sun,September 29,,W,False,1-2,False,New Orleans Saints,21.0,20.0,14.0,219.0,97.0,122.0,1.0,18.0,323.0,227.0,96.0,1.0,1968,,,
565,4,Sun,October 6,,L,False,1-3,True,Dallas Cowboys,10.0,27.0,14.0,251.0,173.0,78.0,2.0,22.0,297.0,103.0,194.0,1.0,1968,,,
566,5,Sun,October 13,,W,False,2-3,False,Cleveland Browns,27.0,21.0,20.0,282.0,135.0,147.0,2.0,15.0,333.0,311.0,22.0,2.0,1968,,,
567,6,Sun,October 20,,W,False,3-3,True,Washington Redskins,41.0,14.0,24.0,321.0,148.0,173.0,1.0,21.0,313.0,257.0,56.0,2.0,1968,,,
568,7,Sun,October 27,,W,False,4-3,True,New Orleans Saints,31.0,17.0,18.0,392.0,226.0,166.0,2.0,16.0,301.0,185.0,116.0,1.0,1968,,,
569,8,Sun,November 3,,W,False,5-3,False,Philadelphia Eagles,45.0,17.0,21.0,362.0,176.0,186.0,1.0,17.0,342.0,230.0,112.0,1.0,1968,,,
570,9,Sun,November 10,,T,False,5-3-1,True,Pittsburgh Steelers,28.0,28.0,17.0,425.0,337.0,88.0,2.0,17.0,363.0,280.0,83.0,,1968,,,
571,10,Sun,November 17,,L,False,5-4-1,False,Baltimore Colts,0.0,27.0,16.0,202.0,144.0,58.0,5.0,17.0,426.0,256.0,170.0,3.0,1968,,,
572,11,Sun,November 24,,W,False,6-4-1,True,Atlanta Falcons,17.0,12.0,17.0,260.0,127.0,133.0,3.0,10.0,162.0,102.0,60.0,1.0,1968,,,
573,12,Sun,December 1,,W,False,7-4-1,False,Pittsburgh Steelers,20.0,10.0,18.0,322.0,137.0,185.0,2.0,13.0,167.0,90.0,77.0,3.0,1968,,,
574,13,Sun,December 8,,W,False,8-4-1,False,New York Giants,28.0,21.0,19.0,351.0,74.0,277.0,3.0,22.0,441.0,284.0,157.0,2.0,1968,,,
575,14,Sat,December 14,,W,False,9-4-1,True,Cleveland Browns,27.0,16.0,16.0,324.0,121.0,203.0,,13.0,318.0,189.0,129.0,,1968,,,
576,1,Sun,September 21,,L,False,0-1,False,Dallas Cowboys,3.0,24.0,10.0,257.0,199.0,58.0,3.0,14.0,362.0,210.0,152.0,2.0,1969,,,
577,2,Sun,September 28,,W,False,1-1,True,Chicago Bears,20.0,17.0,11.0,170.0,86.0,84.0,2.0,26.0,371.0,242.0,129.0,2.0,1969,,,
578,3,Sun,October 5,,W,False,2-1,False,Pittsburgh Steelers,27.0,14.0,17.0,344.0,241.0,103.0,4.0,20.0,345.0,245.0,100.0,5.0,1969,,,
579,4,Sun,October 12,,L,False,2-2,False,Washington Redskins,17.0,33.0,14.0,226.0,127.0,99.0,5.0,23.0,377.0,222.0,155.0,2.0,1969,,,
580,5,Sun,October 19,,L,False,2-3,True,Minnesota Vikings,10.0,27.0,7.0,169.0,90.0,79.0,1.0,19.0,332.0,216.0,116.0,1.0,1969,,,
581,6,Sun,October 26,,T,False,2-3-1,False,Cleveland Browns,21.0,21.0,19.0,445.0,306.0,139.0,1.0,19.0,336.0,230.0,106.0,1.0,1969,,,
582,7,Sun,November 2,,L,False,2-4-1,True,New Orleans Saints,42.0,51.0,19.0,478.0,374.0,104.0,4.0,26.0,508.0,345.0,163.0,1.0,1969,,,
583,8,Sun,November 9,,W,False,3-4-1,True,New York Giants,42.0,17.0,23.0,403.0,206.0,197.0,,21.0,343.0,240.0,103.0,1.0,1969,,,
584,9,Sun,November 16,,L,False,3-5-1,False,Detroit Lions,0.0,20.0,16.0,239.0,150.0,89.0,3.0,14.0,297.0,232.0,65.0,,1969,,,
585,10,Sun,November 23,,L,False,3-6-1,True,Philadelphia Eagles,30.0,34.0,23.0,414.0,282.0,132.0,2.0,19.0,330.0,254.0,76.0,2.0,1969,,,
586,11,Sun,November 30,,W,False,4-6-1,True,Pittsburgh Steelers,47.0,10.0,25.0,401.0,205.0,196.0,2.0,10.0,187.0,110.0,77.0,4.0,1969,,,
587,12,Sun,December 7,,L,False,4-7-1,False,New York Giants,6.0,49.0,10.0,181.0,136.0,45.0,4.0,33.0,517.0,327.0,190.0,2.0,1969,,,
588,13,Sun,December 14,,L,False,4-8-1,True,Cleveland Browns,21.0,27.0,16.0,219.0,158.0,61.0,2.0,17.0,341.0,237.0,104.0,2.0,1969,,,
589,14,Sun,December 21,,L,False,4-9-1,False,Green Bay Packers,28.0,45.0,14.0,239.0,179.0,60.0,2.0,28.0,530.0,422.0,108.0,2.0,1969,,,
590,1,Fri,September 18,11:00PM ET,L,False,0-1,False,Los Angeles Rams,13.0,34.0,15.0,327.0,228.0,99.0,4.0,17.0,342.0,185.0,157.0,1.0,1970,,,
591,2,Sun,September 27,2:00PM ET,W,False,1-1,True,Washington Redskins,27.0,17.0,22.0,297.0,123.0,174.0,3.0,20.0,254.0,107.0,147.0,3.0,1970,,,
592,3,Sun,October 4,2:00PM ET,W,False,2-1,True,Dallas Cowboys,20.0,7.0,15.0,309.0,164.0,145.0,2.0,17.0,269.0,128.0,141.0,2.0,1970,,,
593,4,Sun,October 11,2:00PM ET,W,False,3-1,True,New Orleans Saints,24.0,17.0,17.0,432.0,236.0,196.0,3.0,19.0,342.0,212.0,130.0,2.0,1970,,,
594,5,Sun,October 18,1:00PM ET,W,False,4-1,False,Philadelphia Eagles,35.0,20.0,17.0,299.0,101.0,198.0,2.0,17.0,278.0,132.0,146.0,3.0,1970,,,
