,G#,Opp,Spread,Over/Under,Result,vs. Line,OU Result,Year
0,1,BAL,-10.5,0.0,"W, 38-0",Won,Over,1978
1,2,@NYG,-11.0,0.0,"W, 34-24",Lost,Over,1978
2,3,@RAM,-4.0,0.0,"L, 14-27",Lost,Over,1978
3,4,STL,-17.0,0.0,"W, 21-12",Lost,Over,1978
4,5,@WAS,-4.5,0.0,"L, 5-9",Lost,Over,1978
5,6,NYG,-11.0,0.0,"W, 24-3",Won,Over,1978
6,7,@STL,-13.5,0.0,"W, 24-21",Lost,Over,1978
7,8,PHI,-8.0,0.0,"W, 14-7",Lost,Over,1978
8,9,MIN,-7.5,0.0,"L, 10-21",Lost,Over,1978
9,10,@MIA,1.0,0.0,"L, 16-23",Lost,Over,1978
10,11,@GNB,-7.0,0.0,"W, 42-14",Won,Over,1978
11,12,NOR,-13.0,0.0,"W, 27-7",Won,Over,1978
12,13,WAS,-11.5,0.0,"W, 37-10",Won,Over,1978
13,14,NWE,-6.5,0.0,"W, 17-10",Won,Over,1978
14,15,@PHI,-4.5,0.0,"W, 31-13",Won,Over,1978
15,16,@NYJ,-6.0,0.0,"W, 30-7",Won,Over,1978
16,17,ATL,-15.0,0.0,"W, 27-20",Lost,Over,1978
17,18,@RAM,-3.5,0.0,"W, 28-0",Won,Over,1978
18,19,PIT,3.5,37.0,"L, 31-35",Lost,Over,1978
19,1,@STL,-4.0,37.0,"W, 22-21",Lost,Over,1979
20,2,@SFO,-13.0,39.0,"W, 21-13",Lost,Under,1979
21,3,CHI,-9.0,37.0,"W, 24-20",Lost,Over,1979
22,4,@CLE,-3.0,40.0,"L, 7-26",Lost,Under,1979
23,5,CIN,-10.0,40.0,"W, 38-13",Won,Over,1979
24,6,@MIN,-7.0,39.0,"W, 36-20",Won,Over,1979
25,7,RAM,-3.0,39.0,"W, 30-6",Won,Under,1979
26,8,STL,-10.0,39.0,"W, 22-13",Lost,Under,1979
27,9,@PIT,3.0,39.0,"L, 3-14",Lost,Under,1979
28,10,@NYG,-8.0,38.0,"W, 16-14",Lost,Under,1979
29,11,PHI,-10.0,38.0,"L, 21-31",Lost,Over,1979
30,12,@WAS,-4.0,37.0,"L, 20-34",Lost,Over,1979
31,13,HOU,-1.0,41.0,"L, 24-30",Lost,Over,1979
32,14,NYG,-11.0,38.0,"W, 28-7",Won,Under,1979
33,15,@PHI,-3.0,40.0,"W, 24-17",Won,Over,1979
34,16,WAS,-8.0,39.5,"W, 35-34",Lost,Over,1979
35,17,RAM,-8.5,0.0,"L, 19-21",Lost,Over,1979
36,1,@WAS,2.0,45.0,"W, 17-3",Won,Under,1980
37,2,@DEN,2.0,40.0,"L, 20-41",Lost,Over,1980
38,3,TAM,-7.0,36.0,"W, 28-17",Won,Over,1980
39,4,@GNB,-10.0,42.0,"W, 28-7",Won,Under,1980
40,5,NYG,-12.0,42.0,"W, 24-3",Won,Under,1980
41,6,SFO,-9.0,48.0,"W, 59-14",Won,Over,1980
42,7,@PHI,3.0,41.0,"L, 10-17",Lost,Under,1980
43,8,SDG,-2.0,45.0,"W, 42-31",Won,Over,1980
44,9,@STL,-5.0,42.0,"W, 27-24",Lost,Over,1980
45,10,@NYG,-10.0,44.0,"L, 35-38",Lost,Over,1980
46,11,STL,-9.0,44.0,"W, 31-21",Won,Over,1980
47,12,WAS,-12.0,42.0,"W, 14-10",Lost,Under,1980
48,13,SEA,-10.0,48.0,"W, 51-7",Won,Over,1980
49,14,@OAK,-2.0,45.0,"W, 19-13",Won,Under,1980
50,15,@RAM,-2.0,46.0,"L, 14-38",Lost,Over,1980
51,16,PHI,-5.0,42.0,"W, 35-27",Won,Over,1980
52,17,RAM,-3.0,46.0,"W, 34-13",Won,Over,1980
53,18,@ATL,2.5,45.0,"W, 30-27",Won,Over,1980
54,19,@PHI,-1.0,43.0,"L, 7-20",Lost,Under,1980
55,1,@WAS,-2.0,38.0,"W, 26-10",Won,Under,1981
56,2,STL,-10.0,41.0,"W, 30-17",Won,Over,1981
57,3,@NWE,-2.0,42.0,"W, 35-21",Won,Over,1981
58,4,NYG,-11.0,40.0,"W, 18-10",Lost,Under,1981
59,5,@STL,-5.5,44.0,"L, 17-20",Lost,Under,1981
60,6,@SFO,-5.0,45.0,"L, 14-45",Lost,Over,1981
61,7,RAM,-5.0,43.0,"W, 29-17",Won,Over,1981
62,8,MIA,-6.0,42.0,"W, 28-27",Lost,Over,1981
63,9,@PHI,3.0,39.0,"W, 17-14",Won,Under,1981
64,10,BUF,-3.5,42.0,"W, 27-14",Won,Under,1981
65,11,@DET,-3.0,46.0,"L, 24-27",Lost,Over,1981
66,12,WAS,-7.0,45.0,"W, 24-10",Won,Under,1981
